,inanimate_008_right.png,1.55E+00,4.17E-03,8.59E-01
0,inanimate_004_left.png,0.07332015810276671,-0.02571428571428569,-0.13017902813299237
1,inanimate_005_left.png,0.07806324110671925,-0.13789682539682535,0.25703324808184136
2,inanimate_005_right.png,0.13438735177865602,-0.08650793650793648,0.1470588235294118
3,animate_004_left_pair.png,-0.41106719367588934,-0.11428571428571432,-0.19744245524296683
4,animate_005_left.png,-0.2675889328063241,-0.021210317460317485,-0.26956521739130435
5,animate_004_left.png,-0.4169960474308301,-0.1873015873015873,-0.09974424552429673
6,inanimate_004_left_pair.png,0.01996047430830039,-0.008333333333333304,-0.21687979539641944
7,inanimate_011_right.png,0.2667984189723319,-0.10496031746031742,-0.41048593350383633
8,animate_012_right.png,-0.26086956521739135,0.18253968253968256,-0.10383631713554992
9,animate_003_left_pair.png,-0.4683794466403162,-0.08670634920634918,-0.09386189258312028
10,animate_006_right.png,-0.23952569169960475,-0.251984126984127,-0.2283887468030691
11,inanimate_003_left_pair.png,-0.05968379446640315,0.010714285714285676,-0.2028132992327366
12,inanimate_012_left.png,0.04071146245059276,0.03115079365079365,-0.22506393861892587
13,animate_007_left_pair.png,-0.35177865612648224,-0.1117063492063492,0.0
14,animate_010_left_pair.png,-0.4683794466403162,-0.029900793650793678,-0.15225063938618927
15,inanimate_007_left_pair.png,0.12252964426877466,-0.2307539682539682,-0.23682864450127883
16,inanimate_010_left_pair.png,0.23715415019762842,0.04861111111111116,-0.047570332480818434
17,inanimate_003_right.png,-0.11924901185770753,-0.14484126984126983,-0.1966751918158568
18,animate_012_left.png,-0.22490118577075102,0.151984126984127,-0.035294117647058865
19,animate_001_right.png,-0.2946640316205533,0.020238095238095166,-0.16521739130434787
20,inanimate_009_right.png,0.0,-0.1563492063492063,0.11611253196930937
21,animate_009_left_pair.png,-0.391304347826087,0.0982142857142857,-0.15618925831202046
22,inanimate_010_right.png,0.22727272727272718,-0.1345238095238095,-0.12396419437340156
23,inanimate_004_right.png,0.08063241106719354,-0.02113095238095236,-0.11841432225063941
24,inanimate_009_left_pair.png,0.044071146245059256,0.1160714285714286,0.5
25,animate_007_right.png,-0.31818181818181823,-0.16845238095238096,-0.003069053708439906
26,inanimate_003_left.png,-0.06284584980237157,-0.11488095238095236,-0.24398976982097192
27,inanimate_002_left.png,0.02154150197628457,0.16468253968253965,-0.24757033248081844
28,animate_008_left.png,-0.21264822134387357,0.06547619047619047,-0.20434782608695656
29,animate_009_left.png,-0.3438735177865613,-0.12043650793650795,-0.09079283887468037
30,inanimate_002_right.png,0.018774703557312256,0.15515873015873016,-0.21150895140664966
31,animate_002_left.png,-0.13418972332015816,-0.05539682539682539,-0.22531969309462918
32,animate_003_left.png,-0.3794466403162055,-0.24007936507936506,0.05626598465473143
33,inanimate_009_left.png,-0.03913043478260875,-0.14464285714285718,0.13682864450127885
34,inanimate_008_left.png,0.16798418972332008,-0.033789682539682564,0.06777493606138096
35,animate_002_right.png,-0.17608695652173917,0.020634920634920673,-0.2634271099744246
36,animate_008_right_pair.png,-0.28083003952569174,0.17460317460317465,-0.34705882352941175
37,animate_011_left.png,-0.2839920948616601,-0.20416666666666666,0.04859335038363166
38,animate_010_left.png,-0.41106719367588934,-0.14087301587301587,-0.08516624040920723
39,inanimate_008_right_pair.png,0.1916996047430829,0.2242063492063493,0.19820971867007675
40,inanimate_007_right.png,0.04347826086956519,-0.193452380952381,-0.2040920716112532
