,batch_id,j_i,stimulus_id,stim_squence,violation_type,epsilon,b_val,d_val,mu_prior,v_prior,alpha_prior,beta_prior,forced_exposure_max,n_sample
126,1,1,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,17
127,1,1,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,11
128,1,1,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,9
129,1,1,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,4
130,1,1,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,5
131,1,1,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
132,1,2,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,27
133,1,2,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,5
134,1,2,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
135,1,2,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
136,1,2,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
137,1,2,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
138,1,3,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,23
139,1,3,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
140,1,3,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
141,1,3,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,13
142,1,3,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
143,1,3,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
144,1,4,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,29
145,1,4,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,11
146,1,4,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,8
147,1,4,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,11
148,1,4,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
149,1,4,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,32
150,1,5,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,12
151,1,5,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
152,1,5,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,4
153,1,5,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,4
154,1,5,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
155,1,5,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
156,1,6,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,55
157,1,6,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,6
158,1,6,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
159,1,6,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,19
160,1,6,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
161,1,6,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,12
162,1,7,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,23
163,1,7,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,6
164,1,7,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
165,1,7,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
166,1,7,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
167,1,7,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
168,1,8,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,33
169,1,8,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,25
170,1,8,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
171,1,8,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
172,1,8,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,5
173,1,8,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
174,1,9,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,9
175,1,9,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
176,1,9,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
177,1,9,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
178,1,9,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
179,1,9,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
180,1,10,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,25
181,1,10,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,17
182,1,10,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,4
183,1,10,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,13
184,1,10,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,5
185,1,10,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
186,1,11,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,11
187,1,11,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,6
188,1,11,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
189,1,11,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,4
190,1,11,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
191,1,11,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
192,1,12,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,11
193,1,12,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
194,1,12,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
195,1,12,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
196,1,12,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
197,1,12,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
198,1,13,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,28
199,1,13,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
200,1,13,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,24
201,1,13,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,11
202,1,13,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,14
203,1,13,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
204,1,14,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,13
205,1,14,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
206,1,14,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
207,1,14,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
208,1,14,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
209,1,14,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
210,1,15,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,30
211,1,15,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,38
212,1,15,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,6
213,1,15,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,13
214,1,15,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,14
215,1,15,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,5
216,1,16,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,17
217,1,16,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
218,1,16,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,4
219,1,16,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
220,1,16,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
221,1,16,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
222,1,17,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,40
223,1,17,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,8
224,1,17,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,25
225,1,17,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,7
226,1,17,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
227,1,17,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
228,1,18,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,14
229,1,18,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
230,1,18,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,6
231,1,18,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,3
232,1,18,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,1
233,1,18,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,2
234,1,19,0,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,30
235,1,19,1,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,18
236,1,19,2,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,9
237,1,19,3,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,8
238,1,19,4,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,4
239,1,19,5,BBBBBB,identity,1e-05,0.0769,0.294,0,1,35,35,,4
240,2,0,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,13
241,2,0,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
242,2,0,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
243,2,0,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
244,2,0,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
245,2,0,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
246,2,1,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,37
247,2,1,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,5
248,2,1,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,5
249,2,1,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,5
250,2,1,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,6
251,2,1,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
252,2,2,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,21
253,2,2,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,5
254,2,2,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,3
255,2,2,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
256,2,2,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
257,2,2,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,3
258,2,3,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,14
259,2,3,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,6
260,2,3,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,17
261,2,3,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,4
262,2,3,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,5
263,2,3,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,3
264,2,4,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,13
265,2,4,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
266,2,4,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
267,2,4,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
268,2,4,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
269,2,4,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
270,2,5,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,32
271,2,5,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,8
272,2,5,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,7
273,2,5,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,3
274,2,5,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,8
275,2,5,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
276,2,6,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,11
277,2,6,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,3
278,2,6,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,3
279,2,6,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
280,2,6,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
281,2,6,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
282,2,7,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,31
283,2,7,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
284,2,7,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
285,2,7,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
286,2,7,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
287,2,7,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
288,2,8,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,17
289,2,8,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,5
290,2,8,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,6
291,2,8,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
292,2,8,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
293,2,8,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,3
294,2,9,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,7
295,2,9,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,2
296,2,9,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
297,2,9,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
298,2,9,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
299,2,9,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,1
300,2,10,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,32
301,2,10,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,14
302,2,10,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,6
303,2,10,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,4
304,2,10,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,5
305,2,10,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,4
306,2,11,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,34
307,2,11,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,7
308,2,11,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,6
309,2,11,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,4
310,2,11,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,3
311,2,11,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,5
312,2,12,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,27
313,2,12,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,10
314,2,12,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,7
315,2,12,3,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,4
316,2,12,4,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,4
317,2,12,5,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,3
318,2,13,0,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,31
319,2,13,1,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,17
320,2,13,2,BBBBBB,identity,0.001,0.203,0.137,0,2,1,5,,14
