trialNum, NumTeachers, NumAssessments, target, IG, scoreAboveBaseline
0,1,0,0.5,2313.3790154025514,0
0,1,1,0.5,2313.3790154025514,0
0,1,2,0.5,2313.379015402551,0
0,1,3,0.5,2313.379015402551,0
0,1,4,0.5,2313.3790154025505,0
0,1,5,0.5,0,0
0,2,0,0.5,2363.926946304631,0
0,2,1,0.5,2363.1674070342847,0
0,2,2,0.5,2376.115598937984,0
0,2,3,0.5,2376.115598937984,0
0,2,4,0.5,2377.214211226652,0
0,2,5,0.5,0,0
0,3,0,0.5,2375.9299515442217,0
0,3,1,0.5,2370.3438500696107,0
0,3,2,0.5,2381.95713855806,0
0,3,3,0.5,2384.1337438481933,0
0,3,4,0.5,0,0
0,3,5,0.5,0,0
0,4,0,0.5,2373.8212106121946,0
0,4,1,0.5,2378.009393085901,0
0,4,2,0.5,2383.5681215637587,0
0,4,3,0.5,2384.7079724268324,0
0,4,4,0.5,0,0
0,4,5,0.5,0,0
0,5,0,0.5,2370.580888409244,0
0,5,1,0.5,2371.9979544290304,0
0,5,2,0.5,2381.0284253061873,0
0,5,3,0.5,0,0
0,5,4,0.5,0,0
0,5,5,0.5,0,0
0,6,0,0.5,2362.86957259037,0
0,6,1,0.5,2378.1373063352407,0
0,6,2,0.5,2383.9589738811637,0
0,6,3,0.5,0,0
0,6,4,0.5,0,0
0,6,5,0.5,0,0
0,7,0,0.5,2371.741769070515,0
0,7,1,0.5,2375.3144105822375,0
0,7,2,0.5,0,0
0,7,3,0.5,0,0
0,7,4,0.5,0,0
0,7,5,0.5,0,0
0,8,0,0.5,2378.204782340134,0
0,8,1,0.5,2383.6870401656797,0
0,8,2,0.5,0,0
0,8,3,0.5,0,0
0,8,4,0.5,0,0
0,8,5,0.5,0,0
0,9,0,0.5,2367.048013203607,0
0,9,1,0.5,0,0
0,9,2,0.5,0,0
0,9,3,0.5,0,0
0,9,4,0.5,0,0
0,9,5,0.5,0,0
0,10,0,0.5,2371.7807881635495,0
0,10,1,0.5,0,0
0,10,2,0.5,0,0
0,10,3,0.5,0,0
0,10,4,0.5,0,0
0,10,5,0.5,0,0
0,1,0,0.6,2359.5995665671812,0
0,1,1,0.6,2359.5995665671812,0
0,1,2,0.6,2359.59956656718,0
0,1,3,0.6,2364.2210757718126,0
0,1,4,0.6,2364.2210757718126,0
0,1,5,0.6,0,0
0,2,0,0.6,2398.942624613086,0
0,2,1,0.6,2402.0658599890608,0
0,2,2,0.6,2405.92659408423,0
0,2,3,0.6,2407.5848221608335,0
0,2,4,0.6,2407.0252063728976,0
0,2,5,0.6,0,0
0,3,0,0.6,2392.6045870856965,0
0,3,1,0.6,2404.4156827912584,0
0,3,2,0.6,2405.226613007475,0
0,3,3,0.6,2407.5658727568516,0
0,3,4,0.6,0,0
0,3,5,0.6,0,0
0,4,0,0.6,2409.2275437170433,0
0,4,1,0.6,2403.892756670714,0
0,4,2,0.6,2410.8501292047454,0
0,4,3,0.6,2412.0839581443424,0
0,4,4,0.6,0,0
0,4,5,0.6,0,0
0,5,0,0.6,2407.0780917448706,0
0,5,1,0.6,2407.528582442512,0
0,5,2,0.6,2407.8984271195,0
0,5,3,0.6,0,0
0,5,4,0.6,0,0
0,5,5,0.6,0,0
0,6,0,0.6,2404.7401133056774,0
0,6,1,0.6,2405.047872792959,0
0,6,2,0.6,2406.402157414359,0
0,6,3,0.6,0,0
0,6,4,0.6,0,0
0,6,5,0.6,0,0
0,7,0,0.6,2398.5627632043647,0
0,7,1,0.6,2412.3826932710067,0
0,7,2,0.6,0,0
0,7,3,0.6,0,0
0,7,4,0.6,0,0
0,7,5,0.6,0,0
0,8,0,0.6,2398.3067713935448,0
0,8,1,0.6,2409.351582159729,0
0,8,2,0.6,0,0
0,8,3,0.6,0,0
0,8,4,0.6,0,0
0,8,5,0.6,0,0
0,9,0,0.6,2404.5270050792083,0
0,9,1,0.6,0,0
0,9,2,0.6,0,0
0,9,3,0.6,0,0
0,9,4,0.6,0,0
0,9,5,0.6,0,0
0,10,0,0.6,2395.399128446664,0
0,10,1,0.6,0,0
0,10,2,0.6,0,0
0,10,3,0.6,0,0
0,10,4,0.6,0,0
0,10,5,0.6,0,0
0,1,0,0.7,2447.554409105143,0
0,1,1,0.7,2447.5544091051433,0
0,1,2,0.7,2447.5544091051433,0
0,1,3,0.7,2447.5544091051433,0
0,1,4,0.7,2447.5544091051424,0
0,1,5,0.7,0,0
0,2,0,0.7,2450.618969997712,0
0,2,1,0.7,2450.9066520701645,0
0,2,2,0.7,2452.0052643588324,0
0,2,3,0.7,2452.5491317897995,0
0,2,4,0.7,2452.836813862251,0
0,2,5,0.7,0,0
0,3,0,0.7,2450.956593785294,0
0,3,1,0.7,2455.375477065826,0
0,3,2,0.7,2456.684479752644,0
0,3,3,0.7,2455.880363208251,0
0,3,4,0.7,0,0
0,3,5,0.7,0,0
0,4,0,0.7,2451.8609804375,0
0,4,1,0.7,2454.2692894889897,0
0,4,2,0.7,2457.268355716363,0
0,4,3,0.7,2458.9937230958044,0
0,4,4,0.7,0,0
0,4,5,0.7,0,0
0,5,0,0.7,2452.113024335819,0
0,5,1,0.7,2454.705131120973,0
0,5,2,0.7,2457.2976684349533,0
0,5,3,0.7,0,0
0,5,4,0.7,0,0
0,5,5,0.7,0,0
0,6,0,0.7,2452.9900888535026,0
0,6,1,0.7,2452.621729731669,0
0,6,2,0.7,2460.893723095804,0
0,6,3,0.7,0,0
0,6,4,0.7,0,0
0,6,5,0.7,0,0
0,7,0,0.7,2447.9563533429596,0
0,7,1,0.7,2457.5492870564863,0
0,7,2,0.7,0,0
0,7,3,0.7,0,0
0,7,4,0.7,0,0
0,7,5,0.7,0,0
0,8,0,0.7,2443.2131900098343,0
0,8,1,0.7,2455.5869566747697,0
0,8,2,0.7,0,0
0,8,3,0.7,0,0
0,8,4,0.7,0,0
0,8,5,0.7,0,0
0,9,0,0.7,2453.0405687167618,0
0,9,1,0.7,0,0
0,9,2,0.7,0,0
0,9,3,0.7,0,0
0,9,4,0.7,0,0
0,9,5,0.7,0,0
0,10,0,0.7,2448.5653916504784,0
0,10,1,0.7,0,0
0,10,2,0.7,0,0
0,10,3,0.7,0,0
0,10,4,0.7,0,0
0,10,5,0.7,0,0
0,1,0,0.8,2518.9829805337167,0
0,1,1,0.8,2518.982980533717,0
0,1,2,0.8,2518.9829805337167,0
0,1,3,0.8,2518.982980533717,0
0,1,4,0.8,2518.982980533717,0
0,1,5,0.8,0,0
0,2,0,0.8,2518.9829805337176,0
0,2,1,0.8,2518.982980533717,0
0,2,2,0.8,2518.9829805337176,0
0,2,3,0.8,2518.9829805337176,0
0,2,4,0.8,2518.9829805337176,0
0,2,5,0.8,0,0
0,3,0,0.8,2518.982980533718,0
0,3,1,0.8,2518.9829805337185,0
0,3,2,0.8,2518.9829805337185,0
0,3,3,0.8,2518.9829805337185,0
0,3,4,0.8,0,0
0,3,5,0.8,0,0
0,4,0,0.8,2509.5548140001238,0
0,4,1,0.8,2518.982980533719,0
0,4,2,0.8,2513.2239716317576,0
0,4,3,0.8,2518.9829805337185,0
0,4,4,0.8,0,0
0,4,5,0.8,0,0
0,5,0,0.8,2518.982980533719,0
0,5,1,0.8,2515.5630371938905,0
0,5,2,0.8,2512.96456514439,0
0,5,3,0.8,0,0
0,5,4,0.8,0,0
0,5,5,0.8,0,0
0,6,0,0.8,2518.982980533719,0
0,6,1,0.8,2518.982980533719,0
0,6,2,0.8,2517.577756938629,0
0,6,3,0.8,0,0
0,6,4,0.8,0,0
0,6,5,0.8,0,0
0,7,0,0.8,2511.84069710661,0
0,7,1,0.8,2514.7089829747315,0
0,7,2,0.8,0,0
0,7,3,0.8,0,0
0,7,4,0.8,0,0
0,7,5,0.8,0,0
0,8,0,0.8,2516.133709449884,0
0,8,1,0.8,2518.9829805337185,0
0,8,2,0.8,0,0
0,8,3,0.8,0,0
0,8,4,0.8,0,0
0,8,5,0.8,0,0
0,9,0,0.8,2514.0137338976047,0
0,9,1,0.8,0,0
0,9,2,0.8,0,0
0,9,3,0.8,0,0
0,9,4,0.8,0,0
0,9,5,0.8,0,0
0,10,0,0.8,2515.6964473695843,0
0,10,1,0.8,0,0
0,10,2,0.8,0,0
0,10,3,0.8,0,0
0,10,4,0.8,0,0
0,10,5,0.8,0,0
0,1,0,0.9,2581.4829805337154,0
0,1,1,0.9,2581.4829805337154,0
0,1,2,0.9,2581.482980533715,0
0,1,3,0.9,2581.482980533715,0
0,1,4,0.9,2581.482980533715,0
0,1,5,0.9,0,0
0,2,0,0.9,2581.4829805337167,0
0,2,1,0.9,2581.4829805337176,0
0,2,2,0.9,2581.4829805337176,0
0,2,3,0.9,2581.4829805337176,0
0,2,4,0.9,2581.4829805337176,0
0,2,5,0.9,0,0
0,3,0,0.9,2581.4829805337185,0
0,3,1,0.9,2581.4829805337185,0
0,3,2,0.9,2581.4829805337185,0
0,3,3,0.9,2581.4829805337185,0
0,3,4,0.9,0,0
0,3,5,0.9,0,0
0,4,0,0.9,2581.4829805337185,0
0,4,1,0.9,2581.4829805337185,0
0,4,2,0.9,2581.4829805337185,0
0,4,3,0.9,2581.4829805337185,0
0,4,4,0.9,0,0
0,4,5,0.9,0,0
0,5,0,0.9,2581.4829805337185,0
0,5,1,0.9,2581.482980533719,0
0,5,2,0.9,2581.482980533719,0
0,5,3,0.9,0,0
0,5,4,0.9,0,0
0,5,5,0.9,0,0
0,6,0,0.9,2581.4829805337185,0
0,6,1,0.9,2581.4829805337185,0
0,6,2,0.9,2581.4829805337185,0
0,6,3,0.9,0,0
0,6,4,0.9,0,0
0,6,5,0.9,0,0
0,7,0,0.9,2581.482980533719,0
0,7,1,0.9,2581.482980533719,0
0,7,2,0.9,0,0
0,7,3,0.9,0,0
0,7,4,0.9,0,0
0,7,5,0.9,0,0
0,8,0,0.9,2581.482980533718,0
0,8,1,0.9,2581.4829805337185,0
0,8,2,0.9,0,0
0,8,3,0.9,0,0
0,8,4,0.9,0,0
0,8,5,0.9,0,0
0,9,0,0.9,2581.4829805337185,0
0,9,1,0.9,0,0
0,9,2,0.9,0,0
0,9,3,0.9,0,0
0,9,4,0.9,0,0
0,9,5,0.9,0,0
0,10,0,0.9,2581.4829805337185,0
0,10,1,0.9,0,0
0,10,2,0.9,0,0
0,10,3,0.9,0,0
0,10,4,0.9,0,0
0,10,5,0.9,0,0
1,1,0,0.5,2293.971759684424,0
1,1,1,0.5,2293.971759684424,0
1,1,2,0.5,2293.971759684424,0
1,1,3,0.5,2293.9717596844234,0
1,1,4,0.5,2293.971759684424,0
1,1,5,0.5,0,0
1,2,0,0.5,2325.577668303154,0
1,2,1,0.5,2337.8484835410427,0
1,2,2,0.5,2341.391511118144,0
1,2,3,0.5,2341.298471086874,0
1,2,4,0.5,2344.687347984149,0
1,2,5,0.5,0,0
1,3,0,0.5,2338.655290040076,0
1,3,1,0.5,2336.4786847499427,0
1,3,2,0.5,2344.1018314677813,0
1,3,3,0.5,2350.139170853084,0
1,3,4,0.5,0,0
1,3,5,0.5,0,0
1,4,0,0.5,2340.318389046914,0
1,4,1,0.5,2347.552229524608,0
1,4,2,0.5,2349.0720552783523,0
1,4,3,0.5,2351.905440104875,0
1,4,4,0.5,0,0
1,4,5,0.5,0,0
1,5,0,0.5,2339.4050874499535,0
1,5,1,0.5,2343.3422921974343,0
1,5,2,0.5,2349.6050452825857,0
1,5,3,0.5,0,0
1,5,4,0.5,0,0
1,5,5,0.5,0,0
1,6,0,0.5,2340.1845209522335,0
1,6,1,0.5,2346.1914253809255,0
1,6,2,0.5,2348.522181350886,0
1,6,3,0.5,0,0
1,6,4,0.5,0,0
1,6,5,0.5,0,0
1,7,0,0.5,2337.849230754094,0
1,7,1,0.5,2341.73618012197,0
1,7,2,0.5,0,0
1,7,3,0.5,0,0
1,7,4,0.5,0,0
1,7,5,0.5,0,0
1,8,0,0.5,2337.535311251154,0
1,8,1,0.5,2347.649393273062,0
1,8,2,0.5,0,0
1,8,3,0.5,0,0
1,8,4,0.5,0,0
1,8,5,0.5,0,0
1,9,0,0.5,2334.9295596058514,0
1,9,1,0.5,0,0
1,9,2,0.5,0,0
1,9,3,0.5,0,0
1,9,4,0.5,0,0
1,9,5,0.5,0,0
1,10,0,0.5,2340.56483254496,0
1,10,1,0.5,0,0
1,10,2,0.5,0,0
1,10,3,0.5,0,0
1,10,4,0.5,0,0
1,10,5,0.5,0,0
1,1,0,0.6,2330.554912639715,0
1,1,1,0.6,2330.5549126397145,0
1,1,2,0.6,2330.5549126397136,0
1,1,3,0.6,2330.5549126397145,0
1,1,4,0.6,2330.5549126397154,0
1,1,5,0.6,0,0
1,2,0,0.6,2359.7098457637294,0
1,2,1,0.6,2366.895815699758,0
1,2,2,0.6,2370.34655045864,0
1,2,3,0.6,2370.6320418963096,0
1,2,4,0.6,2370.34655045864,0
1,2,5,0.6,0,0
1,3,0,0.6,2360.818138252438,0
1,3,1,0.6,2365.08632274982,0
1,3,2,0.6,2371.071369810256,0
1,3,3,0.6,2369.7829642528586,0
1,3,4,0.6,0,0
1,3,5,0.6,0,0
1,4,0,0.6,2356.788893179371,0
1,4,1,0.6,2366.1561485035645,0
1,4,2,0.6,2371.1925957295,0
1,4,3,0.6,2374.663949775585,0
1,4,4,0.6,0,0
1,4,5,0.6,0,0
1,5,0,0.6,2368.2570884327633,0
1,5,1,0.6,2366.5058203248905,0
1,5,2,0.6,2372.0616187301557,0
1,5,3,0.6,0,0
1,5,4,0.6,0,0
1,5,5,0.6,0,0
1,6,0,0.6,2359.8275673093185,0
1,6,1,0.6,2365.090028882052,0
1,6,2,0.6,2371.75080488286,0
1,6,3,0.6,0,0
1,6,4,0.6,0,0
1,6,5,0.6,0,0
1,7,0,0.6,2360.683896313019,0
1,7,1,0.6,2364.576969896907,0
1,7,2,0.6,0,0
1,7,3,0.6,0,0
1,7,4,0.6,0,0
1,7,5,0.6,0,0
1,8,0,0.6,2359.2395015181546,0
1,8,1,0.6,2364.9320545208407,0
1,8,2,0.6,0,0
1,8,3,0.6,0,0
1,8,4,0.6,0,0
1,8,5,0.6,0,0
1,9,0,0.6,2365.3740048222717,0
1,9,1,0.6,0,0
1,9,2,0.6,0,0
1,9,3,0.6,0,0
1,9,4,0.6,0,0
1,9,5,0.6,0,0
1,10,0,0.6,2363.285231234868,0
1,10,1,0.6,0,0
1,10,2,0.6,0,0
1,10,3,0.6,0,0
1,10,4,0.6,0,0
1,10,5,0.6,0,0
1,1,0,0.7,2409.2918557599105,0
1,1,1,0.7,2409.2918557599096,0
1,1,2,0.7,2409.2918557599087,0
1,1,3,0.7,2409.2918557599096,0
1,1,4,0.7,2409.291855759909,0
1,1,5,0.7,0,0
1,2,0,0.7,2410.2067460245735,0
1,2,1,0.7,2414.6739304675875,0
1,2,2,0.7,2414.945864183071,0
1,2,3,0.7,2415.551999986641,0
1,2,4,0.7,2416.1273641315447,0
1,2,5,0.7,0,0
1,3,0,0.7,2410.9914840056636,0
1,3,1,0.7,2415.3694432560656,0
1,3,2,0.7,2416.3345241521088,0
1,3,3,0.7,2418.295457602863,0
1,3,4,0.7,0,0
1,3,5,0.7,0,0
1,4,0,0.7,2414.420234735217,0
1,4,1,0.7,2413.3341561221023,0
1,4,2,0.7,2414.4964626042333,0
1,4,3,0.7,2418.12228392238,0
1,4,4,0.7,0,0
1,4,5,0.7,0,0
1,5,0,0.7,2415.506938911082,0
1,5,1,0.7,2415.5580640349563,0
1,5,2,0.7,2418.665120667278,0
1,5,3,0.7,0,0
1,5,4,0.7,0,0
1,5,5,0.7,0,0
1,6,0,0.7,2413.225671927116,0
1,6,1,0.7,2413.1729461019254,0
1,6,2,0.7,2415.038028525765,0
1,6,3,0.7,0,0
1,6,4,0.7,0,0
1,6,5,0.7,0,0
1,7,0,0.7,2412.822849438334,0
1,7,1,0.7,2415.09599300616,0
1,7,2,0.7,0,0
1,7,3,0.7,0,0
1,7,4,0.7,0,0
1,7,5,0.7,0,0
1,8,0,0.7,2409.957728690958,0
1,8,1,0.7,2416.830840881372,0
1,8,2,0.7,0,0
1,8,3,0.7,0,0
1,8,4,0.7,0,0
1,8,5,0.7,0,0
1,9,0,0.7,2410.324862185907,0
1,9,1,0.7,0,0
1,9,2,0.7,0,0
1,9,3,0.7,0,0
1,9,4,0.7,0,0
1,9,5,0.7,0,0
1,10,0,0.7,2409.6148996378943,0
1,10,1,0.7,0,0
1,10,2,0.7,0,0
1,10,3,0.7,0,0
1,10,4,0.7,0,0
1,10,5,0.7,0,0
1,1,0,0.8,2480.7204271884825,0
1,1,1,0.8,2480.720427188483,0
1,1,2,0.8,2480.7204271884825,0
1,1,3,0.8,2480.720427188483,0
1,1,4,0.8,2480.7204271884825,0
1,1,5,0.8,0,0
1,2,0,0.8,2480.7204271884843,0
1,2,1,0.8,2480.720427188484,0
1,2,2,0.8,2480.720427188484,0
1,2,3,0.8,2480.720427188484,0
1,2,4,0.8,2480.720427188484,0
1,2,5,0.8,0,0
1,3,0,0.8,2480.7204271884852,0
1,3,1,0.8,2480.7204271884852,0
1,3,2,0.8,2480.7204271884857,0
1,3,3,0.8,2480.720427188485,0
1,3,4,0.8,0,0
1,3,5,0.8,0,0
1,4,0,0.8,2480.720427188485,0
