trialNum, NumAssessments, target, IG, noisyStudents, scoreAboveBaseline
0,0,0.5,513.1059673997644,true,0
0,0,0.5,507.8684867527239,noisy,0
0,1,0.5,513.1059673997644,true,0
0,1,0.5,509.71700455577053,noisy,0
0,2,0.5,513.1059673997644,true,0
0,2,0.5,510.1508691384004,noisy,0
0,3,0.5,513.1059673997644,true,0
0,3,0.5,511.6347438278592,noisy,0
0,4,0.5,513.1059673997644,true,0
0,4,0.5,511.2701007142713,noisy,0
0,0,0.6,512.9054576006835,true,0
0,0,0.6,502.0238214546649,noisy,0
0,1,0.6,512.9054576006835,true,0
0,1,0.6,508.02816336954186,noisy,0
0,2,0.6,512.9054576006835,true,0
0,2,0.6,507.5168828980055,noisy,0
0,3,0.6,512.9054576006835,true,0
0,3,0.6,510.124445861024,noisy,0
0,4,0.6,512.9054576006835,true,0
0,4,0.6,511.3962806761175,noisy,0
0,0,0.7,513.5888873229549,true,0
0,0,0.7,505.24402791901605,noisy,0
0,1,0.7,513.5888873229549,true,0
0,1,0.7,506.98699722407474,noisy,0
0,2,0.7,513.5888873229549,true,0
0,2,0.7,509.19152008166077,noisy,0
0,3,0.7,513.5888873229549,true,0
0,3,0.7,512.1211775703495,noisy,0
0,4,0.7,513.5888873229549,true,0
0,4,0.7,511.0746812828204,noisy,0
0,0,0.8,519.9325425357309,true,0
0,0,0.8,519.9325425357309,noisy,0
0,1,0.8,519.9325425357309,true,0
0,1,0.8,515.905256212335,noisy,0
0,2,0.8,519.9325425357309,true,0
0,2,0.8,519.9325425357309,noisy,0
0,3,0.8,519.9325425357309,true,0
0,3,0.8,519.932542535731,noisy,0
0,4,0.8,519.9325425357309,true,0
0,4,0.8,519.9325425357309,noisy,0
0,0,0.9,532.4325425357309,true,0
0,0,0.9,532.4325425357308,noisy,0
0,1,0.9,532.4325425357309,true,0
0,1,0.9,532.432542535731,noisy,0
0,2,0.9,532.4325425357309,true,0
0,2,0.9,532.432542535731,noisy,0
0,3,0.9,532.4325425357309,true,0
0,3,0.9,532.4325425357309,noisy,0
0,4,0.9,532.4325425357309,true,0
0,4,0.9,532.432542535731,noisy,0
1,0,0.5,517.7158205336568,true,0
1,0,0.5,514.691500803251,noisy,0
1,1,0.5,517.7158205336568,true,0
1,1,0.5,512.4252833544277,noisy,0
1,2,0.5,517.7158205336568,true,0
1,2,0.5,517.3385263025153,noisy,0
1,3,0.5,517.7158205336568,true,0
1,3,0.5,514.6788496856973,noisy,0
1,4,0.5,517.7158205336568,true,0
1,4,0.5,516.9738831889275,noisy,0
1,0,0.6,519.7158205336568,true,0
1,0,0.6,510.18921297971656,noisy,0
1,1,0.6,519.7158205336568,true,0
1,1,0.6,509.69877804559815,noisy,0
1,2,0.6,519.7158205336568,true,0
1,2,0.6,513.4207375747987,noisy,0
1,3,0.6,519.7158205336568,true,0
1,3,0.6,518.5965889577861,noisy,0
1,4,0.6,519.7158205336568,true,0
1,4,0.6,518.2192947266446,noisy,0
1,0,0.7,521.0409177832523,true,0
1,0,0.7,515.8413092584229,noisy,0
1,1,0.7,521.0409177832523,true,0
1,1,0.7,513.1627361715896,noisy,0
1,2,0.7,521.0409177832523,true,0
1,2,0.7,517.2484515043004,noisy,0
1,3,0.7,521.0409177832523,true,0
1,3,0.7,519.7772773880233,noisy,0
1,4,0.7,521.0409177832523,true,0
1,4,0.7,518.7307811004944,noisy,0
1,0,0.8,524.9832878908529,true,0
1,0,0.8,524.9832878908528,noisy,0
1,1,0.8,524.9832878908529,true,0
1,1,0.8,524.9832878908528,noisy,0
1,2,0.8,524.9832878908529,true,0
1,2,0.8,522.5257459987505,noisy,0
1,3,0.8,524.9832878908529,true,0
1,3,0.8,523.5722422862797,noisy,0
1,4,0.8,524.9832878908529,true,0
1,4,0.8,522.1045325336743,noisy,0
1,0,0.9,537.4832878908528,true,0
1,0,0.9,537.4832878908529,noisy,0
1,1,0.9,537.4832878908528,true,0
1,1,0.9,537.4832878908528,noisy,0
1,2,0.9,537.4832878908528,true,0
1,2,0.9,537.4832878908528,noisy,0
1,3,0.9,537.4832878908528,true,0
1,3,0.9,537.4832878908528,noisy,0
1,4,0.9,537.4832878908528,true,0
1,4,0.9,537.4832878908528,noisy,0
2,0,0.5,505.9626460494694,true,0
2,0,0.5,492.48458887440074,noisy,0
2,1,0.5,505.9626460494694,true,0
2,1,0.5,502.1651208579528,noisy,0
2,2,0.5,505.9626460494694,true,0
2,2,0.5,504.49142247756424,noisy,0
2,3,0.5,505.9626460494694,true,0
2,3,0.5,503.384842019247,noisy,0
2,4,0.5,505.9626460494694,true,0
2,4,0.5,505.59800293588154,noisy,0
2,0,0.6,509.884842019247,true,0
2,0,0.6,499.3978318224884,noisy,0
2,1,0.6,509.884842019247,true,0
2,1,0.6,503.05385979907084,noisy,0
2,2,0.6,509.884842019247,true,0
2,2,0.6,503.88518070493484,noisy,0
2,3,0.6,509.884842019247,true,0
2,3,0.6,507.12467581700577,noisy,0
2,4,0.6,509.884842019247,true,0
2,4,0.6,509.88484201924706,noisy,0
2,0,0.7,513.349283481178,true,0
2,0,0.7,508.57974624849106,noisy,0
2,1,0.7,513.349283481178,true,0
2,1,0.7,503.13616219085554,noisy,0
2,2,0.7,513.349283481178,true,0
2,2,0.7,508.8294997010852,noisy,0
2,3,0.7,513.349283481178,true,0
2,3,0.7,509.34009672729616,noisy,0
2,4,0.7,513.349283481178,true,0
2,4,0.7,512.9280700161017,noisy,0
2,0,0.8,520.2161868377185,true,0
2,0,0.8,520.2161868377186,noisy,0
2,1,0.8,520.2161868377185,true,0
2,1,0.8,520.2161868377185,noisy,0
2,2,0.8,520.2161868377185,true,0
2,2,0.8,520.2161868377185,noisy,0
2,3,0.8,520.2161868377185,true,0
2,3,0.8,517.2353968018517,noisy,0
2,4,0.8,520.2161868377185,true,0
2,4,0.8,518.8051412331454,noisy,0
2,0,0.9,532.7161868377185,true,0
2,0,0.9,532.7161868377184,noisy,0
2,1,0.9,532.7161868377185,true,0
2,1,0.9,532.7161868377184,noisy,0
2,2,0.9,532.7161868377185,true,0
2,2,0.9,532.7161868377185,noisy,0
2,3,0.9,532.7161868377185,true,0
2,3,0.9,532.7161868377185,noisy,0
2,4,0.9,532.7161868377185,true,0
2,4,0.9,532.7161868377185,noisy,0
3,0,0.5,509.8793520028021,true,0
3,0,0.5,501.71044900579005,noisy,0
3,1,0.5,509.8793520028021,true,0
3,1,0.5,506.1570141616015,noisy,0
3,2,0.5,509.8793520028021,true,0
3,2,0.5,506.0565245761783,noisy,0
3,3,0.5,509.8793520028021,true,0
3,3,0.5,508.39547731334324,noisy,0
3,4,0.5,509.8793520028021,true,0
3,4,0.5,509.50205777166053,noisy,0
3,0,0.6,511.91507681687233,true,0
3,0,0.6,499.4419437334326,noisy,0
3,1,0.6,511.91507681687233,true,0
3,1,0.6,506.10283658714366,noisy,0
3,2,0.6,511.91507681687233,true,0
3,2,0.6,508.1130949276668,noisy,0
3,3,0.6,511.91507681687233,true,0
3,3,0.6,511.5020577716605,noisy,0
3,4,0.6,511.91507681687233,true,0
3,4,0.6,511.07264988671955,noisy,0
3,0,0.7,514.5370913486506,true,0
3,0,0.7,505.3101027038814,noisy,0
3,1,0.7,514.5370913486506,true,0
3,1,0.7,510.21049066966344,noisy,0
3,2,0.7,514.5370913486506,true,0
3,2,0.7,507.36094090628757,noisy,0
3,3,0.7,514.5370913486506,true,0
3,3,0.7,514.5370913486506,noisy,0
3,4,0.7,514.5370913486506,true,0
3,4,0.7,511.9408088571685,noisy,0
3,0,0.8,521.9272428489558,true,0
3,0,0.8,521.9272428489558,noisy,0
3,1,0.8,521.9272428489558,true,0
3,1,0.8,521.9272428489558,noisy,0
3,2,0.8,521.9272428489558,true,0
3,2,0.8,521.9272428489558,noisy,0
3,3,0.8,521.9272428489558,true,0
3,3,0.8,517.3767083817952,noisy,0
3,4,0.8,521.9272428489558,true,0
3,4,0.8,521.9272428489558,noisy,0
3,0,0.9,534.4272428489558,true,0
3,0,0.9,534.4272428489558,noisy,0
3,1,0.9,534.4272428489558,true,0
3,1,0.9,534.4272428489558,noisy,0
3,2,0.9,534.4272428489558,true,0
3,2,0.9,534.4272428489556,noisy,0
3,3,0.9,534.4272428489558,true,0
3,3,0.9,534.4272428489556,noisy,0
3,4,0.9,534.4272428489558,true,0
3,4,0.9,534.4272428489558,noisy,0
4,0,0.5,507.4068678730126,true,0
4,0,0.5,503.2759676842893,noisy,0
4,1,0.5,507.4068678730126,true,0
4,1,0.5,504.75984237374803,noisy,0
4,2,0.5,507.4068678730126,true,0
4,2,0.5,506.65227941072965,noisy,0
4,3,0.5,507.4068678730126,true,0
4,3,0.5,505.5456989524123,noisy,0
4,4,0.5,507.4068678730126,true,0
4,4,0.5,507.04222475942464,noisy,0
4,0,0.6,509.09060069104845,true,0
4,0,0.6,500.5782784298669,noisy,0
4,1,0.6,509.09060069104845,true,0
4,1,0.6,504.38807642693695,noisy,0
4,2,0.6,509.09060069104845,true,0
4,2,0.6,503.2783604613199,noisy,0
4,3,0.6,509.09060069104845,true,0
4,3,0.6,507.91479876368913,noisy,0
4,4,0.6,509.09060069104845,true,0
4,4,0.6,508.30028741469533,noisy,0
4,0,0.7,512.1338286879031,true,0
4,0,0.7,501.20202795548795,noisy,0
4,1,0.7,512.1338286879031,true,0
4,1,0.7,504.9323760104329,noisy,0
4,2,0.7,512.1338286879031,true,0
4,2,0.7,506.0316493589631,noisy,0
4,3,0.7,512.1338286879031,true,0
4,3,0.7,508.1246419340213,noisy,0
4,4,0.7,512.1338286879031,true,0
4,4,0.7,508.92314963023904,noisy,0
4,0,0.8,518.4774839006791,true,0
4,0,0.8,518.4774839006791,noisy,0
4,1,0.8,518.4774839006791,true,0
4,1,0.8,518.4774839006791,noisy,0
4,2,0.8,518.4774839006791,true,0
4,2,0.8,518.4774839006791,noisy,0
4,3,0.8,518.4774839006791,true,0
4,3,0.8,518.4774839006791,noisy,0
4,4,0.8,518.4774839006791,true,0
4,4,0.8,516.5431901523414,noisy,0
4,0,0.9,530.9774839006791,true,0
4,0,0.9,530.9774839006791,noisy,0
4,1,0.9,530.9774839006791,true,0
4,1,0.9,530.9774839006791,noisy,0
4,2,0.9,530.9774839006791,true,0
4,2,0.9,530.9774839006791,noisy,0
4,3,0.9,530.9774839006791,true,0
4,3,0.9,530.9774839006791,noisy,0
4,4,0.9,530.9774839006791,true,0
4,4,0.9,530.9774839006791,noisy,0
5,0,0.5,509.86337504827884,true,0
5,0,0.5,505.7890452110441,noisy,0
5,1,0.5,509.86337504827884,true,0
5,1,0.5,506.04054762165515,noisy,0
5,2,0.5,509.86337504827884,true,0
5,2,0.5,507.6375630140907,noisy,0
5,3,0.5,509.86337504827884,true,0
5,3,0.5,508.3795003588201,noisy,0
5,4,0.5,509.86337504827884,true,0
5,4,0.5,509.48608081713735,noisy,0
5,0,0.6,512.6536883246321,true,0
5,0,0.6,504.26163942896653,noisy,0
5,1,0.6,512.6536883246321,true,0
5,1,0.6,505.53479543444894,noisy,0
5,2,0.6,512.6536883246321,true,0
5,2,0.6,508.8390553178731,noisy,0
5,3,0.6,512.6536883246321,true,0
5,3,0.6,511.1132432836848,noisy,0
5,4,0.6,512.6536883246321,true,0
5,4,0.6,511.10059216613126,noisy,0
5,0,0.7,517.3817701817918,true,0
5,0,0.7,503.63879104741727,noisy,0
5,1,0.7,517.3817701817918,true,0
5,1,0.7,510.7417228654989,noisy,0
5,2,0.7,517.3817701817918,true,0
5,2,0.7,512.0069083539929,noisy,0
5,3,0.7,517.3817701817918,true,0
5,3,0.7,512.907450728899,noisy,0
5,4,0.7,517.3817701817918,true,0
5,4,0.7,515.5367661980449,noisy,0
5,0,0.8,524.2486735383325,true,0
5,0,0.8,524.2486735383325,noisy,0
5,1,0.8,524.2486735383325,true,0
5,1,0.8,524.2486735383325,noisy,0
5,2,0.8,524.2486735383325,true,0
5,2,0.8,524.2486735383325,noisy,0
5,3,0.8,524.2486735383325,true,0
5,3,0.8,524.2486735383324,noisy,0
5,4,0.8,524.2486735383325,true,0
5,4,0.8,520.8466700373892,noisy,0
5,0,0.9,536.7486735383325,true,0
5,0,0.9,536.7486735383325,noisy,0
5,1,0.9,536.7486735383325,true,0
5,1,0.9,536.7486735383325,noisy,0
5,2,0.9,536.7486735383325,true,0
5,2,0.9,536.7486735383325,noisy,0
5,3,0.9,536.7486735383325,true,0
5,3,0.9,536.7486735383325,noisy,0
5,4,0.9,536.7486735383325,true,0
5,4,0.9,536.7486735383325,noisy,0
6,0,0.5,505.8164635392914,true,0
6,0,0.5,496.2455584394162,noisy,0
6,1,0.5,505.8164635392914,true,0
6,1,0.5,503.9113753847563,noisy,0
6,2,0.5,505.8164635392914,true,0
