,batch_id,j_i,stimulus_id,stim_squence,violation_type,epsilon,b_val,d_val,n_sample
150,11,10,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,135
151,11,11,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,14
152,11,12,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,39
153,11,13,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,49
154,11,14,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,107
155,11,15,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,58
156,11,16,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,111
157,11,17,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,276
158,11,18,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,53
159,11,19,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,94
160,12,0,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,8
161,12,1,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,20
162,12,2,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,102
163,12,3,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,117
164,12,4,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,17
165,12,5,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,18
166,12,6,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,11
167,12,7,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,33
168,12,8,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,23
169,12,9,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,73
170,12,10,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,25
171,12,11,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,81
172,12,12,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,39
173,12,13,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,44
174,12,14,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,66
175,12,15,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,76
176,12,16,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,27
177,12,17,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,62
178,12,18,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,34
179,12,19,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,117
180,13,0,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,99
181,13,1,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,41
182,13,2,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,59
183,13,3,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,20
184,13,4,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,45
185,13,5,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,41
186,13,6,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,29
187,13,7,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,27
188,13,8,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,19
189,13,9,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,21
190,13,10,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,111
191,13,11,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,49
192,13,12,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,11
193,13,13,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,16
194,13,14,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,103
195,13,15,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,29
196,13,16,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,109
197,13,17,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,14
198,13,18,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,23
199,13,19,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,27
200,15,0,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,88
201,15,1,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,28
202,15,2,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,40
203,15,3,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,19
204,15,4,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,66
205,15,5,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,61
206,15,6,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,118
207,15,7,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,86
208,15,8,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,13
209,15,9,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,53
210,15,10,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,29
211,15,11,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,99
212,15,12,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,82
213,15,13,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,33
214,15,14,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,139
215,15,15,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,39
216,15,16,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,25
217,15,17,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,54
218,15,18,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,140
219,15,19,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,8
220,16,0,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,21
221,16,1,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,50
222,16,2,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,80
223,16,3,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,91
224,16,4,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,105
225,16,5,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,65
226,16,6,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,122
227,16,7,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,24
228,16,8,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,66
229,16,9,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,67
230,16,10,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,16
231,16,11,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,71
232,16,12,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,40
233,16,13,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,17
234,16,14,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,22
235,16,15,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,71
236,16,16,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,81
237,16,17,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,35
238,16,18,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,123
239,16,19,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,38
240,17,0,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,38
241,17,1,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,93
242,17,2,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,32
243,17,3,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,175
244,17,4,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,42
245,17,5,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,88
246,17,6,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,77
247,17,7,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,17
248,17,8,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,15
249,17,9,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,123
250,17,10,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,41
251,17,11,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,18
252,17,12,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,76
253,17,13,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,80
254,17,14,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,33
255,17,15,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,142
256,17,16,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,24
257,17,17,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,17
258,17,18,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,22
259,17,19,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,11
260,19,0,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,47
261,19,1,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,59
262,19,2,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,24
263,19,3,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,87
264,19,4,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,75
265,19,5,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,9
266,19,6,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,19
267,19,7,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,15
268,19,8,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,73
269,19,9,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,93
270,19,10,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,107
271,19,11,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,82
272,19,12,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,225
273,19,13,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,19
274,19,14,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,22
275,19,15,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,140
276,19,16,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,15
277,19,17,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,64
278,19,18,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,18
279,19,19,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,65
280,20,0,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,11
281,20,1,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,81
282,20,2,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,83
283,20,3,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,36
284,20,4,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,131
285,20,5,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,104
286,20,6,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,92
287,20,7,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,56
288,20,8,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,11
289,20,9,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,115
290,20,10,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,149
291,20,11,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,67
292,20,12,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,117
293,20,13,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,33
294,20,14,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,100
295,20,15,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,26
296,20,16,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,28
297,20,17,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,52
298,20,18,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,54
299,20,19,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,52
300,22,0,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,28
301,22,1,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,10
302,22,2,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,113
303,22,3,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,111
304,22,4,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,109
305,22,5,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,97
306,22,6,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,101
307,22,7,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,121
308,22,8,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,189
309,22,9,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,37
310,22,10,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,18
311,22,11,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,62
312,22,12,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,116
313,22,13,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,75
314,22,14,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,68
315,22,15,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,24
316,22,16,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,26
317,22,17,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,123
318,22,18,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,13
319,22,19,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,101
320,23,0,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,26
321,23,1,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,13
322,23,2,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,151
323,23,3,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,55
324,23,4,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,58
325,23,5,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,18
326,23,6,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,36
327,23,7,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,87
328,23,8,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,45
329,23,9,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,36
330,23,10,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,13
331,23,11,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,74
332,23,12,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,48
333,23,13,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,108
334,23,14,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,105
335,23,15,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,23
336,23,16,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,149
337,23,17,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,38
338,23,18,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,80
339,23,19,0,BBD,identity,0.001,-0.1559288537549407,-0.2808300395256917,102
340,24,0,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,31
341,24,1,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,119
342,24,2,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,53
343,24,3,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,77
344,24,4,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,94
345,24,5,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,51
346,24,6,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,125
347,24,7,0,BD,identity,0.001,0.2371541501976284,0.1561264822134387,6
