subject,total_rt,block_type,background_stimulus,deviant_stimulus,background_type,deviant_type,violation_type,total_trial_number,trial_number,block_number,animacy,number,pose,trial_type
SS1681508896624,8577,background_block,media/padded_stims/animate_005_right.png,null,animate_pair_right,null,null,4,1,1,animate,pair,right,background
SS1681508896624,8515,background_block,media/padded_stims/animate_005_right.png,null,animate_pair_right,null,null,4,2,1,animate,pair,right,background
SS1681508896624,10231,background_block,media/padded_stims/animate_005_right.png,null,animate_pair_right,null,null,4,3,1,animate,pair,right,background
SS1681508896624,5380,background_block,media/padded_stims/animate_005_right.png,null,animate_pair_right,null,null,4,4,1,animate,pair,right,background
SS1681508896624,3510,background_block,media/padded_stims/inanimate_012_left.png,null,inanimate_pair_left,null,null,2,1,2,inanimate,pair,left,background
SS1681508896624,7739,background_block,media/padded_stims/inanimate_012_left.png,null,inanimate_pair_left,null,null,2,2,2,inanimate,pair,left,background
SS1681508896624,8967,background_block,media/padded_stims/inanimate_011_right.png,null,inanimate_pair_right,null,null,4,1,3,inanimate,pair,right,background
SS1681508896624,20827,background_block,media/padded_stims/inanimate_011_right.png,null,inanimate_pair_right,null,null,4,2,3,inanimate,pair,right,background
SS1681508896624,7946,background_block,media/padded_stims/inanimate_011_right.png,null,inanimate_pair_right,null,null,4,3,3,inanimate,pair,right,background
SS1681508896624,17522,background_block,media/padded_stims/inanimate_011_right.png,null,inanimate_pair_right,null,null,4,4,3,inanimate,pair,right,background
SS1681508896624,3144,deviant_block,media/padded_stims/animate_007_right.png,media/padded_stims/animate_011_left.png,animate_pair_right,animate_pair_left,pose,2,1,4,animate,pair,right,background
SS1681508896624,4988,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_001_right.png,animate_single_right,animate_single_right,identity,4,1,5,animate,single,right,background
SS1681508896624,10152,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_001_right.png,animate_single_right,animate_single_right,identity,4,2,5,animate,single,right,background
SS1681508896624,6695,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_001_right.png,animate_single_right,animate_single_right,identity,4,3,5,animate,single,right,background
SS1681508896624,7881,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_001_right.png,animate_single_right,animate_single_right,identity,4,4,5,animate,single,right,deviant
SS1681508896624,15093,deviant_block,media/padded_stims/inanimate_011_left.png,media/padded_stims/animate_010_left.png,inanimate_single_left,animate_single_left,animacy,4,1,6,inanimate,single,left,background
SS1681508896624,1566,deviant_block,media/padded_stims/inanimate_011_left.png,media/padded_stims/animate_010_left.png,inanimate_single_left,animate_single_left,animacy,4,2,6,inanimate,single,left,background
SS1681508896624,2532,deviant_block,media/padded_stims/inanimate_011_left.png,media/padded_stims/animate_010_left.png,inanimate_single_left,animate_single_left,animacy,4,3,6,inanimate,single,left,background
SS1681508896624,1688,deviant_block,media/padded_stims/inanimate_011_left.png,media/padded_stims/animate_010_left.png,inanimate_single_left,animate_single_left,animacy,4,4,6,inanimate,single,left,deviant
SS1681508896624,1291,deviant_block,media/padded_stims/inanimate_009_right.png,media/padded_stims/inanimate_004_right.png,inanimate_pair_right,inanimate_pair_right,identity,4,1,7,inanimate,pair,right,background
SS1681508896624,3081,deviant_block,media/padded_stims/inanimate_009_right.png,media/padded_stims/inanimate_004_right.png,inanimate_pair_right,inanimate_pair_right,identity,4,2,7,inanimate,pair,right,background
SS1681508896624,2124,deviant_block,media/padded_stims/inanimate_009_right.png,media/padded_stims/inanimate_004_right.png,inanimate_pair_right,inanimate_pair_right,identity,4,3,7,inanimate,pair,right,background
SS1681508896624,4078,deviant_block,media/padded_stims/inanimate_009_right.png,media/padded_stims/inanimate_004_right.png,inanimate_pair_right,inanimate_pair_right,identity,4,4,7,inanimate,pair,right,deviant
SS1681508896624,4517,background_block,media/padded_stims/inanimate_010_right.png,null,inanimate_single_right,null,null,6,1,8,inanimate,single,right,background
SS1681508896624,2311,background_block,media/padded_stims/inanimate_010_right.png,null,inanimate_single_right,null,null,6,2,8,inanimate,single,right,background
SS1681508896624,7437,background_block,media/padded_stims/inanimate_010_right.png,null,inanimate_single_right,null,null,6,3,8,inanimate,single,right,background
SS1681508896624,2744,background_block,media/padded_stims/inanimate_010_right.png,null,inanimate_single_right,null,null,6,4,8,inanimate,single,right,background
SS1681508896624,2129,background_block,media/padded_stims/inanimate_010_right.png,null,inanimate_single_right,null,null,6,5,8,inanimate,single,right,background
SS1681508896624,1454,background_block,media/padded_stims/inanimate_010_right.png,null,inanimate_single_right,null,null,6,6,8,inanimate,single,right,background
SS1681508896624,3477,background_block,media/padded_stims/animate_005_left.png,null,animate_single_left,null,null,6,1,9,animate,single,left,background
SS1681508896624,2609,background_block,media/padded_stims/animate_005_left.png,null,animate_single_left,null,null,6,2,9,animate,single,left,background
SS1681508896624,8112,background_block,media/padded_stims/animate_005_left.png,null,animate_single_left,null,null,6,3,9,animate,single,left,background
SS1681508896624,3464,background_block,media/padded_stims/animate_005_left.png,null,animate_single_left,null,null,6,4,9,animate,single,left,background
SS1681508896624,3255,background_block,media/padded_stims/animate_005_left.png,null,animate_single_left,null,null,6,5,9,animate,single,left,background
SS1681508896624,4208,background_block,media/padded_stims/animate_005_left.png,null,animate_single_left,null,null,6,6,9,animate,single,left,background
SS1681508896624,3158,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/animate_012_right.png,inanimate_single_right,animate_single_right,animacy,2,1,10,inanimate,single,right,background
SS1681508896624,4610,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/animate_012_right.png,inanimate_single_right,animate_single_right,animacy,2,2,10,inanimate,single,right,deviant
SS1681508896624,1133,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_008_left.png,inanimate_pair_left,inanimate_single_left,number,2,1,11,inanimate,pair,left,background
SS1681508896624,3330,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_008_left.png,inanimate_pair_left,inanimate_single_left,number,2,2,11,inanimate,pair,left,deviant
SS1681508896624,4111,background_block,media/padded_stims/animate_009_left.png,null,animate_pair_left,null,null,6,1,12,animate,pair,left,background
SS1681508896624,2185,background_block,media/padded_stims/animate_009_left.png,null,animate_pair_left,null,null,6,2,12,animate,pair,left,background
SS1681508896624,2194,background_block,media/padded_stims/animate_009_left.png,null,animate_pair_left,null,null,6,3,12,animate,pair,left,background
SS1681508896624,2090,background_block,media/padded_stims/animate_009_left.png,null,animate_pair_left,null,null,6,4,12,animate,pair,left,background
SS1681508896624,2972,background_block,media/padded_stims/animate_009_left.png,null,animate_pair_left,null,null,6,5,12,animate,pair,left,background
SS1681508896624,2145,background_block,media/padded_stims/animate_009_left.png,null,animate_pair_left,null,null,6,6,12,animate,pair,left,background
SS1681508896624,2152,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/inanimate_009_left.png,animate_single_left,inanimate_single_left,animacy,6,1,13,animate,single,left,background
SS1681508896624,1955,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/inanimate_009_left.png,animate_single_left,inanimate_single_left,animacy,6,2,13,animate,single,left,background
SS1681508896624,2250,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/inanimate_009_left.png,animate_single_left,inanimate_single_left,animacy,6,3,13,animate,single,left,background
SS1681508896624,2544,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/inanimate_009_left.png,animate_single_left,inanimate_single_left,animacy,6,4,13,animate,single,left,background
SS1681508896624,1983,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/inanimate_009_left.png,animate_single_left,inanimate_single_left,animacy,6,5,13,animate,single,left,background
SS1681508896624,2443,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/inanimate_009_left.png,animate_single_left,inanimate_single_left,animacy,6,6,13,animate,single,left,deviant
SS1681508896624,2154,deviant_block,media/padded_stims/animate_001_left.png,media/padded_stims/animate_003_left.png,animate_pair_left,animate_single_left,number,4,1,14,animate,pair,left,background
SS1681508896624,2297,deviant_block,media/padded_stims/animate_001_left.png,media/padded_stims/animate_003_left.png,animate_pair_left,animate_single_left,number,4,2,14,animate,pair,left,background
SS1681508896624,2094,deviant_block,media/padded_stims/animate_001_left.png,media/padded_stims/animate_003_left.png,animate_pair_left,animate_single_left,number,4,3,14,animate,pair,left,background
SS1681508896624,2126,deviant_block,media/padded_stims/animate_001_left.png,media/padded_stims/animate_003_left.png,animate_pair_left,animate_single_left,number,4,4,14,animate,pair,left,deviant
SS1681508896624,1843,background_block,media/padded_stims/animate_003_right.png,null,animate_single_right,null,null,6,1,15,animate,single,right,background
SS1681508896624,2291,background_block,media/padded_stims/animate_003_right.png,null,animate_single_right,null,null,6,2,15,animate,single,right,background
SS1681508896624,621,background_block,media/padded_stims/animate_003_right.png,null,animate_single_right,null,null,6,3,15,animate,single,right,background
SS1681508896624,2401,background_block,media/padded_stims/animate_003_right.png,null,animate_single_right,null,null,6,4,15,animate,single,right,background
SS1681508896624,1208,background_block,media/padded_stims/animate_003_right.png,null,animate_single_right,null,null,6,5,15,animate,single,right,background
SS1681508896624,1620,background_block,media/padded_stims/animate_003_right.png,null,animate_single_right,null,null,6,6,15,animate,single,right,background
SS1681508896624,1451,background_block,media/padded_stims/inanimate_002_left.png,null,inanimate_single_left,null,null,6,1,16,inanimate,single,left,background
SS1681508896624,1443,background_block,media/padded_stims/inanimate_002_left.png,null,inanimate_single_left,null,null,6,2,16,inanimate,single,left,background
SS1681508896624,1063,background_block,media/padded_stims/inanimate_002_left.png,null,inanimate_single_left,null,null,6,3,16,inanimate,single,left,background
SS1681508896624,847,background_block,media/padded_stims/inanimate_002_left.png,null,inanimate_single_left,null,null,6,4,16,inanimate,single,left,background
SS1681508896624,1709,background_block,media/padded_stims/inanimate_002_left.png,null,inanimate_single_left,null,null,6,5,16,inanimate,single,left,background
SS1681508896624,1406,background_block,media/padded_stims/inanimate_002_left.png,null,inanimate_single_left,null,null,6,6,16,inanimate,single,left,background
SS1681508908517,3733,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_006_left.png,animate_single_left,inanimate_single_left,animacy,6,1,1,animate,single,left,background
SS1681508908517,5148,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_006_left.png,animate_single_left,inanimate_single_left,animacy,6,2,1,animate,single,left,background
SS1681508908517,3072,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_006_left.png,animate_single_left,inanimate_single_left,animacy,6,3,1,animate,single,left,background
SS1681508908517,3059,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_006_left.png,animate_single_left,inanimate_single_left,animacy,6,4,1,animate,single,left,background
SS1681508908517,3171,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_006_left.png,animate_single_left,inanimate_single_left,animacy,6,5,1,animate,single,left,background
SS1681508908517,5009,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_006_left.png,animate_single_left,inanimate_single_left,animacy,6,6,1,animate,single,left,deviant
SS1681508908517,4948,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_002_right.png,inanimate_single_right,inanimate_pair_right,number,6,1,2,inanimate,single,right,background
SS1681508908517,3681,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_002_right.png,inanimate_single_right,inanimate_pair_right,number,6,2,2,inanimate,single,right,background
SS1681508908517,6461,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_002_right.png,inanimate_single_right,inanimate_pair_right,number,6,3,2,inanimate,single,right,background
SS1681508908517,5533,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_002_right.png,inanimate_single_right,inanimate_pair_right,number,6,4,2,inanimate,single,right,background
SS1681508908517,4963,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_002_right.png,inanimate_single_right,inanimate_pair_right,number,6,5,2,inanimate,single,right,background
SS1681508908517,6876,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_002_right.png,inanimate_single_right,inanimate_pair_right,number,6,6,2,inanimate,single,right,deviant
SS1681508908517,4748,background_block,media/padded_stims/animate_007_right.png,null,animate_single_right,null,null,6,1,3,animate,single,right,background
SS1681508908517,2834,background_block,media/padded_stims/animate_007_right.png,null,animate_single_right,null,null,6,2,3,animate,single,right,background
SS1681508908517,3859,background_block,media/padded_stims/animate_007_right.png,null,animate_single_right,null,null,6,3,3,animate,single,right,background
SS1681508908517,5458,background_block,media/padded_stims/animate_007_right.png,null,animate_single_right,null,null,6,4,3,animate,single,right,background
SS1681508908517,5709,background_block,media/padded_stims/animate_007_right.png,null,animate_single_right,null,null,6,5,3,animate,single,right,background
SS1681508908517,4882,background_block,media/padded_stims/animate_007_right.png,null,animate_single_right,null,null,6,6,3,animate,single,right,background
SS1681508908517,10563,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,1,4,animate,pair,left,background
SS1681508908517,9001,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,2,4,animate,pair,left,background
SS1681508908517,6515,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,3,4,animate,pair,left,background
SS1681508908517,6190,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,4,4,animate,pair,left,background
SS1681508908517,5797,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,5,4,animate,pair,left,background
SS1681508908517,7651,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,6,4,animate,pair,left,background
SS1681508908517,7234,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,1,5,inanimate,pair,right,background
SS1681508908517,8492,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,2,5,inanimate,pair,right,background
SS1681508908517,8965,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,3,5,inanimate,pair,right,background
SS1681508908517,7651,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,4,5,inanimate,pair,right,background
SS1681508908517,6407,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,5,5,inanimate,pair,right,background
SS1681508908517,6885,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,6,5,inanimate,pair,right,background
SS1681508908517,8378,deviant_block,media/padded_stims/animate_004_right.png,media/padded_stims/animate_001_left.png,animate_pair_right,animate_pair_left,pose,4,1,6,animate,pair,right,background
SS1681508908517,4448,deviant_block,media/padded_stims/animate_004_right.png,media/padded_stims/animate_001_left.png,animate_pair_right,animate_pair_left,pose,4,2,6,animate,pair,right,background
SS1681508908517,5251,deviant_block,media/padded_stims/animate_004_right.png,media/padded_stims/animate_001_left.png,animate_pair_right,animate_pair_left,pose,4,3,6,animate,pair,right,background
SS1681508908517,11976,deviant_block,media/padded_stims/animate_004_right.png,media/padded_stims/animate_001_left.png,animate_pair_right,animate_pair_left,pose,4,4,6,animate,pair,right,deviant
SS1681508908517,6987,background_block,media/padded_stims/animate_011_right.png,null,animate_pair_right,null,null,4,1,7,animate,pair,right,background
SS1681508908517,6943,background_block,media/padded_stims/animate_011_right.png,null,animate_pair_right,null,null,4,2,7,animate,pair,right,background
SS1681508908517,9060,background_block,media/padded_stims/animate_011_right.png,null,animate_pair_right,null,null,4,3,7,animate,pair,right,background
SS1681508908517,11493,background_block,media/padded_stims/animate_011_right.png,null,animate_pair_right,null,null,4,4,7,animate,pair,right,background
SS1681508908517,4403,background_block,media/padded_stims/inanimate_010_right.png,null,inanimate_single_right,null,null,2,1,8,inanimate,single,right,background
SS1681508908517,3107,background_block,media/padded_stims/inanimate_010_right.png,null,inanimate_single_right,null,null,2,2,8,inanimate,single,right,background
SS1681508908517,8409,deviant_block,media/padded_stims/animate_012_right.png,media/padded_stims/animate_011_left.png,animate_single_right,animate_single_left,pose,2,1,9,animate,single,right,background
SS1681508908517,4780,deviant_block,media/padded_stims/animate_012_right.png,media/padded_stims/animate_011_left.png,animate_single_right,animate_single_left,pose,2,2,9,animate,single,right,deviant
SS1681508908517,5937,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_008_right.png,inanimate_pair_right,inanimate_single_right,number,4,1,10,inanimate,pair,right,background
SS1681508908517,4862,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_008_right.png,inanimate_pair_right,inanimate_single_right,number,4,2,10,inanimate,pair,right,background
SS1681508908517,4581,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_008_right.png,inanimate_pair_right,inanimate_single_right,number,4,3,10,inanimate,pair,right,background
SS1681508908517,5581,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_008_right.png,inanimate_pair_right,inanimate_single_right,number,4,4,10,inanimate,pair,right,deviant
SS1681508908517,5203,background_block,media/padded_stims/inanimate_010_left.png,null,inanimate_pair_left,null,null,4,1,11,inanimate,pair,left,background
SS1681508908517,5185,background_block,media/padded_stims/inanimate_010_left.png,null,inanimate_pair_left,null,null,4,2,11,inanimate,pair,left,background
SS1681508908517,3340,background_block,media/padded_stims/inanimate_010_left.png,null,inanimate_pair_left,null,null,4,3,11,inanimate,pair,left,background
SS1681508908517,5001,background_block,media/padded_stims/inanimate_010_left.png,null,inanimate_pair_left,null,null,4,4,11,inanimate,pair,left,background
SS1681508908517,6517,background_block,media/padded_stims/animate_006_left.png,null,animate_single_left,null,null,4,1,12,animate,single,left,background
SS1681508908517,7601,background_block,media/padded_stims/animate_006_left.png,null,animate_single_left,null,null,4,2,12,animate,single,left,background
SS1681508908517,4595,background_block,media/padded_stims/animate_006_left.png,null,animate_single_left,null,null,4,3,12,animate,single,left,background
SS1681508908517,4911,background_block,media/padded_stims/animate_006_left.png,null,animate_single_left,null,null,4,4,12,animate,single,left,background
SS1681508908517,4865,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_single_left,null,null,4,1,13,inanimate,single,left,background
SS1681508908517,5117,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_single_left,null,null,4,2,13,inanimate,single,left,background
SS1681508908517,6468,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_single_left,null,null,4,3,13,inanimate,single,left,background
SS1681508908517,3873,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_single_left,null,null,4,4,13,inanimate,single,left,background
SS1681508908517,5662,deviant_block,media/padded_stims/inanimate_002_left.png,media/padded_stims/inanimate_008_left.png,inanimate_single_left,inanimate_pair_left,number,2,1,14,inanimate,single,left,background
SS1681508908517,2964,deviant_block,media/padded_stims/inanimate_002_left.png,media/padded_stims/inanimate_008_left.png,inanimate_single_left,inanimate_pair_left,number,2,2,14,inanimate,single,left,deviant
SS1681508908517,6627,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_012_left.png,animate_pair_left,animate_pair_left,identity,4,1,15,animate,pair,left,background
SS1681508908517,8194,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_012_left.png,animate_pair_left,animate_pair_left,identity,4,2,15,animate,pair,left,background
SS1681508908517,7739,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_012_left.png,animate_pair_left,animate_pair_left,identity,4,3,15,animate,pair,left,background
SS1681508908517,5694,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_012_left.png,animate_pair_left,animate_pair_left,identity,4,4,15,animate,pair,left,deviant
SS1681508908517,4443,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,1,16,inanimate,pair,left,background
SS1681508908517,3833,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,2,16,inanimate,pair,left,background
SS1681508908517,3931,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,3,16,inanimate,pair,left,background
SS1681508908517,4917,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,4,16,inanimate,pair,left,deviant
SS1681508910095,3862,deviant_block,media/padded_stims/inanimate_002_left.png,media/padded_stims/inanimate_001_right.png,inanimate_pair_left,inanimate_pair_right,pose,6,1,1,inanimate,pair,left,background
SS1681508910095,5091,deviant_block,media/padded_stims/inanimate_002_left.png,media/padded_stims/inanimate_001_right.png,inanimate_pair_left,inanimate_pair_right,pose,6,2,1,inanimate,pair,left,background
SS1681508910095,3344,deviant_block,media/padded_stims/inanimate_002_left.png,media/padded_stims/inanimate_001_right.png,inanimate_pair_left,inanimate_pair_right,pose,6,3,1,inanimate,pair,left,background
SS1681508910095,5065,deviant_block,media/padded_stims/inanimate_002_left.png,media/padded_stims/inanimate_001_right.png,inanimate_pair_left,inanimate_pair_right,pose,6,4,1,inanimate,pair,left,background
SS1681508910095,7211,deviant_block,media/padded_stims/inanimate_002_left.png,media/padded_stims/inanimate_001_right.png,inanimate_pair_left,inanimate_pair_right,pose,6,5,1,inanimate,pair,left,background
SS1681508910095,5572,deviant_block,media/padded_stims/inanimate_002_left.png,media/padded_stims/inanimate_001_right.png,inanimate_pair_left,inanimate_pair_right,pose,6,6,1,inanimate,pair,left,deviant
SS1681508910095,2825,deviant_block,media/padded_stims/animate_003_right.png,media/padded_stims/animate_004_right.png,animate_pair_right,animate_single_right,number,2,1,2,animate,pair,right,background
SS1681508910095,3978,deviant_block,media/padded_stims/animate_003_right.png,media/padded_stims/animate_004_right.png,animate_pair_right,animate_single_right,number,2,2,2,animate,pair,right,deviant
SS1681508910095,2085,deviant_block,media/padded_stims/inanimate_010_right.png,media/padded_stims/inanimate_001_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,1,3,inanimate,pair,right,background
SS1681508910095,2978,deviant_block,media/padded_stims/inanimate_010_right.png,media/padded_stims/inanimate_001_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,2,3,inanimate,pair,right,background
SS1681508910095,2287,deviant_block,media/padded_stims/inanimate_010_right.png,media/padded_stims/inanimate_001_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,3,3,inanimate,pair,right,background
SS1681508910095,4209,deviant_block,media/padded_stims/inanimate_010_right.png,media/padded_stims/inanimate_001_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,4,3,inanimate,pair,right,deviant
SS1681508910095,3861,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/animate_004_left.png,animate_pair_left,animate_pair_left,identity,4,1,4,animate,pair,left,background
SS1681508910095,2304,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/animate_004_left.png,animate_pair_left,animate_pair_left,identity,4,2,4,animate,pair,left,background
SS1681508910095,3099,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/animate_004_left.png,animate_pair_left,animate_pair_left,identity,4,3,4,animate,pair,left,background
SS1681508910095,3951,deviant_block,media/padded_stims/animate_012_left.png,media/padded_stims/animate_004_left.png,animate_pair_left,animate_pair_left,identity,4,4,4,animate,pair,left,deviant
SS1681508910095,2145,background_block,media/padded_stims/inanimate_006_left.png,null,inanimate_pair_left,null,null,6,1,5,inanimate,pair,left,background
SS1681508910095,1798,background_block,media/padded_stims/inanimate_006_left.png,null,inanimate_pair_left,null,null,6,2,5,inanimate,pair,left,background
SS1681508910095,3147,background_block,media/padded_stims/inanimate_006_left.png,null,inanimate_pair_left,null,null,6,3,5,inanimate,pair,left,background
SS1681508910095,2910,background_block,media/padded_stims/inanimate_006_left.png,null,inanimate_pair_left,null,null,6,4,5,inanimate,pair,left,background
SS1681508910095,1387,background_block,media/padded_stims/inanimate_006_left.png,null,inanimate_pair_left,null,null,6,5,5,inanimate,pair,left,background
SS1681508910095,2769,background_block,media/padded_stims/inanimate_006_left.png,null,inanimate_pair_left,null,null,6,6,5,inanimate,pair,left,background
SS1681508910095,1658,background_block,media/padded_stims/animate_008_left.png,null,animate_pair_left,null,null,4,1,6,animate,pair,left,background
SS1681508910095,809,background_block,media/padded_stims/animate_008_left.png,null,animate_pair_left,null,null,4,2,6,animate,pair,left,background
SS1681508910095,713,background_block,media/padded_stims/animate_008_left.png,null,animate_pair_left,null,null,4,3,6,animate,pair,left,background
SS1681508910095,609,background_block,media/padded_stims/animate_008_left.png,null,animate_pair_left,null,null,4,4,6,animate,pair,left,background
SS1681508910095,2324,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6,1,7,animate,single,left,background
SS1681508910095,1128,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6,2,7,animate,single,left,background
SS1681508910095,750,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6,3,7,animate,single,left,background
SS1681508910095,1628,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6,4,7,animate,single,left,background
SS1681508910095,1809,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6,5,7,animate,single,left,background
SS1681508910095,1581,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6,6,7,animate,single,left,background
SS1681508910095,1459,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,1,8,inanimate,pair,right,background
SS1681508910095,629,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,2,8,inanimate,pair,right,background
SS1681508910095,1120,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,3,8,inanimate,pair,right,background
SS1681508910095,1104,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,4,8,inanimate,pair,right,background
SS1681508910095,3405,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,5,8,inanimate,pair,right,background
SS1681508910095,1585,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_pair_right,null,null,6,6,8,inanimate,pair,right,background
SS1681508910095,1303,background_block,media/padded_stims/inanimate_005_right.png,null,inanimate_single_right,null,null,2,1,9,inanimate,single,right,background
SS1681508910095,803,background_block,media/padded_stims/inanimate_005_right.png,null,inanimate_single_right,null,null,2,2,9,inanimate,single,right,background
SS1681508910095,1568,deviant_block,media/padded_stims/inanimate_012_right.png,media/padded_stims/animate_011_right.png,inanimate_single_right,animate_single_right,animacy,2,1,10,inanimate,single,right,background
SS1681508910095,2581,deviant_block,media/padded_stims/inanimate_012_right.png,media/padded_stims/animate_011_right.png,inanimate_single_right,animate_single_right,animacy,2,2,10,inanimate,single,right,deviant
SS1681508910095,1049,deviant_block,media/padded_stims/animate_001_right.png,media/padded_stims/inanimate_002_right.png,animate_single_right,inanimate_single_right,animacy,4,1,11,animate,single,right,background
SS1681508910095,1410,deviant_block,media/padded_stims/animate_001_right.png,media/padded_stims/inanimate_002_right.png,animate_single_right,inanimate_single_right,animacy,4,2,11,animate,single,right,background
SS1681508910095,2117,deviant_block,media/padded_stims/animate_001_right.png,media/padded_stims/inanimate_002_right.png,animate_single_right,inanimate_single_right,animacy,4,3,11,animate,single,right,background
SS1681508910095,2521,deviant_block,media/padded_stims/animate_001_right.png,media/padded_stims/inanimate_002_right.png,animate_single_right,inanimate_single_right,animacy,4,4,11,animate,single,right,deviant
SS1681508910095,699,deviant_block,media/padded_stims/inanimate_011_left.png,media/padded_stims/inanimate_008_left.png,inanimate_single_left,inanimate_pair_left,number,6,1,12,inanimate,single,left,background
SS1681508910095,1419,deviant_block,media/padded_stims/inanimate_011_left.png,media/padded_stims/inanimate_008_left.png,inanimate_single_left,inanimate_pair_left,number,6,2,12,inanimate,single,left,background
