subject,total_rt,block_type,background_stimulus,deviant_stimulus,background_type,deviant_type,violation_type,total_trial_number,trial_number,block_number,animacy,number,pose,trial_type
SS1682423290821,1527,background_block,media/padded_stims/inanimate_003_right.png,null,inanimate_single_right,null,null,4,2,11,inanimate,single,right,background
SS1682423290821,1262,background_block,media/padded_stims/inanimate_003_right.png,null,inanimate_single_right,null,null,4,3,11,inanimate,single,right,background
SS1682423290821,1641,background_block,media/padded_stims/inanimate_003_right.png,null,inanimate_single_right,null,null,4,4,11,inanimate,single,right,background
SS1682423290821,2348,deviant_block,media/padded_stims/inanimate_009_left.png,media/padded_stims/animate_012_left.png,inanimate_pair_left,animate_pair_left,animacy,4,1,12,inanimate,pair,left,background
SS1682423290821,1655,deviant_block,media/padded_stims/inanimate_009_left.png,media/padded_stims/animate_012_left.png,inanimate_pair_left,animate_pair_left,animacy,4,2,12,inanimate,pair,left,background
SS1682423290821,1398,deviant_block,media/padded_stims/inanimate_009_left.png,media/padded_stims/animate_012_left.png,inanimate_pair_left,animate_pair_left,animacy,4,3,12,inanimate,pair,left,background
SS1682423290821,2015,deviant_block,media/padded_stims/inanimate_009_left.png,media/padded_stims/animate_012_left.png,inanimate_pair_left,animate_pair_left,animacy,4,4,12,inanimate,pair,left,deviant
SS1682423290821,2400,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_003_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,1,13,inanimate,pair,right,background
SS1682423290821,1161,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_003_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,2,13,inanimate,pair,right,background
SS1682423290821,2049,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_003_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,3,13,inanimate,pair,right,background
SS1682423290821,1721,deviant_block,media/padded_stims/inanimate_004_right.png,media/padded_stims/inanimate_003_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,4,13,inanimate,pair,right,deviant
SS1682423290821,2676,background_block,media/padded_stims/animate_003_left.png,null,animate_pair_left,null,null,2,1,14,animate,pair,left,background
SS1682423290821,1868,background_block,media/padded_stims/animate_003_left.png,null,animate_pair_left,null,null,2,2,14,animate,pair,left,background
SS1682423290821,2238,deviant_block,media/padded_stims/animate_001_right.png,media/padded_stims/inanimate_001_right.png,animate_pair_right,inanimate_pair_right,animacy,2,1,15,animate,pair,right,background
SS1682423290821,1766,deviant_block,media/padded_stims/animate_001_right.png,media/padded_stims/inanimate_001_right.png,animate_pair_right,inanimate_pair_right,animacy,2,2,15,animate,pair,right,deviant
SS1682423290821,2515,background_block,media/padded_stims/animate_011_left.png,null,animate_single_left,null,null,6,1,16,animate,single,left,background
SS1682423290821,1877,background_block,media/padded_stims/animate_011_left.png,null,animate_single_left,null,null,6,2,16,animate,single,left,background
SS1682423290821,2013,background_block,media/padded_stims/animate_011_left.png,null,animate_single_left,null,null,6,3,16,animate,single,left,background
SS1682423290821,1986,background_block,media/padded_stims/animate_011_left.png,null,animate_single_left,null,null,6,4,16,animate,single,left,background
SS1682423290821,1806,background_block,media/padded_stims/animate_011_left.png,null,animate_single_left,null,null,6,5,16,animate,single,left,background
SS1682423290821,2449,background_block,media/padded_stims/animate_011_left.png,null,animate_single_left,null,null,6,6,16,animate,single,left,background
SS1682423328459,3364,background_block,media/padded_stims/inanimate_007_left.png,null,inanimate_single_left,null,null,2,1,1,inanimate,single,left,background
SS1682423328459,3783,background_block,media/padded_stims/inanimate_007_left.png,null,inanimate_single_left,null,null,2,2,1,inanimate,single,left,background
SS1682423328459,2693,deviant_block,media/padded_stims/inanimate_010_right.png,media/padded_stims/inanimate_009_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,1,2,inanimate,pair,right,background
SS1682423328459,3627,deviant_block,media/padded_stims/inanimate_010_right.png,media/padded_stims/inanimate_009_left.png,inanimate_pair_right,inanimate_pair_left,pose,4,2,2,inanimate,pair,right,background
