trialNum, NumTeachers, target, IG, sortedStudents, scoreAboveBaseline
0,1,0.5,2309.2089403481828,unsorted,0
0,1,0.5,2309.2089403481828,sorted,0
0,2,0.5,2309.7937318092786,unsorted,0
0,2,0.5,2368.5360276991387,sorted,0
0,3,0.5,2312.6128405471536,unsorted,0
0,3,0.5,2378.6944102553107,sorted,0
0,5,0.5,2312.7264998656265,unsorted,0
0,5,0.5,2381.7899869368475,sorted,0
0,10,0.5,2316.355791606666,unsorted,0
0,10,0.5,2383.9264892188403,sorted,0
0,1,0.6,2363.1591642115836,unsorted,0
0,1,0.6,2363.1591642115836,sorted,0
0,2,0.6,2364.3982413615104,unsorted,0
0,2,0.6,2401.5344818341464,sorted,0
0,3,0.6,2367.738582054497,unsorted,0
0,3,0.6,2412.316499492368,sorted,0
0,5,0.6,2367.3352341277596,unsorted,0
0,5,0.6,2414.5772662735453,sorted,0
0,10,0.6,2367.8806117955523,unsorted,0
0,10,0.6,2417.3715001197675,sorted,0
0,1,0.7,2446.4924975449176,unsorted,0
0,1,0.7,2446.492497544912,sorted,0
0,2,0.7,2446.4924975449185,unsorted,0
0,2,0.7,2449.2200113972635,sorted,0
0,3,0.7,2446.4924975449185,unsorted,0
0,3,0.7,2458.1579257730364,sorted,0
0,5,0.7,2446.4924975449176,unsorted,0
0,5,0.7,2462.9729741114365,sorted,0
0,10,0.7,2446.4924975449176,unsorted,0
0,10,0.7,2463.928335304792,sorted,0
0,1,0.8,2517.9210689734905,unsorted,0
0,1,0.8,2517.921068973487,sorted,0
0,2,0.8,2517.921068973489,unsorted,0
0,2,0.8,2517.921068973488,sorted,0
0,3,0.8,2517.921068973489,unsorted,0
0,3,0.8,2517.921068973489,sorted,0
0,5,0.8,2517.9210689734896,unsorted,0
0,5,0.8,2517.9210689734896,sorted,0
0,10,0.8,2517.9210689734896,unsorted,0
0,10,0.8,2520.710519313933,sorted,0
0,1,0.9,2580.421068973489,unsorted,0
0,1,0.9,2580.4210689734855,sorted,0
0,2,0.9,2580.4210689734887,unsorted,0
0,2,0.9,2580.4210689734873,sorted,0
0,3,0.9,2580.4210689734887,unsorted,0
0,3,0.9,2580.421068973489,sorted,0
0,5,0.9,2580.4210689734896,unsorted,0
0,5,0.9,2580.421068973489,sorted,0
0,10,0.9,2580.421068973489,unsorted,0
0,10,0.9,2580.421068973489,sorted,0
1,1,0.5,2300.765750642207,unsorted,0
1,1,0.5,2300.765750642208,sorted,0
1,2,0.5,2301.8287424997534,unsorted,0
1,2,0.5,2372.6254345750713,sorted,0
1,3,0.5,2301.6738446068753,unsorted,0
1,3,0.5,2386.9828770316835,sorted,0
1,5,0.5,2303.2409375893058,unsorted,0
1,5,0.5,2386.4438805309514,sorted,0
1,10,0.5,2307.3990956173957,unsorted,0
1,10,0.5,2389.6535048841743,sorted,0
1,1,0.6,2327.6136608999946,unsorted,0
1,1,0.6,2327.613660899997,sorted,0
1,2,0.6,2327.613660899996,unsorted,0
1,2,0.6,2386.510883529322,sorted,0
1,3,0.6,2327.6136608999955,unsorted,0
1,3,0.6,2390.6232168838496,sorted,0
1,5,0.6,2327.6136608999955,unsorted,0
1,5,0.6,2393.6754669969214,sorted,0
1,10,0.6,2331.887593905856,unsorted,0
1,10,0.6,2394.1208159158396,sorted,0
1,1,0.7,2394.6882044967306,unsorted,0
1,1,0.7,2394.6882044967274,sorted,0
1,2,0.7,2394.6882044967324,unsorted,0
1,2,0.7,2412.621625673658,sorted,0
1,3,0.7,2394.688204496732,unsorted,0
1,3,0.7,2421.0821246705227,sorted,0
1,5,0.7,2394.688204496732,unsorted,0
1,5,0.7,2421.667880393807,sorted,0
1,10,0.7,2394.6882044967315,unsorted,0
1,10,0.7,2422.899898627376,sorted,0
1,1,0.8,2466.116775925303,unsorted,0
1,1,0.8,2466.1167759253017,sorted,0
1,2,0.8,2466.116775925303,unsorted,0
1,2,0.8,2466.1167759253026,sorted,0
1,3,0.8,2466.116775925303,unsorted,0
1,3,0.8,2466.116775925303,sorted,0
1,5,0.8,2466.1167759253035,unsorted,0
1,5,0.8,2468.7826297115025,sorted,0
1,10,0.8,2466.116775925303,unsorted,0
1,10,0.8,2468.906226265748,sorted,0
1,1,0.9,2528.616775925303,unsorted,0
1,1,0.9,2528.6167759253003,sorted,0
1,2,0.9,2528.6167759253026,unsorted,0
1,2,0.9,2528.616775925302,sorted,0
1,3,0.9,2528.616775925303,unsorted,0
1,3,0.9,2528.616775925303,sorted,0
1,5,0.9,2528.616775925303,unsorted,0
1,5,0.9,2528.6167759253035,sorted,0
1,10,0.9,2528.616775925303,unsorted,0
1,10,0.9,2528.616775925303,sorted,0
2,1,0.5,2292.536586245299,unsorted,0
2,1,0.5,2292.5365862452963,sorted,0
2,2,0.5,2292.5365862452973,unsorted,0
2,2,0.5,2349.008511758485,sorted,0
2,3,0.5,2294.811849709986,unsorted,0
2,3,0.5,2363.432756815878,sorted,0
2,5,0.5,2294.8220020814506,unsorted,0
2,5,0.5,2364.3772184247186,sorted,0
2,10,0.5,2298.569824071197,unsorted,0
2,10,0.5,2366.5137207067114,sorted,0
2,1,0.6,2324.676887250965,unsorted,0
2,1,0.6,2324.676887250969,sorted,0
2,2,0.6,2324.676887250965,unsorted,0
2,2,0.6,2370.9995275109286,sorted,0
2,3,0.6,2327.5067331470673,unsorted,0
2,3,0.6,2378.2983391551816,sorted,0
2,5,0.6,2326.8045001158216,unsorted,0
2,5,0.6,2382.1470526080466,sorted,0
2,10,0.6,2330.89535772207,unsorted,0
2,10,0.6,2383.743129816772,sorted,0
2,1,0.7,2398.1223468503285,unsorted,0
2,1,0.7,2398.1223468503235,sorted,0
2,2,0.7,2398.1223468503304,unsorted,0
2,2,0.7,2409.104616949489,sorted,0
2,3,0.7,2398.122346850331,unsorted,0
