trialNum, NumTeachers, target, IG, sortedStudents, scoreAboveBaseline
5,1,0.5,476.4206782690108,sorted,0
5,2,0.5,476.42067826901075,unsorted,0
5,2,0.5,507.88155445016275,sorted,0
5,3,0.5,476.42067826901075,unsorted,0
5,3,0.5,508.42851912054437,sorted,0
5,5,0.5,476.4206782690109,unsorted,0
5,5,0.5,509.7047700181022,sorted,0
5,10,0.5,478.7030606546874,unsorted,0
5,10,0.5,509.7047700181022,sorted,0
5,1,0.6,496.42067826901035,unsorted,0
5,1,0.6,496.42067826901024,sorted,0
5,2,0.6,496.420678269011,unsorted,0
5,2,0.6,505.38155445016275,sorted,0
5,3,0.6,496.420678269011,unsorted,0
5,3,0.6,513.5785191205446,sorted,0
5,5,0.6,496.42067826901086,unsorted,0
5,5,0.6,511.70477001810224,sorted,0
5,10,0.6,496.42067826901086,unsorted,0
5,10,0.6,514.0042602190213,sorted,0
5,1,0.7,513.087344935678,unsorted,0
5,1,0.7,513.0873449356777,sorted,0
5,2,0.7,513.0873449356777,unsorted,0
5,2,0.7,513.0873449356777,sorted,0
5,3,0.7,513.0873449356777,unsorted,0
5,3,0.7,513.7451857872114,sorted,0
5,5,0.7,513.0873449356776,unsorted,0
5,5,0.7,517.8899151460287,sorted,0
5,10,0.7,513.0873449356776,unsorted,0
5,10,0.7,517.8899151460284,sorted,0
5,1,0.8,527.3730592213919,unsorted,0
5,1,0.8,527.373059221392,sorted,0
5,2,0.8,527.3730592213919,unsorted,0
5,2,0.8,527.3730592213918,sorted,0
5,3,0.8,527.3730592213919,unsorted,0
5,3,0.8,527.3730592213917,sorted,0
5,5,0.8,527.3730592213918,unsorted,0
5,5,0.8,527.3730592213919,sorted,0
5,10,0.8,527.3730592213918,unsorted,0
5,10,0.8,527.3730592213918,sorted,0
5,1,0.9,539.8730592213917,unsorted,0
5,1,0.9,539.8730592213913,sorted,0
5,2,0.9,539.8730592213917,unsorted,0
5,2,0.9,539.8730592213915,sorted,0
5,3,0.9,539.8730592213917,unsorted,0
5,3,0.9,539.8730592213917,sorted,0
5,5,0.9,539.8730592213918,unsorted,0
5,5,0.9,539.8730592213918,sorted,0
5,10,0.9,539.8730592213917,unsorted,0
5,10,0.9,539.8730592213918,sorted,0
6,1,0.5,465.4498871594126,unsorted,0
6,1,0.5,465.4498871594125,sorted,0
6,2,0.5,465.44988715941264,unsorted,0
6,2,0.5,508.80445624075116,sorted,0
6,3,0.5,465.6741592241066,unsorted,0
6,3,0.5,503.6108948276455,sorted,0
6,5,0.5,469.3055277956827,unsorted,0
6,5,0.5,506.96858955525806,sorted,0
6,10,0.5,475.1142542061115,unsorted,0
6,10,0.5,508.8044562407512,sorted,0
6,1,0.6,485.44988715941207,unsorted,0
6,1,0.6,485.449887159412,sorted,0
6,2,0.6,485.4498871594127,unsorted,0
6,2,0.6,506.30445624075116,sorted,0
6,3,0.6,485.4498871594127,unsorted,0
6,3,0.6,507.4593416949808,sorted,0
6,5,0.6,485.44988715941275,unsorted,0
6,5,0.6,508.22665221052875,sorted,0
6,10,0.6,486.3702133144115,unsorted,0
6,10,0.6,508.22665221052875,sorted,0
6,1,0.7,502.1165538260797,unsorted,0
6,1,0.7,502.1165538260796,sorted,0
6,2,0.7,502.11655382607955,unsorted,0
6,2,0.7,502.1165538260796,sorted,0
6,3,0.7,502.11655382607955,unsorted,0
6,3,0.7,507.6260083616477,sorted,0
6,5,0.7,502.11655382607944,unsorted,0
6,5,0.7,508.48886846772416,sorted,0
6,10,0.7,502.1165538260794,unsorted,0
6,10,0.7,508.79716099784116,sorted,0
6,1,0.8,516.4022681117937,unsorted,0
6,1,0.8,516.4022681117934,sorted,0
6,2,0.8,516.4022681117938,unsorted,0
6,2,0.8,516.4022681117935,sorted,0
6,3,0.8,516.4022681117937,unsorted,0
6,3,0.8,516.4022681117935,sorted,0
6,5,0.8,516.4022681117937,unsorted,0
6,5,0.8,516.4022681117937,sorted,0
6,10,0.8,516.4022681117938,unsorted,0
6,10,0.8,516.4022681117937,sorted,0
6,1,0.9,528.9022681117932,unsorted,0
6,1,0.9,528.9022681117929,sorted,0
6,2,0.9,528.9022681117935,unsorted,0
6,2,0.9,528.9022681117935,sorted,0
6,3,0.9,528.9022681117937,unsorted,0
6,3,0.9,528.9022681117935,sorted,0
6,5,0.9,528.9022681117937,unsorted,0
6,5,0.9,528.9022681117937,sorted,0
6,10,0.9,528.9022681117937,unsorted,0
6,10,0.9,528.9022681117937,sorted,0
7,1,0.5,477.45672076257625,unsorted,0
7,1,0.5,477.4567207625762,sorted,0
7,2,0.5,477.4567207625761,unsorted,0
7,2,0.5,507.7105268999875,sorted,0
7,3,0.5,477.4567207625761,unsorted,0
7,3,0.5,508.62213468395714,sorted,0
7,5,0.5,477.4567207625761,unsorted,0
7,5,0.5,509.5337424679269,sorted,0
7,10,0.5,480.68356475709356,unsorted,0
7,10,0.5,509.533742467927,sorted,0
7,1,0.6,497.45672076257574,unsorted,0
7,1,0.6,497.45672076257557,sorted,0
7,2,0.6,497.4567207625763,unsorted,0
7,2,0.6,505.2105268999877,sorted,0
7,3,0.6,497.45672076257625,unsorted,0
7,3,0.6,513.7721346839571,sorted,0
7,5,0.6,497.45672076257614,unsorted,0
7,5,0.6,512.2592909729271,sorted,0
7,10,0.6,497.4567207625762,unsorted,0
7,10,0.6,514.1978757824339,sorted,0
7,1,0.7,514.1233874292433,unsorted,0
7,1,0.7,514.1233874292429,sorted,0
7,2,0.7,514.123387429243,unsorted,0
7,2,0.7,514.1233874292429,sorted,0
7,3,0.7,514.123387429243,unsorted,0
7,3,0.7,514.1233874292432,sorted,0
7,5,0.7,514.1233874292429,unsorted,0
7,5,0.7,518.925957639594,sorted,0
7,10,0.7,514.1233874292428,unsorted,0
7,10,0.7,518.9259576395938,sorted,0
7,1,0.8,528.4091017149572,unsorted,0
7,1,0.8,528.4091017149574,sorted,0
7,2,0.8,528.4091017149573,unsorted,0
7,2,0.8,528.4091017149572,sorted,0
7,3,0.8,528.4091017149572,unsorted,0
7,3,0.8,528.4091017149572,sorted,0
7,5,0.8,528.4091017149572,unsorted,0
7,5,0.8,528.4091017149572,sorted,0
7,10,0.8,528.4091017149572,unsorted,0
7,10,0.8,528.4091017149572,sorted,0
7,1,0.9,540.9091017149567,unsorted,0
7,1,0.9,540.909101714956,sorted,0
7,2,0.9,540.9091017149572,unsorted,0
7,2,0.9,540.9091017149568,sorted,0
7,3,0.9,540.9091017149572,unsorted,0
7,3,0.9,540.909101714957,sorted,0
7,5,0.9,540.9091017149572,unsorted,0
7,5,0.9,540.909101714957,sorted,0
7,10,0.9,540.9091017149572,unsorted,0
7,10,0.9,540.9091017149572,sorted,0
8,1,0.5,473.8157983128613,unsorted,0
8,1,0.5,473.81579831286126,sorted,0
8,2,0.5,473.81579831286115,unsorted,0
8,2,0.5,506.433778192095,sorted,0
8,3,0.5,473.81579831286115,unsorted,0
8,3,0.5,504.05094683621985,sorted,0
8,5,0.5,476.32952101705615,unsorted,0
8,5,0.5,505.70449196491916,sorted,0
8,10,0.5,478.90226613471384,unsorted,0
8,10,0.5,506.433778192095,sorted,0
8,1,0.6,493.815798312861,unsorted,0
8,1,0.6,493.8157983128606,sorted,0
8,2,0.6,493.8157983128614,unsorted,0
8,2,0.6,503.933778192095,sorted,0
8,3,0.6,493.8157983128613,unsorted,0
8,3,0.6,509.20094683621994,sorted,0
8,5,0.6,493.8157983128614,unsorted,0
8,5,0.6,507.77594159305954,sorted,0
8,10,0.6,493.8157983128612,unsorted,0
8,10,0.6,508.8720994724139,sorted,0
8,1,0.7,510.48246497952863,unsorted,0
8,1,0.7,510.4824649795281,sorted,0
8,2,0.7,510.48246497952806,unsorted,0
8,2,0.7,510.4824649795281,sorted,0
8,3,0.7,510.48246497952806,unsorted,0
8,3,0.7,510.482464979528,sorted,0
8,5,0.7,510.482464979528,unsorted,0
8,5,0.7,514.4426082597264,sorted,0
8,10,0.7,510.48246497952795,unsorted,0
8,10,0.7,514.9767426597616,sorted,0
8,1,0.8,524.768179265242,unsorted,0
8,1,0.8,524.7681792652423,sorted,0
8,2,0.8,524.7681792652422,unsorted,0
8,2,0.8,524.7681792652421,sorted,0
8,3,0.8,524.7681792652422,unsorted,0
8,3,0.8,524.7681792652421,sorted,0
8,5,0.8,524.7681792652422,unsorted,0
8,5,0.8,524.7681792652422,sorted,0
8,10,0.8,524.7681792652422,unsorted,0
8,10,0.8,524.7681792652422,sorted,0
8,1,0.9,537.2681792652419,unsorted,0
8,1,0.9,537.2681792652415,sorted,0
8,2,0.9,537.2681792652422,unsorted,0
8,2,0.9,537.268179265242,sorted,0
8,3,0.9,537.2681792652421,unsorted,0
8,3,0.9,537.2681792652421,sorted,0
8,5,0.9,537.2681792652422,unsorted,0
8,5,0.9,537.2681792652422,sorted,0
8,10,0.9,537.2681792652422,unsorted,0
8,10,0.9,537.2681792652422,sorted,0
9,1,0.5,479.19617624833506,unsorted,0
9,1,0.5,479.1961762483349,sorted,0
9,2,0.5,479.1961762483349,unsorted,0
9,2,0.5,517.6228825379976,sorted,0
9,3,0.5,479.19617624833495,unsorted,0
9,3,0.5,514.4728116022859,sorted,0
9,5,0.5,479.19617624833495,unsorted,0
9,5,0.5,517.2582394244096,sorted,0
9,10,0.5,485.8397373839276,unsorted,0
9,10,0.5,517.6228825379975,sorted,0
9,1,0.6,499.19617624833467,unsorted,0
9,1,0.6,499.1961762483344,sorted,0
9,2,0.6,499.19617624833523,unsorted,0
9,2,0.6,515.1228825379976,sorted,0
9,3,0.6,499.19617624833506,unsorted,0
9,3,0.6,519.622811602286,sorted,0
9,5,0.6,499.196176248335,unsorted,0
9,5,0.6,519.2582394244097,sorted,0
9,10,0.6,499.19617624833495,unsorted,0
9,10,0.6,519.2939642384799,sorted,0
9,1,0.7,515.8628429150024,unsorted,0
9,1,0.7,515.8628429150018,sorted,0
9,2,0.7,515.8628429150018,unsorted,0
9,2,0.7,515.8628429150018,sorted,0
9,3,0.7,515.8628429150018,unsorted,0
9,3,0.7,519.7894782689532,sorted,0
9,5,0.7,515.8628429150018,unsorted,0
9,5,0.7,522.758405700411,sorted,0
9,10,0.7,515.8628429150017,unsorted,0
9,10,0.7,522.7584057004108,sorted,0
9,1,0.8,530.148557200716,unsorted,0
9,1,0.8,530.1485572007161,sorted,0
9,2,0.8,530.1485572007161,unsorted,0
9,2,0.8,530.1485572007158,sorted,0
9,3,0.8,530.1485572007161,unsorted,0
9,3,0.8,530.1485572007159,sorted,0
9,5,0.8,530.1485572007159,unsorted,0
9,5,0.8,530.1485572007159,sorted,0
9,10,0.8,530.1485572007159,unsorted,0
9,10,0.8,530.148557200716,sorted,0
9,1,0.9,542.6485572007159,unsorted,0
9,1,0.9,542.6485572007152,sorted,0
9,2,0.9,542.648557200716,unsorted,0
9,2,0.9,542.6485572007157,sorted,0
9,3,0.9,542.648557200716,unsorted,0
9,3,0.9,542.6485572007159,sorted,0
9,5,0.9,542.6485572007159,unsorted,0
9,5,0.9,542.6485572007159,sorted,0
9,10,0.9,542.6485572007159,unsorted,0
9,10,0.9,542.6485572007159,sorted,0
10,1,0.5,471.46952258348733,unsorted,0
10,1,0.5,471.46952258348733,sorted,0
10,2,0.5,471.4695225834872,unsorted,0
10,2,0.5,506.9901087582856,sorted,0
10,3,0.5,471.76498484325805,unsorted,0
10,3,0.5,504.95926939844486,sorted,0
10,5,0.5,473.4311810895108,unsorted,0
10,5,0.5,506.9901087582856,sorted,0
10,10,0.5,474.0549188186986,unsorted,0
10,10,0.5,506.9901087582857,sorted,0
10,1,0.6,491.46952258348693,unsorted,0
10,1,0.6,491.46952258348676,sorted,0
10,2,0.6,491.46952258348745,unsorted,0
10,2,0.6,504.4901087582858,sorted,0
10,3,0.6,491.46952258348745,unsorted,0
10,3,0.6,510.109269398445,sorted,0
10,5,0.6,491.46952258348733,unsorted,0
10,5,0.6,508.99010875828566,sorted,0
10,10,0.6,491.46952258348745,unsorted,0
10,10,0.6,509.78042203463883,sorted,0
10,1,0.7,508.13618925015453,unsorted,0
10,1,0.7,508.13618925015425,sorted,0
10,2,0.7,508.1361892501543,unsorted,0
10,2,0.7,508.13618925015425,sorted,0
10,3,0.7,508.1361892501541,unsorted,0
10,3,0.7,510.275936065112,sorted,0
10,5,0.7,508.1361892501541,unsorted,0
10,5,0.7,514.5085038917988,sorted,0
10,10,0.7,508.136189250154,unsorted,0
10,10,0.7,514.5085038917986,sorted,0
10,1,0.8,522.4219035358684,unsorted,0
10,1,0.8,522.4219035358686,sorted,0
10,2,0.8,522.4219035358683,unsorted,0
10,2,0.8,522.4219035358682,sorted,0
10,3,0.8,522.4219035358684,unsorted,0
10,3,0.8,522.4219035358683,sorted,0
10,5,0.8,522.4219035358683,unsorted,0
10,5,0.8,522.4219035358684,sorted,0
10,10,0.8,522.4219035358683,unsorted,0
10,10,0.8,522.4219035358683,sorted,0
10,1,0.9,534.921903535868,unsorted,0
10,1,0.9,534.9219035358677,sorted,0
10,2,0.9,534.9219035358683,unsorted,0
10,2,0.9,534.9219035358681,sorted,0
10,3,0.9,534.9219035358683,unsorted,0
10,3,0.9,534.9219035358682,sorted,0
10,5,0.9,534.9219035358683,unsorted,0
10,5,0.9,534.9219035358683,sorted,0
10,10,0.9,534.9219035358683,unsorted,0
10,10,0.9,534.9219035358683,sorted,0
11,1,0.5,475.6636447976381,unsorted,0
11,1,0.5,475.6636447976381,sorted,0
11,2,0.5,475.66364479763797,unsorted,0
11,2,0.5,515.384835966141,sorted,0
11,3,0.5,475.6636447976381,unsorted,0
11,3,0.5,512.612059261571,sorted,0
11,5,0.5,475.6636447976381,unsorted,0
11,5,0.5,515.0201928525531,sorted,0
11,10,0.5,476.88491105219725,unsorted,0
11,10,0.5,515.384835966141,sorted,0
11,1,0.6,495.6636447976377,unsorted,0
11,1,0.6,495.6636447976375,sorted,0
11,2,0.6,495.6636447976382,unsorted,0
11,2,0.6,512.8848359661413,sorted,0
11,3,0.6,495.6636447976382,unsorted,0
11,3,0.6,517.7620592615708,sorted,0
11,5,0.6,495.66364479763814,unsorted,0
11,5,0.6,517.0201928525532,sorted,0
11,10,0.6,495.6636447976382,unsorted,0
11,10,0.6,517.4332118977649,sorted,0
11,1,0.7,512.3303114643054,unsorted,0
11,1,0.7,512.3303114643049,sorted,0
11,2,0.7,512.330311464305,unsorted,0
11,2,0.7,512.3303114643049,sorted,0
11,3,0.7,512.3303114643049,unsorted,0
11,3,0.7,517.9287259282381,sorted,0
11,5,0.7,512.3303114643048,unsorted,0
11,5,0.7,521.3188668247723,sorted,0
11,10,0.7,512.3303114643047,unsorted,0
11,10,0.7,521.3188668247722,sorted,0
11,1,0.8,526.6160257500189,unsorted,0
11,1,0.8,526.6160257500192,sorted,0
11,2,0.8,526.6160257500192,unsorted,0
11,2,0.8,526.6160257500189,sorted,0
11,3,0.8,526.6160257500192,unsorted,0
11,3,0.8,526.616025750019,sorted,0
11,5,0.8,526.6160257500192,unsorted,0
11,5,0.8,526.6160257500192,sorted,0
11,10,0.8,526.616025750019,unsorted,0
11,10,0.8,526.616025750019,sorted,0
11,1,0.9,539.1160257500187,unsorted,0
11,1,0.9,539.1160257500181,sorted,0
11,2,0.9,539.1160257500192,unsorted,0
11,2,0.9,539.1160257500189,sorted,0
11,3,0.9,539.1160257500192,unsorted,0
11,3,0.9,539.116025750019,sorted,0
11,5,0.9,539.1160257500192,unsorted,0
11,5,0.9,539.1160257500192,sorted,0
11,10,0.9,539.116025750019,unsorted,0
11,10,0.9,539.1160257500192,sorted,0
12,1,0.5,469.8635984903531,unsorted,0
12,1,0.5,469.8635984903531,sorted,0
12,2,0.5,469.86359849035307,unsorted,0
12,2,0.5,502.94319724929824,sorted,0
12,3,0.5,469.863598490353,unsorted,0
12,3,0.5,502.0315894653282,sorted,0
12,5,0.5,472.34850514014107,unsorted,0
12,5,0.5,503.30784036288605,sorted,0
12,10,0.5,472.71314825372906,unsorted,0
12,10,0.5,503.3078403628861,sorted,0
12,1,0.6,489.8635984903527,unsorted,0
12,1,0.6,489.86359849035233,sorted,0
12,2,0.6,489.8635984903531,unsorted,0
12,2,0.6,500.44319724929835,sorted,0
12,3,0.6,489.86359849035307,unsorted,0
12,3,0.6,507.18158946532844,sorted,0
12,5,0.6,489.86359849035307,unsorted,0
12,5,0.6,505.7126649882331,sorted,0
12,10,0.6,489.8635984903532,unsorted,0
