trialNum, NumTeachers, NumAssessments, target, IG, scoreAboveBaseline
1,7,5,0.5,0,0
1,8,0,0.5,2368.7520362405753,0
1,8,1,0.5,2372.43758985772,0
1,8,2,0.5,0,0
1,8,3,0.5,0,0
1,8,4,0.5,0,0
1,8,5,0.5,0,0
1,9,0,0.5,2370.2669910640852,0
1,9,1,0.5,0,0
1,9,2,0.5,0,0
1,9,3,0.5,0,0
1,9,4,0.5,0,0
1,9,5,0.5,0,0
1,10,0,0.5,2364.208285178529,0
1,10,1,0.5,0,0
1,10,2,0.5,0,0
1,10,3,0.5,0,0
1,10,4,0.5,0,0
1,10,5,0.5,0,0
1,1,0,0.6,2354.276404160636,0
1,1,1,0.6,2354.276404160636,0
1,1,2,0.6,2354.276404160635,0
1,1,3,0.6,2358.876475104035,0
1,1,4,0.6,2358.876475104035,0
1,1,5,0.6,0,0
1,2,0,0.6,2392.870771516338,0
1,2,1,0.6,2398.498111565354,0
1,2,2,0.6,2397.8507371873784,0
1,2,3,0.6,2401.73209056975,0
1,2,4,0.6,2401.7320905697507,0
1,2,5,0.6,0,0
1,3,0,0.6,2395.5116528951207,0
1,3,1,0.6,2400.934198531491,0
1,3,2,0.6,2399.4349920649493,0
1,3,3,0.6,2404.4978453957947,0
1,3,4,0.6,0,0
1,3,5,0.6,0,0
1,4,0,0.6,2397.291121399444,0
1,4,1,0.6,2402.599282662072,0
1,4,2,0.6,2403.595354895574,0
1,4,3,0.6,2404.885423553494,0
1,4,4,0.6,0,0
1,4,5,0.6,0,0
1,5,0,0.6,2393.9072694774522,0
1,5,1,0.6,2400.454174085875,0
1,5,2,0.6,2405.126585610311,0
1,5,3,0.6,0,0
1,5,4,0.6,0,0
1,5,5,0.6,0,0
1,6,0,0.6,2394.379793126401,0
1,6,1,0.6,2401.662856243325,0
1,6,2,0.6,2402.948559177127,0
1,6,3,0.6,0,0
1,6,4,0.6,0,0
1,6,5,0.6,0,0
1,7,0,0.6,2398.0883616654864,0
1,7,1,0.6,2403.7414703853074,0
1,7,2,0.6,0,0
1,7,3,0.6,0,0
1,7,4,0.6,0,0
1,7,5,0.6,0,0
1,8,0,0.6,2395.0021313677867,0
1,8,1,0.6,2400.050174386918,0
1,8,2,0.6,0,0
1,8,3,0.6,0,0
1,8,4,0.6,0,0
1,8,5,0.6,0,0
1,9,0,0.6,2394.7726741374013,0
1,9,1,0.6,0,0
1,9,2,0.6,0,0
1,9,3,0.6,0,0
1,9,4,0.6,0,0
1,9,5,0.6,0,0
1,10,0,0.6,2395.2910513509305,0
1,10,1,0.6,0,0
1,10,2,0.6,0,0
1,10,3,0.6,0,0
1,10,4,0.6,0,0
1,10,5,0.6,0,0
1,1,0,0.7,2442.2098084373656,0
1,1,1,0.7,2442.209808437366,0
1,1,2,0.7,2442.2098084373656,0
1,1,3,0.7,2442.2098084373656,0
1,1,4,0.7,2442.209808437365,0
1,1,5,0.7,0,0
1,2,0,0.7,2443.225360696906,0
1,2,1,0.7,2446.31080716476,0
1,2,2,0.7,2445.7669397337922,0
1,2,3,0.7,2447.430038740631,0
1,2,4,0.7,2447.4300387406306,0
1,2,5,0.7,0,0
1,3,0,0.7,2442.268301356557,0
1,3,1,0.7,2447.649608418521,0
1,3,2,0.7,2449.5632368360975,0
1,3,3,0.7,2450.6742587820927,0
1,3,4,0.7,0,0
1,3,5,0.7,0,0
1,4,0,0.7,2448.9736984629917,0
1,4,1,0.7,2443.620020139259,0
1,4,2,0.7,2450.80948832171,0
1,4,3,0.7,2450.6424342370465,0
1,4,4,0.7,0,0
1,4,5,0.7,0,0
1,5,0,0.7,2446.617383762342,0
1,5,1,0.7,2446.2894539927497,0
1,5,2,0.7,2449.586038071805,0
1,5,3,0.7,0,0
1,5,4,0.7,0,0
1,5,5,0.7,0,0
1,6,0,0.7,2450.008162619491,0
1,6,1,0.7,2451.222132373625,0
1,6,2,0.7,2450.255353330588,0
1,6,3,0.7,0,0
1,6,4,0.7,0,0
1,6,5,0.7,0,0
1,7,0,0.7,2446.2908464664147,0
1,7,1,0.7,2447.5830125158514,0
1,7,2,0.7,0,0
1,7,3,0.7,0,0
1,7,4,0.7,0,0
1,7,5,0.7,0,0
1,8,0,0.7,2444.503476536366,0
1,8,1,0.7,2448.8797836735266,0
1,8,2,0.7,0,0
1,8,3,0.7,0,0
1,8,4,0.7,0,0
1,8,5,0.7,0,0
1,9,0,0.7,2447.228328487033,0
1,9,1,0.7,0,0
1,9,2,0.7,0,0
1,9,3,0.7,0,0
1,9,4,0.7,0,0
1,9,5,0.7,0,0
1,10,0,0.7,2446.0112479587715,0
1,10,1,0.7,0,0
1,10,2,0.7,0,0
1,10,3,0.7,0,0
1,10,4,0.7,0,0
1,10,5,0.7,0,0
1,1,0,0.8,2513.638379865939,0
1,1,1,0.8,2513.6383798659394,0
1,1,2,0.8,2513.6383798659394,0
1,1,3,0.8,2513.6383798659394,0
1,1,4,0.8,2513.6383798659394,0
1,1,5,0.8,0,0
1,2,0,0.8,2513.6383798659404,0
1,2,1,0.8,2513.63837986594,0
1,2,2,0.8,2513.63837986594,0
1,2,3,0.8,2513.63837986594,0
1,2,4,0.8,2513.6383798659404,0
1,2,5,0.8,0,0
1,3,0,0.8,2513.638379865941,0
1,3,1,0.8,2513.6383798659404,0
1,3,2,0.8,2513.638379865941,0
1,3,3,0.8,2513.638379865941,0
1,3,4,0.8,0,0
1,3,5,0.8,0,0
1,4,0,0.8,2513.638379865941,0
1,4,1,0.8,2503.7426676891555,0
1,4,2,0.8,2513.638379865941,0
1,4,3,0.8,2513.638379865941,0
1,4,4,0.8,0,0
1,4,5,0.8,0,0
1,5,0,0.8,2506.8240575620944,0
1,5,1,0.8,2513.6383798659413,0
1,5,2,0.8,2513.6383798659413,0
1,5,3,0.8,0,0
1,5,4,0.8,0,0
1,5,5,0.8,0,0
1,6,0,0.8,2513.6383798659413,0
1,6,1,0.8,2509.5011528287264,0
1,6,2,0.8,2513.6383798659413,0
1,6,3,0.8,0,0
1,6,4,0.8,0,0
1,6,5,0.8,0,0
1,7,0,0.8,2513.638379865941,0
1,7,1,0.8,2509.0302741376277,0
1,7,2,0.8,0,0
1,7,3,0.8,0,0
1,7,4,0.8,0,0
1,7,5,0.8,0,0
1,8,0,0.8,2506.6886792326927,0
1,8,1,0.8,2505.9415667168223,0
1,8,2,0.8,0,0
1,8,3,0.8,0,0
1,8,4,0.8,0,0
1,8,5,0.8,0,0
1,9,0,0.8,2513.638379865941,0
1,9,1,0.8,0,0
1,9,2,0.8,0,0
1,9,3,0.8,0,0
1,9,4,0.8,0,0
1,9,5,0.8,0,0
1,10,0,0.8,2509.371017448794,0
1,10,1,0.8,0,0
1,10,2,0.8,0,0
1,10,3,0.8,0,0
1,10,4,0.8,0,0
1,10,5,0.8,0,0
1,1,0,0.9,2576.138379865938,0
1,1,1,0.9,2576.1383798659376,0
1,1,2,0.9,2576.1383798659376,0
1,1,3,0.9,2576.138379865937,0
1,1,4,0.9,2576.138379865937,0
1,1,5,0.9,0,0
1,2,0,0.9,2576.1383798659394,0
1,2,1,0.9,2576.138379865939,0
1,2,2,0.9,2576.13837986594,0
1,2,3,0.9,2576.1383798659394,0
1,2,4,0.9,2576.1383798659394,0
1,2,5,0.9,0,0
1,3,0,0.9,2576.1383798659404,0
1,3,1,0.9,2576.138379865941,0
1,3,2,0.9,2576.138379865941,0
1,3,3,0.9,2576.1383798659404,0
1,3,4,0.9,0,0
1,3,5,0.9,0,0
1,4,0,0.9,2576.1383798659404,0
1,4,1,0.9,2576.138379865941,0
1,4,2,0.9,2576.138379865941,0
1,4,3,0.9,2576.138379865941,0
1,4,4,0.9,0,0
1,4,5,0.9,0,0
1,5,0,0.9,2576.1383798659413,0
1,5,1,0.9,2576.138379865941,0
1,5,2,0.9,2576.138379865941,0
1,5,3,0.9,0,0
1,5,4,0.9,0,0
1,5,5,0.9,0,0
1,6,0,0.9,2576.138379865941,0
1,6,1,0.9,2576.138379865941,0
1,6,2,0.9,2576.138379865941,0
1,6,3,0.9,0,0
1,6,4,0.9,0,0
1,6,5,0.9,0,0
1,7,0,0.9,2576.138379865941,0
1,7,1,0.9,2576.1383798659413,0
1,7,2,0.9,0,0
1,7,3,0.9,0,0
1,7,4,0.9,0,0
1,7,5,0.9,0,0
1,8,0,0.9,2576.138379865941,0
1,8,1,0.9,2576.138379865941,0
1,8,2,0.9,0,0
1,8,3,0.9,0,0
1,8,4,0.9,0,0
1,8,5,0.9,0,0
1,9,0,0.9,2576.1383798659413,0
1,9,1,0.9,0,0
1,9,2,0.9,0,0
1,9,3,0.9,0,0
1,9,4,0.9,0,0
1,9,5,0.9,0,0
1,10,0,0.9,2576.138379865941,0
1,10,1,0.9,0,0
1,10,2,0.9,0,0
1,10,3,0.9,0,0
1,10,4,0.9,0,0
1,10,5,0.9,0,0
2,1,0,0.5,2297.515005839078,0
2,1,1,0.5,2297.515005839078,0
2,1,2,0.5,2304.0049151211124,0
2,1,3,0.5,2304.0049151211124,0
2,1,4,0.5,2304.004915121112,0
2,1,5,0.5,0,0
2,2,0,0.5,2348.7563541504337,0
2,2,1,0.5,2369.3029497675852,0
2,2,2,0.5,2367.0899989910627,0
2,2,3,0.5,2376.0841022240475,0
2,2,4,0.5,2376.1883342263263,0
2,2,5,0.5,0,0
2,3,0,0.5,2367.307143098763,0
2,3,1,0.5,2368.949622818398,0
2,3,2,0.5,2378.825194232352,0
2,3,3,0.5,2383.610495704429,0
2,3,4,0.5,0,0
2,3,5,0.5,0,0
2,4,0,0.5,2363.1051386616823,0
2,4,1,0.5,2380.971027863819,0
2,4,2,0.5,2377.321116835576,0
2,4,3,0.5,2387.2911783913382,0
2,4,4,0.5,0,0
2,4,5,0.5,0,0
2,5,0,0.5,2372.091309004575,0
2,5,1,0.5,2379.411435803989,0
2,5,2,0.5,2380.750485094205,0
2,5,3,0.5,0,0
2,5,4,0.5,0,0
2,5,5,0.5,0,0
2,6,0,0.5,2371.8036269321233,0
2,6,1,0.5,2374.611111030214,0
2,6,2,0.5,2381.583170163888,0
2,6,3,0.5,0,0
2,6,4,0.5,0,0
2,6,5,0.5,0,0
2,7,0,0.5,2370.3599351286352,0
2,7,1,0.5,2377.1474086258713,0
2,7,2,0.5,0,0
2,7,3,0.5,0,0
2,7,4,0.5,0,0
2,7,5,0.5,0,0
2,8,0,0.5,2367.896783332314,0
2,8,1,0.5,2380.1300732019868,0
2,8,2,0.5,0,0
2,8,3,0.5,0,0
2,8,4,0.5,0,0
2,8,5,0.5,0,0
2,9,0,0.5,2366.2063113287236,0
2,9,1,0.5,0,0
2,9,2,0.5,0,0
2,9,3,0.5,0,0
2,9,4,0.5,0,0
2,9,5,0.5,0,0
2,10,0,0.5,2374.4986094357864,0
2,10,1,0.5,0,0
2,10,2,0.5,0,0
2,10,3,0.5,0,0
2,10,4,0.5,0,0
2,10,5,0.5,0,0
2,1,0,0.6,2334.3325449838558,0
2,1,1,0.6,2334.332544983855,0
2,1,2,0.6,2334.332544983856,0
2,1,3,0.6,2334.3325449838558,0
2,1,4,0.6,2334.3325449838558,0
2,1,5,0.6,0,0
2,2,0,0.6,2378.0370617456797,0
2,2,1,0.6,2377.1131462618896,0
2,2,2,0.6,2389.404653949133,0
2,2,3,0.6,2390.231332522317,0
2,2,4,0.6,2394.4003679771413,0
2,2,5,0.6,0,0
2,3,0,0.6,2377.5105615505304,0
2,3,1,0.6,2382.0392893108783,0
2,3,2,0.6,2385.8833293545194,0
2,3,3,0.6,2391.5200745619486,0
2,3,4,0.6,0,0
2,3,5,0.6,0,0
2,4,0,0.6,2383.4082164361803,0
2,4,1,0.6,2387.6999058568954,0
2,4,2,0.6,2395.5462253367145,0
2,4,3,0.6,2389.518481942028,0
2,4,4,0.6,0,0
2,4,5,0.6,0,0
2,5,0,0.6,2374.6818443735956,0
2,5,1,0.6,2390.6080698700785,0
2,5,2,0.6,2393.1654331844793,0
2,5,3,0.6,0,0
2,5,4,0.6,0,0
2,5,5,0.6,0,0
2,6,0,0.6,2381.19794607601,0
2,6,1,0.6,2387.927736603553,0
2,6,2,0.6,2392.5417478288055,0
2,6,3,0.6,0,0
2,6,4,0.6,0,0
2,6,5,0.6,0,0
2,7,0,0.6,2382.372494579135,0
2,7,1,0.6,2387.050018991279,0
2,7,2,0.6,0,0
2,7,3,0.6,0,0
2,7,4,0.6,0,0
2,7,5,0.6,0,0
2,8,0,0.6,2381.942850617694,0
2,8,1,0.6,2389.4954080751504,0
2,8,2,0.6,0,0
2,8,3,0.6,0,0
2,8,4,0.6,0,0
2,8,5,0.6,0,0
2,9,0,0.6,2382.531684863619,0
2,9,1,0.6,0,0
2,9,2,0.6,0,0
2,9,3,0.6,0,0
2,9,4,0.6,0,0
2,9,5,0.6,0,0
2,10,0,0.6,2389.891866913219,0
2,10,1,0.6,0,0
2,10,2,0.6,0,0
2,10,3,0.6,0,0
2,10,4,0.6,0,0
2,10,5,0.6,0,0
2,1,0,0.7,2404.9626586547283,0
2,1,1,0.7,2404.962658654727,0
2,1,2,0.7,2404.962658654728,0
2,1,3,0.7,2404.9626586547265,0
2,1,4,0.7,2404.9626586547265,0
2,1,5,0.7,0,0
2,2,0,0.7,2416.063797752614,0
2,2,1,0.7,2418.030737699867,0
2,2,2,0.7,2421.481472458749,0
2,2,3,0.7,2421.240310401932,0
2,2,4,0.7,2419.8175179168047,0
2,2,5,0.7,0,0
2,3,0,0.7,2416.650216242865,0
2,3,1,0.7,2418.434259829726,0
2,3,2,0.7,2419.3459459595792,0
2,3,3,0.7,2425.7668851887292,0
2,3,4,0.7,0,0
2,3,5,0.7,0,0
2,4,0,0.7,2411.53192707183,0
2,4,1,0.7,2421.414088324656,0
2,4,2,0.7,2424.143940890651,0
2,4,3,0.7,2424.0996656699062,0
2,4,4,0.7,0,0
2,4,5,0.7,0,0
2,5,0,0.7,2417.277792954784,0
2,5,1,0.7,2423.1878502272566,0
2,5,2,0.7,2425.8346963672593,0
2,5,3,0.7,0,0
2,5,4,0.7,0,0
2,5,5,0.7,0,0
2,6,0,0.7,2416.606634497511,0
2,6,1,0.7,2424.321777273717,0
2,6,2,0.7,2424.3217772737175,0
2,6,3,0.7,0,0
2,6,4,0.7,0,0
2,6,5,0.7,0,0
2,7,0,0.7,2414.5579601997297,0
2,7,1,0.7,2421.215929455648,0
2,7,2,0.7,0,0
2,7,3,0.7,0,0
2,7,4,0.7,0,0
2,7,5,0.7,0,0
2,8,0,0.7,2418.124099937906,0
2,8,1,0.7,2419.0556581419114,0
2,8,2,0.7,0,0
2,8,3,0.7,0,0
2,8,4,0.7,0,0
2,8,5,0.7,0,0
2,9,0,0.7,2416.632930360735,0
2,9,1,0.7,0,0
2,9,2,0.7,0,0
2,9,3,0.7,0,0
2,9,4,0.7,0,0
2,9,5,0.7,0,0
2,10,0,0.7,2415.6566664071584,0
2,10,1,0.7,0,0
2,10,2,0.7,0,0
2,10,3,0.7,0,0
2,10,4,0.7,0,0
2,10,5,0.7,0,0
2,1,0,0.8,2476.3912300833013,0
2,1,1,0.8,2476.3912300833013,0
2,1,2,0.8,2476.3912300833003,0
2,1,3,0.8,2476.391230083301,0
2,1,4,0.8,2476.391230083301,0
2,1,5,0.8,0,0
2,2,0,0.8,2476.391230083302,0
2,2,1,0.8,2476.3912300833026,0
2,2,2,0.8,2476.3912300833017,0
2,2,3,0.8,2476.3912300833017,0
2,2,4,0.8,2476.391230083302,0
2,2,5,0.8,0,0
2,3,0,0.8,2463.209394772152,0
2,3,1,0.8,2476.3912300833026,0
2,3,2,0.8,2470.3545345968096,0
2,3,3,0.8,2473.915967645491,0
2,3,4,0.8,0,0
2,3,5,0.8,0,0
2,4,0,0.8,2476.3912300833026,0
2,4,1,0.8,2476.3912300833035,0
2,4,2,0.8,2476.3912300833035,0
