trialNum, NumAssessments, target, IG, noisyStudents, scoreAboveBaseline
3,2,0.8,2501.2576428974335,true,0
3,2,0.8,2495.908450482384,noisy,0
3,3,0.8,2501.2576428974335,true,0
3,3,0.8,2498.940918184866,noisy,0
3,4,0.8,2501.2576428974335,true,0
3,4,0.8,2499.8011194500887,noisy,0
3,0,0.9,2561.9392081885526,true,0
3,0,0.9,2561.9392081885526,noisy,0
3,1,0.9,2561.9392081885526,true,0
3,1,0.9,2561.9392081885526,noisy,0
3,2,0.9,2561.9392081885526,true,0
3,2,0.9,2561.9392081885526,noisy,0
3,3,0.9,2561.9392081885526,true,0
3,3,0.9,2561.9392081885526,noisy,0
3,4,0.9,2561.9392081885526,true,0
3,4,0.9,2561.9392081885526,noisy,0
4,0,0.5,2380.7386935280233,true,0
4,0,0.5,2363.6997457921884,noisy,0
4,1,0.5,2380.7386935280233,true,0
4,1,0.5,2366.1640331547733,noisy,0
4,2,0.5,2380.7386935280233,true,0
4,2,0.5,2371.5952367365057,noisy,0
4,3,0.5,2380.7386935280233,true,0
4,3,0.5,2376.1742715276164,noisy,0
4,4,0.5,2380.7386935280233,true,0
4,4,0.5,2375.096278526151,noisy,0
4,0,0.6,2393.6355113450195,true,0
4,0,0.6,2377.572668848556,noisy,0
4,1,0.6,2393.6355113450195,true,0
4,1,0.6,2381.449452082204,noisy,0
4,2,0.6,2393.6355113450195,true,0
4,2,0.6,2383.7758057112515,noisy,0
4,3,0.6,2393.6355113450195,true,0
4,3,0.6,2386.7515776165947,noisy,0
4,4,0.6,2393.6355113450195,true,0
4,4,0.6,2388.171002078975,noisy,0
4,0,0.7,2429.322371721371,true,0
4,0,0.7,2409.7038419071846,noisy,0
4,1,0.7,2429.322371721371,true,0
4,1,0.7,2415.7992653752217,noisy,0
4,2,0.7,2429.322371721371,true,0
4,2,0.7,2419.3905377300293,noisy,0
4,3,0.7,2429.322371721371,true,0
4,3,0.7,2422.4187669305397,noisy,0
4,4,0.7,2429.322371721371,true,0
4,4,0.7,2424.5299710081513,noisy,0
4,0,0.8,2481.7641755350705,true,0
4,0,0.8,2475.559509410321,noisy,0
4,1,0.8,2481.7641755350705,true,0
4,1,0.8,2478.6434892756024,noisy,0
4,2,0.8,2481.7641755350705,true,0
4,2,0.8,2473.6829796778966,noisy,0
4,3,0.8,2481.7641755350705,true,0
4,3,0.8,2478.5872495572803,noisy,0
4,4,0.8,2481.7641755350705,true,0
4,4,0.8,2479.447450822503,noisy,0
4,0,0.9,2541.4747251946264,true,0
4,0,0.9,2541.4747251946274,noisy,0
4,1,0.9,2541.4747251946264,true,0
4,1,0.9,2541.4747251946264,noisy,0
4,2,0.9,2541.4747251946264,true,0
4,2,0.9,2541.4747251946264,noisy,0
4,3,0.9,2541.4747251946264,true,0
4,3,0.9,2541.4747251946264,noisy,0
4,4,0.9,2541.4747251946264,true,0
4,4,0.9,2541.4747251946264,noisy,0
5,0,0.5,2375.9072825513063,true,0
5,0,0.5,2347.5528807709384,noisy,0
5,1,0.5,2375.9072825513063,true,0
5,1,0.5,2358.5709108825504,noisy,0
5,2,0.5,2375.9072825513063,true,0
5,2,0.5,2362.385124962085,noisy,0
5,3,0.5,2375.9072825513063,true,0
5,3,0.5,2369.730741978936,noisy,0
5,4,0.5,2375.9072825513063,true,0
5,4,0.5,2372.4257244825994,noisy,0
5,0,0.6,2386.768387730888,true,0
5,0,0.6,2369.0545106101035,noisy,0
5,1,0.6,2386.768387730888,true,0
5,1,0.6,2371.9490211690086,noisy,0
5,2,0.6,2386.768387730888,true,0
5,2,0.6,2375.971135316833,noisy,0
5,3,0.6,2386.768387730888,true,0
5,3,0.6,2379.64565038824,noisy,0
5,4,0.6,2386.768387730888,true,0
5,4,0.6,2381.5119104203995,noisy,0
5,0,0.7,2421.472059977113,true,0
5,0,0.7,2402.973788010098,noisy,0
5,1,0.7,2421.472059977113,true,0
5,1,0.7,2412.059196801826,noisy,0
5,2,0.7,2421.472059977113,true,0
5,2,0.7,2414.129313775609,noisy,0
5,3,0.7,2421.472059977113,true,0
5,3,0.7,2414.80631746441,noisy,0
5,4,0.7,2421.472059977113,true,0
5,4,0.7,2417.205239008508,noisy,0
5,0,0.8,2474.8512031198115,true,0
5,0,0.8,2472.0617527793675,noisy,0
5,1,0.8,2474.8512031198115,true,0
5,1,0.8,2472.0617527793675,noisy,0
5,2,0.8,2474.8512031198115,true,0
5,2,0.8,2472.0617527793675,noisy,0
5,3,0.8,2474.8512031198115,true,0
5,3,0.8,2472.534478407244,noisy,0
5,4,0.8,2474.8512031198115,true,0
5,4,0.8,2472.0489705914624,noisy,0
5,0,0.9,2534.5617527793675,true,0
5,0,0.9,2534.5617527793675,noisy,0
5,1,0.9,2534.5617527793675,true,0
5,1,0.9,2534.5617527793675,noisy,0
5,2,0.9,2534.5617527793675,true,0
5,2,0.9,2534.5617527793675,noisy,0
5,3,0.9,2534.5617527793675,true,0
5,3,0.9,2534.5617527793675,noisy,0
5,4,0.9,2534.5617527793675,true,0
5,4,0.9,2534.5617527793675,noisy,0
6,0,0.5,2380.3380993501496,true,0
6,0,0.5,2360.3982907828986,noisy,0
6,1,0.5,2380.3380993501496,true,0
6,1,0.5,2366.5537499059137,noisy,0
6,2,0.5,2380.3380993501496,true,0
6,2,0.5,2372.7861418433927,noisy,0
6,3,0.5,2380.3380993501496,true,0
6,3,0.5,2374.4383634234973,noisy,0
6,4,0.5,2380.3380993501496,true,0
6,4,0.5,2377.9296633526733,noisy,0
6,0,0.6,2413.244113750344,true,0
6,0,0.6,2386.5842118240494,noisy,0
6,1,0.6,2413.244113750344,true,0
6,1,0.6,2401.0900197907863,noisy,0
6,2,0.6,2413.244113750344,true,0
6,2,0.6,2403.241603452804,noisy,0
6,3,0.6,2413.244113750344,true,0
6,3,0.6,2406.9047725081555,noisy,0
6,4,0.6,2413.244113750344,true,0
6,4,0.6,2409.20226648959,noisy,0
6,0,0.7,2462.277162153769,true,0
6,0,0.7,2449.4998190123565,noisy,0
6,1,0.7,2462.277162153769,true,0
6,1,0.7,2455.1369650203246,noisy,0
6,2,0.7,2462.277162153769,true,0
6,2,0.7,2457.160166843682,noisy,0
6,3,0.7,2462.277162153769,true,0
6,3,0.7,2457.900099861872,noisy,0
6,4,0.7,2462.277162153769,true,0
6,4,0.7,2461.2446628966386,noisy,0
6,0,0.8,2521.923515976343,true,0
6,0,0.8,2516.323226666098,noisy,0
6,1,0.8,2521.923515976343,true,0
6,1,0.8,2521.076096899026,noisy,0
6,2,0.8,2521.923515976343,true,0
6,2,0.8,2516.3974558551818,noisy,0
6,3,0.8,2521.923515976343,true,0
6,3,0.8,2521.1741290774607,noisy,0
6,4,0.8,2521.923515976343,true,0
6,4,0.8,2520.2031134458975,noisy,0
6,0,0.9,2583.576096899026,true,0
6,0,0.9,2583.576096899026,noisy,0
6,1,0.9,2583.576096899026,true,0
6,1,0.9,2583.576096899026,noisy,0
6,2,0.9,2583.576096899026,true,0
6,2,0.9,2583.576096899026,noisy,0
6,3,0.9,2583.576096899026,true,0
6,3,0.9,2583.576096899026,noisy,0
6,4,0.9,2583.576096899026,true,0
6,4,0.9,2583.576096899026,noisy,0
7,0,0.5,2390.597966493015,true,0
7,0,0.5,2367.5884819726593,noisy,0
7,1,0.5,2390.597966493015,true,0
7,1,0.5,2376.7626366139043,noisy,0
7,2,0.5,2390.597966493015,true,0
7,2,0.5,2373.450640879937,noisy,0
7,3,0.5,2390.597966493015,true,0
7,3,0.5,2384.955551491143,noisy,0
7,4,0.5,2390.597966493015,true,0
7,4,0.5,2384.9300612737056,noisy,0
7,0,0.6,2416.713108734059,true,0
7,0,0.6,2396.1830817945815,noisy,0
7,1,0.6,2416.713108734059,true,0
7,1,0.6,2399.169041991934,noisy,0
7,2,0.6,2416.713108734059,true,0
7,2,0.6,2405.7611262349374,noisy,0
7,3,0.6,2416.713108734059,true,0
7,3,0.6,2409.681975074906,noisy,0
7,4,0.6,2416.713108734059,true,0
7,4,0.6,2414.2893271153694,noisy,0
7,0,0.7,2461.409739817468,true,0
7,0,0.7,2447.0626926032623,noisy,0
7,1,0.7,2461.409739817468,true,0
7,1,0.7,2450.266368103793,noisy,0
7,2,0.7,2461.409739817468,true,0
7,2,0.7,2453.6552937233464,noisy,0
7,3,0.7,2461.409739817468,true,0
7,3,0.7,2454.1994048185275,noisy,0
7,4,0.7,2461.409739817468,true,0
7,4,0.7,2457.5628269843896,noisy,0
7,0,0.8,2515.72334580807,true,0
7,0,0.8,2512.933895467626,noisy,0
7,1,0.8,2515.72334580807,true,0
7,1,0.8,2511.049311102818,noisy,0
7,2,0.8,2515.72334580807,true,0
7,2,0.8,2513.4066210955016,noisy,0
7,3,0.8,2515.72334580807,true,0
7,3,0.8,2512.8102989133795,noisy,0
7,4,0.8,2515.72334580807,true,0
7,4,0.8,2512.92111327972,noisy,0
7,0,0.9,2575.433895467625,true,0
7,0,0.9,2575.433895467625,noisy,0
7,1,0.9,2575.433895467625,true,0
7,1,0.9,2575.433895467625,noisy,0
7,2,0.9,2575.433895467625,true,0
7,2,0.9,2575.433895467625,noisy,0
7,3,0.9,2575.433895467625,true,0
7,3,0.9,2575.433895467626,noisy,0
7,4,0.9,2575.433895467625,true,0
7,4,0.9,2575.433895467626,noisy,0
8,0,0.5,2425.0684687520456,true,0
8,0,0.5,2397.4807483047875,noisy,0
8,1,0.5,2425.0684687520456,true,0
8,1,0.5,2413.1280685871156,noisy,0
8,2,0.5,2425.0684687520456,true,0
8,2,0.5,2416.3777959484796,noisy,0
8,3,0.5,2425.0684687520456,true,0
8,3,0.5,2422.373486248382,noisy,0
8,4,0.5,2425.0684687520456,true,0
8,4,0.5,2421.818741390681,noisy,0
8,0,0.6,2458.388738092977,true,0
8,0,0.6,2444.015313618018,noisy,0
8,1,0.6,2458.388738092977,true,0
8,1,0.6,2447.117702087432,noisy,0
8,2,0.6,2458.388738092977,true,0
8,2,0.6,2451.0909377770286,noisy,0
8,3,0.6,2458.388738092977,true,0
8,3,0.6,2452.728825190158,noisy,0
8,4,0.6,2458.388738092977,true,0
8,4,0.6,2456.166023298203,noisy,0
8,0,0.7,2500.6577059239194,true,0
8,0,0.7,2490.667907452183,noisy,0
8,1,0.7,2500.6577059239194,true,0
8,1,0.7,2487.180582375656,noisy,0
8,2,0.7,2500.6577059239194,true,0
8,2,0.7,2496.281948961572,noisy,0
8,3,0.7,2500.6577059239194,true,0
8,3,0.7,2498.3722900877665,noisy,0
8,4,0.7,2500.6577059239194,true,0
8,4,0.7,2498.634504100562,noisy,0
8,0,0.8,2551.864615022955,true,0
8,0,0.8,2547.8274877799404,noisy,0
8,1,0.8,2551.864615022955,true,0
8,1,0.8,2548.1893990414765,noisy,0
8,2,0.8,2551.864615022955,true,0
8,2,0.8,2548.9387859403596,noisy,0
8,3,0.8,2551.864615022955,true,0
8,3,0.8,2548.5768746788235,noisy,0
8,4,0.8,2551.864615022955,true,0
8,4,0.8,2550.3953093877044,noisy,0
8,0,0.9,2611.57516468251,true,0
8,0,0.9,2611.57516468251,noisy,0
8,1,0.9,2611.57516468251,true,0
8,1,0.9,2611.57516468251,noisy,0
8,2,0.9,2611.57516468251,true,0
8,2,0.9,2611.57516468251,noisy,0
8,3,0.9,2611.57516468251,true,0
8,3,0.9,2611.57516468251,noisy,0
8,4,0.9,2611.57516468251,true,0
8,4,0.9,2611.57516468251,noisy,0
9,0,0.5,2389.2165430621303,true,0
9,0,0.5,2373.230098110323,noisy,0
9,1,0.5,2389.2165430621303,true,0
9,1,0.5,2369.7253209567075,noisy,0
9,2,0.5,2389.2165430621303,true,0
9,2,0.5,2378.4099872637744,noisy,0
9,3,0.5,2389.2165430621303,true,0
9,3,0.5,2383.302194344774,noisy,0
9,4,0.5,2389.2165430621303,true,0
9,4,0.5,2384.117995491225,noisy,0
9,0,0.6,2397.6144964453906,true,0
9,0,0.6,2372.6548175050725,noisy,0
9,1,0.6,2397.6144964453906,true,0
9,1,0.6,2381.965213767416,noisy,0
9,2,0.6,2397.6144964453906,true,0
9,2,0.6,2386.9942478622775,noisy,0
9,3,0.6,2397.6144964453906,true,0
9,3,0.6,2390.711576817087,noisy,0
9,4,0.6,2397.6144964453906,true,0
9,4,0.6,2392.6096343446934,noisy,0
9,0,0.7,2426.780504796697,true,0
9,0,0.7,2408.4340630049637,noisy,0
9,1,0.7,2426.780504796697,true,0
9,1,0.7,2413.012155733079,noisy,0
9,2,0.7,2426.780504796697,true,0
9,2,0.7,2418.7347977931845,noisy,0
9,3,0.7,2426.780504796697,true,0
9,3,0.7,2423.8999781892117,noisy,0
9,4,0.7,2426.780504796697,true,0
9,4,0.7,2421.1680344388533,noisy,0
9,0,0.8,2473.30014334306,true,0
9,0,0.8,2465.285097141811,noisy,0
9,1,0.8,2473.30014334306,true,0
9,1,0.8,2464.260714042228,noisy,0
9,2,0.8,2473.30014334306,true,0
9,2,0.8,2465.296117943257,noisy,0
9,3,0.8,2473.30014334306,true,0
9,3,0.8,2469.1649839216107,noisy,0
9,4,0.8,2473.30014334306,true,0
9,4,0.8,2467.3082026490138,noisy,0
9,0,0.9,2530.7067504779525,true,0
9,0,0.9,2530.7067504779525,noisy,0
9,1,0.9,2530.7067504779525,true,0
9,1,0.9,2530.7067504779525,noisy,0
9,2,0.9,2530.7067504779525,true,0
9,2,0.9,2530.7067504779534,noisy,0
9,3,0.9,2530.7067504779525,true,0
9,3,0.9,2530.7067504779525,noisy,0
9,4,0.9,2530.7067504779525,true,0
9,4,0.9,2530.7067504779525,noisy,0
10,0,0.5,2384.312396797071,true,0
10,0,0.5,2360.3746095358374,noisy,0
10,1,0.5,2384.312396797071,true,0
10,1,0.5,2368.587733189284,noisy,0
10,2,0.5,2384.312396797071,true,0
10,2,0.5,2369.1732497056514,noisy,0
10,3,0.5,2384.312396797071,true,0
10,3,0.5,2379.752845726899,noisy,0
10,4,0.5,2384.312396797071,true,0
10,4,0.5,2380.8259677981296,noisy,0
10,0,0.6,2407.2243239171453,true,0
10,0,0.6,2388.6958614522828,noisy,0
10,1,0.6,2407.2243239171453,true,0
10,1,0.6,2393.0739546994423,noisy,0
10,2,0.6,2407.2243239171453,true,0
10,2,0.6,2392.8167435041473,noisy,0
10,3,0.6,2407.2243239171453,true,0
10,3,0.6,2403.291265044629,noisy,0
10,4,0.6,2407.2243239171453,true,0
10,4,0.6,2404.9701124084354,noisy,0
10,0,0.7,2446.4556841389185,true,0
10,0,0.7,2433.505529654316,noisy,0
10,1,0.7,2446.4556841389185,true,0
10,1,0.7,2433.3517387152447,noisy,0
10,2,0.7,2446.4556841389185,true,0
10,2,0.7,2437.9322227359758,noisy,0
10,3,0.7,2446.4556841389185,true,0
10,3,0.7,2440.934794872268,noisy,0
10,4,0.7,2446.4556841389185,true,0
10,4,0.7,2444.884313828778,noisy,0
10,0,0.8,2499.3829957684,true,0
10,0,0.8,2493.7925200796026,noisy,0
10,1,0.8,2499.3829957684,true,0
10,1,0.8,2496.593545427955,noisy,0
10,2,0.8,2499.3829957684,true,0
10,2,0.8,2495.4021082437084,noisy,0
10,3,0.8,2499.3829957684,true,0
10,3,0.8,2496.58076324005,noisy,0
10,4,0.8,2499.3829957684,true,0
10,4,0.8,2496.4699488737097,noisy,0
10,0,0.9,2559.093545427956,true,0
10,0,0.9,2559.093545427955,noisy,0
10,1,0.9,2559.093545427956,true,0
10,1,0.9,2559.093545427956,noisy,0
10,2,0.9,2559.093545427956,true,0
10,2,0.9,2559.093545427956,noisy,0
10,3,0.9,2559.093545427956,true,0
10,3,0.9,2559.093545427956,noisy,0
10,4,0.9,2559.093545427956,true,0
10,4,0.9,2559.093545427956,noisy,0
11,0,0.5,2382.382235004984,true,0
11,0,0.5,2362.7972478130228,noisy,0
11,1,0.5,2382.382235004984,true,0
11,1,0.5,2368.316209984795,noisy,0
11,2,0.5,2382.382235004984,true,0
11,2,0.5,2371.822122704675,noisy,0
11,3,0.5,2382.382235004984,true,0
11,3,0.5,2376.477628148097,noisy,0
11,4,0.5,2382.382235004984,true,0
11,4,0.5,2379.4299315765406,noisy,0
11,0,0.6,2404.19554983639,true,0
11,0,0.6,2386.831205575709,noisy,0
11,1,0.6,2404.19554983639,true,0
11,1,0.6,2388.0879244535763,noisy,0
11,2,0.6,2404.19554983639,true,0
11,2,0.6,2394.8844214448204,noisy,0
11,3,0.6,2404.19554983639,true,0
11,3,0.6,2397.660079902159,noisy,0
11,4,0.6,2404.19554983639,true,0
11,4,0.6,2401.9570866846484,noisy,0
11,0,0.7,2444.6699533239703,true,0
11,0,0.7,2431.757926639646,noisy,0
11,1,0.7,2444.6699533239703,true,0
11,1,0.7,2428.147127456157,noisy,0
11,2,0.7,2444.6699533239703,true,0
11,2,0.7,2434.5581618431297,noisy,0
11,3,0.7,2444.6699533239703,true,0
11,3,0.7,2440.1815633144506,noisy,0
11,4,0.7,2444.6699533239703,true,0
11,4,0.7,2439.7806679205464,noisy,0
11,0,0.8,2497.0009427713303,true,0
11,0,0.8,2492.159853981416,noisy,0
11,1,0.8,2497.0009427713303,true,0
11,1,0.8,2490.8013627125047,noisy,0
11,2,0.8,2497.0009427713303,true,0
11,2,0.8,2493.3385089777576,noisy,0
11,3,0.8,2497.0009427713303,true,0
11,3,0.8,2493.2851415097366,noisy,0
11,4,0.8,2497.0009427713303,true,0
11,4,0.8,2494.4637965060783,noisy,0
11,0,0.9,2556.7114924308853,true,0
11,0,0.9,2556.7114924308853,noisy,0
11,1,0.9,2556.7114924308853,true,0
11,1,0.9,2556.7114924308853,noisy,0
11,2,0.9,2556.7114924308853,true,0
11,2,0.9,2556.7114924308853,noisy,0
11,3,0.9,2556.7114924308853,true,0
11,3,0.9,2556.7114924308853,noisy,0
11,4,0.9,2556.7114924308853,true,0
11,4,0.9,2556.7114924308853,noisy,0
12,0,0.5,2374.608410078171,true,0
12,0,0.5,2352.527638809688,noisy,0
12,1,0.5,2374.608410078171,true,0
12,1,0.5,2356.378220533393,noisy,0
12,2,0.5,2374.608410078171,true,0
12,2,0.5,2367.3126379299297,noisy,0
12,3,0.5,2374.608410078171,true,0
12,3,0.5,2369.7915380832187,noisy,0
12,4,0.5,2374.608410078171,true,0
12,4,0.5,2370.0488590079985,noisy,0
12,0,0.6,2396.6352431211526,true,0
12,0,0.6,2381.9654708531402,noisy,0
12,1,0.6,2396.6352431211526,true,0
12,1,0.6,2385.151597236087,noisy,0
12,2,0.6,2396.6352431211526,true,0
12,2,0.6,2383.7130328287813,noisy,0
12,3,0.6,2396.6352431211526,true,0
12,3,0.6,2391.1582230410504,noisy,0
12,4,0.6,2396.6352431211526,true,0
12,4,0.6,2392.801427815955,noisy,0
12,0,0.7,2440.6305912745925,true,0
12,0,0.7,2428.680859058905,noisy,0
12,1,0.7,2440.6305912745925,true,0
12,1,0.7,2429.813087958372,noisy,0
12,2,0.7,2440.6305912745925,true,0
12,2,0.7,2431.601118845207,noisy,0
12,3,0.7,2440.6305912745925,true,0
12,3,0.7,2434.4247033785255,noisy,0
12,4,0.7,2440.6305912745925,true,0
12,4,0.7,2437.5042074483636,noisy,0
12,0,0.8,2498.9115490814993,true,0
12,0,0.8,2497.578622188401,noisy,0
12,1,0.8,2498.9115490814993,true,0
12,1,0.8,2497.5786221884,noisy,0
12,2,0.8,2498.9115490814993,true,0
12,2,0.8,2495.263104655829,noisy,0
12,3,0.8,2498.9115490814993,true,0
12,3,0.8,2495.8454374700486,noisy,0
12,4,0.8,2498.9115490814993,true,0
12,4,0.8,2496.816453101612,noisy,0
12,0,0.9,2560.0786221884,true,0
12,0,0.9,2560.078622188401,noisy,0
12,1,0.9,2560.0786221884,true,0
12,1,0.9,2560.0786221884,noisy,0
