NumTeachers, target, IG, sortedStudents
1,0.8,2398.155000409697, sorted
2,0.8,2398.1550004096953, unsorted
2,0.8,2398.1550004096957, sorted
3,0.8,2398.1550004096953, unsorted
3,0.8,2398.155000409696, sorted
5,0.8,2398.1550004096957, unsorted
5,0.8,2398.155000409696, sorted
10,0.8,2398.1550004096957, unsorted
10,0.8,2398.1550004096953, sorted
1,0.9,2348.1550004096953, unsorted
1,0.9,2348.1550004096966, sorted
2,0.9,2348.1550004096953, unsorted
2,0.9,2348.1550004096953, sorted
3,0.9,2348.1550004096953, unsorted
3,0.9,2348.155000409696, sorted
5,0.9,2348.1550004096957, unsorted
5,0.9,2348.155000409696, sorted
10,0.9,2348.1550004096957, unsorted
10,0.9,2348.1550004096953, sorted
1,0.5,2304.266814589634, unsorted
1,0.5,2304.2668145896328, sorted
2,0.5,2304.266814589632, unsorted
2,0.5,2356.4159866369446, sorted
3,0.5,2304.2668145896314, unsorted
3,0.5,2362.221158612848, sorted
5,0.5,2306.8140117698044, unsorted
5,0.5,2366.9239829361154, sorted
10,0.5,2309.4789698278514, unsorted
10,0.5,2367.725171291862, sorted
1,0.6,2346.132660747894, unsorted
1,0.6,2346.132660747897, sorted
2,0.6,2346.132660747894, unsorted
2,0.6,2360.276247024308, sorted
3,0.6,2346.1326607478945, unsorted
3,0.6,2369.6361223918307, sorted
5,0.6,2346.132660747894, unsorted
5,0.6,2373.536805279733, sorted
10,0.6,2346.1326607478945, unsorted
10,0.6,2374.1398210451175, sorted
1,0.7,2379.4659940812276, unsorted
1,0.7,2379.465994081226, sorted
2,0.7,2379.4659940812276, unsorted
2,0.7,2379.465994081227, sorted
3,0.7,2379.4659940812276, unsorted
3,0.7,2380.0421432436747, sorted
5,0.7,2379.465994081228, unsorted
5,0.7,2384.8196402586527, sorted
10,0.7,2379.4659940812276, unsorted
10,0.7,2385.435649375437, sorted
1,0.8,2386.6088512240844, unsorted
1,0.8,2386.6088512240854, sorted
2,0.8,2386.6088512240835, unsorted
2,0.8,2386.6088512240835, sorted
3,0.8,2386.6088512240844, unsorted
3,0.8,2386.608851224085, sorted
5,0.8,2386.608851224085, unsorted
5,0.8,2386.608851224085, sorted
10,0.8,2386.608851224084, unsorted
10,0.8,2386.6088512240844, sorted
1,0.9,2336.6088512240844, unsorted
1,0.9,2336.608851224085, sorted
2,0.9,2336.608851224084, unsorted
2,0.9,2336.608851224083, sorted
3,0.9,2336.6088512240844, unsorted
3,0.9,2336.608851224085, sorted
5,0.9,2336.608851224085, unsorted
5,0.9,2336.608851224085, sorted
10,0.9,2336.608851224084, unsorted
10,0.9,2336.6088512240844, sorted
1,0.5,2306.285145482755, unsorted
1,0.5,2306.2851454827564, sorted
2,0.5,2306.2851454827537, unsorted
2,0.5,2358.9530092878717, sorted
3,0.5,2306.598750441419, unsorted
3,0.5,2365.02037311879, sorted
5,0.5,2311.1117076870178, unsorted
5,0.5,2368.9122672258404, sorted
10,0.5,2313.8479287650866, unsorted
10,0.5,2369.9805183668363, sorted
1,0.6,2348.9937331154433, unsorted
1,0.6,2348.9937331154465, sorted
2,0.6,2348.9937331154433, unsorted
2,0.6,2362.9475482809103, sorted
3,0.6,2348.9937331154442, unsorted
3,0.6,2371.6705161861964, sorted
5,0.6,2348.9937331154442, unsorted
5,0.6,2374.7239012137106, sorted
10,0.6,2351.7954822668075, unsorted
10,0.6,2375.6145990515474, sorted
1,0.7,2382.3270664487777, unsorted
1,0.7,2382.327066448774, sorted
2,0.7,2382.327066448778, unsorted
2,0.7,2382.3270664487773, sorted
3,0.7,2382.3270664487773, unsorted
3,0.7,2382.4415107847935, sorted
5,0.7,2382.3270664487773, unsorted
5,0.7,2386.9313257273197, sorted
10,0.7,2382.327066448777, unsorted
10,0.7,2387.2288811129856, sorted
1,0.8,2389.469923591633, unsorted
1,0.8,2389.4699235916355, sorted
2,0.8,2389.4699235916332, unsorted
2,0.8,2389.4699235916332, sorted
3,0.8,2389.4699235916337, unsorted
3,0.8,2389.4699235916346, sorted
5,0.8,2389.4699235916346, unsorted
5,0.8,2389.469923591634, sorted
10,0.8,2389.4699235916346, unsorted
10,0.8,2389.469923591634, sorted
1,0.9,2339.4699235916332, unsorted
1,0.9,2339.469923591635, sorted
2,0.9,2339.4699235916332, unsorted
2,0.9,2339.4699235916332, sorted
3,0.9,2339.4699235916337, unsorted
3,0.9,2339.4699235916346, sorted
5,0.9,2339.4699235916346, unsorted
5,0.9,2339.469923591634, sorted
10,0.9,2339.4699235916346, unsorted
10,0.9,2339.469923591634, sorted
1,0.5,2307.5596847612155, unsorted
1,0.5,2307.559684761216, sorted
2,0.5,2307.5596847612146, unsorted
2,0.5,2362.939869819785, sorted
3,0.5,2307.5596847612137, unsorted
3,0.5,2370.109581303341, sorted
5,0.5,2308.4066680773267, unsorted
5,0.5,2372.6466777632086, sorted
10,0.5,2315.3284423380196, unsorted
10,0.5,2373.1808033337065, sorted
1,0.6,2347.6094611146377, unsorted
1,0.6,2347.6094611146414, sorted
2,0.6,2347.609461114638, unsorted
2,0.6,2364.087978082567, sorted
3,0.6,2347.609461114638, unsorted
3,0.6,2373.998013075242, sorted
5,0.6,2347.609461114638, unsorted
5,0.6,2376.5547757426934, sorted
10,0.6,2349.106623682861, unsorted
10,0.6,2376.6966942321915, sorted
1,0.7,2380.942794447972, unsorted
1,0.7,2380.94279444797, sorted
2,0.7,2380.942794447972, unsorted
2,0.7,2380.942794447972, sorted
3,0.7,2380.9427944479717, unsorted
3,0.7,2383.013593691001, sorted
5,0.7,2380.9427944479717, unsorted
5,0.7,2386.35268034372, sorted
10,0.7,2380.9427944479717, unsorted
10,0.7,2386.9686894605043, sorted
1,0.8,2388.085651590827, unsorted
1,0.8,2388.085651590829, sorted
2,0.8,2388.0856515908276, unsorted
2,0.8,2388.085651590828, sorted
3,0.8,2388.085651590829, unsorted
3,0.8,2388.08565159083, sorted
5,0.8,2388.085651590829, unsorted
5,0.8,2388.0856515908285, sorted
10,0.8,2388.0856515908285, unsorted
10,0.8,2388.0856515908285, sorted
1,0.9,2338.085651590827, unsorted
1,0.9,2338.0856515908285, sorted
2,0.9,2338.0856515908276, unsorted
2,0.9,2338.085651590828, sorted
3,0.9,2338.085651590829, unsorted
3,0.9,2338.0856515908295, sorted
5,0.9,2338.085651590829, unsorted
5,0.9,2338.0856515908285, sorted
10,0.9,2338.0856515908285, unsorted
10,0.9,2338.0856515908285, sorted
1,0.5,2305.6730031826864, unsorted
1,0.5,2305.673003182687, sorted
2,0.5,2305.6730031826846, unsorted
2,0.5,2365.11640130098, sorted
3,0.5,2305.6730031826846, unsorted
3,0.5,2368.7509744832487, sorted
5,0.5,2311.3221202429495, unsorted
5,0.5,2371.2978128035843, sorted
10,0.5,2316.5076275396855, unsorted
10,0.5,2372.366063944581, sorted
1,0.6,2343.7808528219534, unsorted
1,0.6,2343.780852821957, sorted
2,0.6,2343.780852821954, unsorted
2,0.6,2364.177523485203, sorted
3,0.6,2343.780852821955, unsorted
3,0.6,2369.7343478976104, sorted
5,0.6,2344.2696741791906, unsorted
5,0.6,2370.549269773383, sorted
10,0.6,2344.950310545693, unsorted
10,0.6,2371.6999980631895, sorted
1,0.7,2377.1141861552887, unsorted
1,0.7,2377.114186155286, sorted
2,0.7,2377.1141861552887, unsorted
2,0.7,2377.1141861552887, sorted
3,0.7,2377.114186155288, unsorted
3,0.7,2378.9037868067026, sorted
5,0.7,2377.1141861552883, unsorted
5,0.7,2380.969058534948, sorted
10,0.7,2377.1141861552883, unsorted
10,0.7,2380.969058534947, sorted
1,0.8,2384.2570432981433, unsorted
1,0.8,2384.257043298146, sorted
2,0.8,2384.257043298144, unsorted
2,0.8,2384.2570432981443, sorted
3,0.8,2384.2570432981447, unsorted
3,0.8,2384.257043298146, sorted
5,0.8,2384.257043298145, unsorted
5,0.8,2384.257043298145, sorted
10,0.8,2384.257043298145, unsorted
10,0.8,2384.2570432981447, sorted
1,0.9,2334.2570432981433, unsorted
1,0.9,2334.2570432981456, sorted
2,0.9,2334.257043298144, unsorted
2,0.9,2334.2570432981447, sorted
3,0.9,2334.2570432981447, unsorted
3,0.9,2334.257043298146, sorted
5,0.9,2334.257043298145, unsorted
5,0.9,2334.257043298145, sorted
10,0.9,2334.257043298145, unsorted
10,0.9,2334.2570432981447, sorted
1,0.5,2313.9015384910444, unsorted
1,0.5,2313.901538491046, sorted
2,0.5,2314.862928338679, unsorted
2,0.5,2369.922322060259, sorted
3,0.5,2318.3594359001454, unsorted
3,0.5,2373.299574317748, sorted
5,0.5,2317.2450752545096, unsorted
5,0.5,2376.3805382085825, sorted
10,0.5,2319.8072735785995, unsorted
10,0.5,2377.715852134828, sorted
1,0.6,2359.697455370903, unsorted
1,0.6,2359.697455370905, sorted
2,0.6,2359.6974553709033, unsorted
2,0.6,2373.599901748281, sorted
3,0.6,2359.6974553709024, unsorted
3,0.6,2380.8078926722756, sorted
5,0.6,2359.697455370903, unsorted
5,0.6,2382.1824303359836, sorted
10,0.6,2359.697455370903, unsorted
10,0.6,2383.057379816852, sorted
1,0.7,2393.0307887042354, unsorted
1,0.7,2393.030788704233, sorted
2,0.7,2393.0307887042363, unsorted
2,0.7,2393.0307887042363, sorted
3,0.7,2393.030788704236, unsorted
3,0.7,2393.0307887042372, sorted
5,0.7,2393.0307887042363, unsorted
5,0.7,2396.1925139033356, sorted
10,0.7,2393.030788704236, unsorted
10,0.7,2396.1925139033356, sorted
1,0.8,2400.1736458470928, unsorted
1,0.8,2400.173645847094, sorted
2,0.8,2400.1736458470923, unsorted
2,0.8,2400.1736458470923, sorted
3,0.8,2400.1736458470928, unsorted
3,0.8,2400.173645847094, sorted
5,0.8,2400.173645847093, unsorted
5,0.8,2400.173645847093, sorted
10,0.8,2400.1736458470928, unsorted
10,0.8,2400.1736458470928, sorted
1,0.9,2350.1736458470928, unsorted
1,0.9,2350.173645847093, sorted
2,0.9,2350.1736458470923, unsorted
2,0.9,2350.1736458470923, sorted
3,0.9,2350.1736458470928, unsorted
3,0.9,2350.173645847094, sorted
5,0.9,2350.173645847093, unsorted
5,0.9,2350.173645847093, sorted
10,0.9,2350.1736458470928, unsorted
10,0.9,2350.1736458470928, sorted
1,0.5,2315.380850725653, unsorted
1,0.5,2315.3808507256535, sorted
2,0.5,2315.8793780228107, unsorted
2,0.5,2359.743320216884, sorted
3,0.5,2316.9374989501243, unsorted
3,0.5,2364.3272259382297, sorted
5,0.5,2321.8923111057834, unsorted
5,0.5,2371.062246732273, sorted
10,0.5,2321.979322482773, unsorted
10,0.5,2372.1304978732683, sorted
1,0.6,2369.2170483868053, unsorted
1,0.6,2369.2170483868076, sorted
2,0.6,2369.2170483868053, unsorted
2,0.6,2376.3462530400325, sorted
3,0.6,2369.2170483868053, unsorted
3,0.6,2381.9211915605865, sorted
5,0.6,2369.2170483868053, unsorted
5,0.6,2386.614237051061, sorted
10,0.6,2369.217048386805, unsorted
10,0.6,2388.4703447117568, sorted
1,0.7,2402.5503817201384, unsorted
1,0.7,2402.550381720136, sorted
2,0.7,2402.5503817201384, unsorted
2,0.7,2402.550381720139, sorted
3,0.7,2402.550381720138, unsorted
3,0.7,2402.5503817201397, sorted
5,0.7,2402.5503817201384, unsorted
5,0.7,2404.55077143141, sorted
10,0.7,2402.550381720139, unsorted
10,0.7,2406.1639384324544, sorted
1,0.8,2409.6932388629953, unsorted
1,0.8,2409.6932388629957, sorted
2,0.8,2409.693238862994, unsorted
2,0.8,2409.693238862994, sorted
3,0.8,2409.6932388629953, unsorted
3,0.8,2409.6932388629957, sorted
5,0.8,2409.6932388629957, unsorted
5,0.8,2409.6932388629957, sorted
10,0.8,2409.6932388629953, unsorted
10,0.8,2409.693238862995, sorted
1,0.9,2359.6932388629953, unsorted
1,0.9,2359.6932388629953, sorted
2,0.9,2359.693238862994, unsorted
2,0.9,2359.693238862994, sorted
3,0.9,2359.6932388629953, unsorted
3,0.9,2359.6932388629957, sorted
5,0.9,2359.6932388629957, unsorted
5,0.9,2359.6932388629957, sorted
10,0.9,2359.6932388629953, unsorted
10,0.9,2359.693238862995, sorted
1,0.5,2290.2180271648967, unsorted
1,0.5,2290.2180271648954, sorted
2,0.5,2290.218027164896, unsorted
2,0.5,2332.2520111174135, sorted
3,0.5,2290.9993434464914, unsorted
3,0.5,2335.2237982667957, sorted
5,0.5,2291.630222254448, unsorted
5,0.5,2339.5308993424233, sorted
10,0.5,2295.3938147589447, unsorted
10,0.5,2340.5991504834187, sorted
1,0.6,2330.3494891385176, unsorted
1,0.6,2330.3494891385217, sorted
2,0.6,2330.349489138518, unsorted
2,0.6,2341.3555129459382, sorted
3,0.6,2330.349489138518, unsorted
3,0.6,2347.4435472387922, sorted
5,0.6,2330.3494891385176, unsorted
5,0.6,2349.0704251675616, sorted
10,0.6,2330.8815708106968, unsorted
10,0.6,2351.084199674724, sorted
1,0.7,2363.6828224718515, unsorted
1,0.7,2363.68282247185, sorted
2,0.7,2363.682822471851, unsorted
2,0.7,2363.6828224718506, sorted
3,0.7,2363.6828224718506, unsorted
3,0.7,2363.682822471852, sorted
5,0.7,2363.682822471851, unsorted
5,0.7,2365.6269724647996, sorted
10,0.7,2363.6828224718506, unsorted
10,0.7,2366.921685734725, sorted
1,0.8,2370.8256796147057, unsorted
1,0.8,2370.8256796147084, sorted
2,0.8,2370.825679614707, unsorted
2,0.8,2370.825679614707, sorted
3,0.8,2370.8256796147075, unsorted
3,0.8,2370.8256796147084, sorted
5,0.8,2370.8256796147084, unsorted
5,0.8,2370.825679614708, sorted
10,0.8,2370.825679614708, unsorted
10,0.8,2370.8256796147084, sorted
1,0.9,2320.8256796147057, unsorted
1,0.9,2320.8256796147075, sorted
2,0.9,2320.825679614707, unsorted
2,0.9,2320.825679614707, sorted
3,0.9,2320.825679614707, unsorted
3,0.9,2320.8256796147084, sorted
5,0.9,2320.8256796147084, unsorted
5,0.9,2320.825679614708, sorted
10,0.9,2320.825679614708, unsorted
10,0.9,2320.8256796147084, sorted
1,0.5,2307.5171710395466, unsorted
1,0.5,2307.517171039547, sorted
2,0.5,2307.5171710395457, unsorted
2,0.5,2370.125841325642, sorted
3,0.5,2307.8821669440795, unsorted
3,0.5,2380.2429853074073, sorted
5,0.5,2311.8718760459137, unsorted
5,0.5,2381.182575986014, sorted
10,0.5,2319.9222870408903, unsorted
10,0.5,2382.2508271270103, sorted
1,0.6,2343.1236406167895, unsorted
1,0.6,2343.1236406167923, sorted
2,0.6,2343.123640616789, unsorted
2,0.6,2367.6964371464665, sorted
3,0.6,2343.123640616789, unsorted
3,0.6,2378.5327674281334, sorted
5,0.6,2344.7624430507817, unsorted
5,0.6,2378.724824444334, sorted
10,0.6,2350.2157603458186, unsorted
10,0.6,2380.5809321050297, sorted
1,0.7,2376.456973950123, unsorted
1,0.7,2376.4569739501208, sorted
2,0.7,2376.456973950123, unsorted
2,0.7,2376.456973950123, sorted
3,0.7,2376.4569739501226, unsorted
3,0.7,2382.5179371215427, sorted
5,0.7,2376.456973950123, unsorted
5,0.7,2383.309393925314, sorted
10,0.7,2376.686935206394, unsorted
10,0.7,2383.9254030420984, sorted
1,0.8,2383.5998310929785, unsorted
1,0.8,2383.5998310929813, sorted
2,0.8,2383.599831092979, unsorted
2,0.8,2383.599831092979, sorted
3,0.8,2383.5998310929795, unsorted
3,0.8,2383.599831092981, sorted
5,0.8,2383.59983109298, unsorted
5,0.8,2383.59983109298, sorted
10,0.8,2383.59983109298, unsorted
10,0.8,2383.5998310929795, sorted
1,0.9,2333.5998310929785, unsorted
1,0.9,2333.599831092981, sorted
2,0.9,2333.599831092979, unsorted
2,0.9,2333.599831092979, sorted
3,0.9,2333.5998310929795, unsorted
3,0.9,2333.599831092981, sorted
5,0.9,2333.59983109298, unsorted
5,0.9,2333.59983109298, sorted
10,0.9,2333.59983109298, unsorted
10,0.9,2333.5998310929795, sorted
1,0.5,2314.4772171802233, unsorted
1,0.5,2314.4772171802224, sorted
2,0.5,2314.4772171802215, unsorted
2,0.5,2368.4035580638397, sorted
3,0.5,2316.2997483081162, unsorted
3,0.5,2372.319806822062, sorted
5,0.5,2316.592733979579, unsorted
5,0.5,2378.3774287925125, sorted
10,0.5,2320.6034950373914, unsorted
10,0.5,2380.246868289256, sorted
1,0.6,2362.530429686429, unsorted
1,0.6,2362.530429686433, sorted
2,0.6,2362.5304296864306, unsorted
2,0.6,2375.0930795605423, sorted
3,0.6,2362.53042968643, unsorted
3,0.6,2384.087981181312, sorted
5,0.6,2362.5304296864306, unsorted
5,0.6,2387.6852336397938, sorted
10,0.6,2362.7283092705225, unsorted
10,0.6,2388.5759314776296, sorted
1,0.7,2395.8637630197645, unsorted
1,0.7,2395.8637630197622, sorted
2,0.7,2395.8637630197636, unsorted
2,0.7,2395.8637630197636, sorted
3,0.7,2395.863763019764, unsorted
3,0.7,2395.8637630197645, sorted
5,0.7,2395.863763019764, unsorted
5,0.7,2400.468022298306, sorted
10,0.7,2395.8637630197636, unsorted
10,0.7,2400.765577683972, sorted
1,0.8,2403.006620162619, unsorted
1,0.8,2403.006620162621, sorted
2,0.8,2403.0066201626196, unsorted
2,0.8,2403.0066201626196, sorted
3,0.8,2403.006620162621, unsorted
3,0.8,2403.0066201626214, sorted
5,0.8,2403.0066201626205, unsorted
5,0.8,2403.0066201626205, sorted
10,0.8,2403.0066201626205, unsorted
10,0.8,2403.0066201626205, sorted
1,0.9,2353.006620162619, unsorted
1,0.9,2353.0066201626205, sorted
2,0.9,2353.0066201626196, unsorted
2,0.9,2353.0066201626196, sorted
3,0.9,2353.006620162621, unsorted
3,0.9,2353.0066201626214, sorted
5,0.9,2353.0066201626205, unsorted
5,0.9,2353.0066201626205, sorted
10,0.9,2353.0066201626205, unsorted
10,0.9,2353.0066201626205, sorted
1,0.5,2316.230272100691, unsorted
1,0.5,2316.2302721006918, sorted
2,0.5,2318.689278022046, unsorted
2,0.5,2377.882856138161, sorted
3,0.5,2319.988561006176, unsorted
3,0.5,2384.7465373945915, sorted
5,0.5,2321.206136212328, unsorted
5,0.5,2387.0457966506174, sorted
10,0.5,2325.81097576515, unsorted
10,0.5,2388.6481733621117, sorted
1,0.6,2360.1079878290166, unsorted
1,0.6,2360.1079878290207, sorted
2,0.6,2360.1079878290175, unsorted
2,0.6,2378.257537395162, sorted
3,0.6,2360.1079878290184, unsorted
3,0.6,2388.706568888569, sorted
5,0.6,2360.107987829019, unsorted
5,0.6,2388.9303782624706, sorted
10,0.6,2361.2769769634347, unsorted
10,0.6,2390.9441527696326, sorted
1,0.7,2393.4413211623546, unsorted
1,0.7,2393.4413211623496, sorted
2,0.7,2393.4413211623532, unsorted
2,0.7,2393.4413211623523, sorted
3,0.7,2393.4413211623514, unsorted
3,0.7,2396.647987833553, sorted
5,0.7,2393.4413211623523, unsorted
5,0.7,2398.045580440895, sorted
10,0.7,2393.4413211623523, unsorted
10,0.7,2398.3431358265607, sorted
1,0.8,2400.5841783052074, unsorted
1,0.8,2400.58417830521, sorted
2,0.8,2400.5841783052083, unsorted
2,0.8,2400.5841783052083, sorted
3,0.8,2400.5841783052088, unsorted
3,0.8,2400.58417830521, sorted
5,0.8,2400.584178305209, unsorted
5,0.8,2400.584178305209, sorted
10,0.8,2400.584178305209, unsorted
10,0.8,2400.5841783052088, sorted
1,0.9,2350.584178305207, unsorted
1,0.9,2350.5841783052097, sorted
2,0.9,2350.5841783052083, unsorted
2,0.9,2350.5841783052083, sorted
3,0.9,2350.5841783052088, unsorted
3,0.9,2350.58417830521, sorted
5,0.9,2350.584178305209, unsorted
5,0.9,2350.584178305209, sorted
10,0.9,2350.584178305209, unsorted
10,0.9,2350.5841783052088, sorted
1,0.5,2302.393954273194, unsorted
1,0.5,2302.3939542731937, sorted
2,0.5,2302.3939542731923, unsorted
2,0.5,2369.2009372466778, sorted
3,0.5,2302.7732041085937, unsorted
3,0.5,2373.943864578085, sorted
5,0.5,2303.866945467028, unsorted
5,0.5,2376.7675075441393, sorted
10,0.5,2308.8375059796545, unsorted
10,0.5,2378.3698842556337, sorted
1,0.6,2333.688115142519, unsorted
1,0.6,2333.688115142522, sorted
2,0.6,2333.6881151425187, unsorted
2,0.6,2363.2607494173885, sorted
3,0.6,2333.68811514252, unsorted
3,0.6,2369.2000016878214, sorted
5,0.6,2333.6881151425196, unsorted
5,0.6,2371.1219962321875, sorted
10,0.6,2336.165381908484, unsorted
10,0.6,2372.383146297557, sorted
1,0.7,2367.021448475853, unsorted
1,0.7,2367.0214484758512, sorted
2,0.7,2367.0214484758535, unsorted
2,0.7,2367.0214484758535, sorted
3,0.7,2367.0214484758526, unsorted
3,0.7,2373.1386513655953, sorted
5,0.7,2367.0214484758535, unsorted
5,0.7,2374.2485619004856, sorted
10,0.7,2367.021448475853, unsorted
10,0.7,2374.8645710172696, sorted
1,0.8,2374.1643056187095, unsorted
1,0.8,2374.1643056187118, sorted
2,0.8,2374.164305618709, unsorted
2,0.8,2374.1643056187095, sorted
3,0.8,2374.1643056187095, unsorted
3,0.8,2374.1643056187104, sorted
5,0.8,2374.1643056187104, unsorted
5,0.8,2374.1643056187104, sorted
10,0.8,2374.16430561871, unsorted
10,0.8,2374.16430561871, sorted
1,0.9,2324.1643056187095, unsorted
1,0.9,2324.1643056187113, sorted
2,0.9,2324.164305618709, unsorted
2,0.9,2324.1643056187095, sorted
3,0.9,2324.1643056187095, unsorted
3,0.9,2324.1643056187104, sorted
5,0.9,2324.1643056187104, unsorted
5,0.9,2324.1643056187104, sorted
10,0.9,2324.16430561871, unsorted
10,0.9,2324.16430561871, sorted
1,0.5,2296.6343586801017, unsorted
1,0.5,2296.6343586800995, sorted
2,0.5,2296.634358680099, unsorted
2,0.5,2346.3743253591047, sorted
3,0.5,2296.6343586801, unsorted
3,0.5,2355.947601909903, sorted
5,0.5,2299.9411172884, unsorted
5,0.5,2358.4895693000035, sorted
10,0.5,2304.473968765931, unsorted
10,0.5,2359.2907576557513, sorted
1,0.6,2334.5089053437073, unsorted
1,0.6,2334.5089053437096, sorted
2,0.6,2334.508905343707, unsorted
2,0.6,2349.203112760637, sorted
3,0.6,2334.508905343707, unsorted
3,0.6,2360.1638187623953, sorted
5,0.6,2335.2032240110766, unsorted
5,0.6,2362.401402643459, sorted
10,0.6,2335.734134196445, unsorted
10,0.6,2362.846751562377, sorted
1,0.7,2367.842238677039, unsorted
1,0.7,2367.8422386770385, sorted
2,0.7,2367.84223867704, unsorted
2,0.7,2367.8422386770394, sorted
3,0.7,2367.84223867704, unsorted
3,0.7,2369.5128764109704, sorted
5,0.7,2367.8422386770403, unsorted
5,0.7,2372.821191405024, sorted
10,0.7,2367.8422386770394, unsorted
10,0.7,2373.437200521808, sorted
1,0.8,2374.985095819897, unsorted
1,0.8,2374.985095819899, sorted
2,0.8,2374.9850958198954, unsorted
2,0.8,2374.9850958198963, sorted
3,0.8,2374.9850958198967, unsorted
3,0.8,2374.985095819897, sorted
5,0.8,2374.985095819897, unsorted
5,0.8,2374.9850958198967, sorted
10,0.8,2374.9850958198967, unsorted
10,0.8,2374.9850958198967, sorted
1,0.9,2324.9850958198967, unsorted
1,0.9,2324.985095819898, sorted
2,0.9,2324.985095819896, unsorted
2,0.9,2324.985095819896, sorted
3,0.9,2324.9850958198967, unsorted
3,0.9,2324.985095819897, sorted
5,0.9,2324.985095819897, unsorted
5,0.9,2324.9850958198967, sorted
10,0.9,2324.9850958198967, unsorted
10,0.9,2324.9850958198967, sorted
1,0.5,2311.368522134084, unsorted
1,0.5,2311.3685221340834, sorted
2,0.5,2311.368522134082, unsorted
2,0.5,2368.107195888245, sorted
3,0.5,2311.368522134082, unsorted
3,0.5,2373.7994557587267, sorted
5,0.5,2313.1753049050094, unsorted
5,0.5,2378.378490549838, sorted
10,0.5,2314.057498141247, unsorted
10,0.5,2380.2479300465816, sorted
1,0.6,2357.0684544460314, unsorted
1,0.6,2357.0684544460332, sorted
2,0.6,2357.068454446031, unsorted
2,0.6,2371.4955990777125, sorted
3,0.6,2357.0684544460314, unsorted
3,0.6,2382.72336786472, sorted
5,0.6,2357.0684544460314, unsorted
5,0.6,2384.960951745784, sorted
10,0.6,2357.0684544460314, unsorted
10,0.6,2385.4063006647016, sorted
1,0.7,2390.401787779365, unsorted
1,0.7,2390.4017877793635, sorted
2,0.7,2390.401787779365, unsorted
2,0.7,2390.401787779365, sorted
3,0.7,2390.4017877793644, unsorted
3,0.7,2392.0724255132955, sorted
5,0.7,2390.401787779365, unsorted
5,0.7,2395.3807405073485, sorted
10,0.7,2390.401787779364, unsorted
10,0.7,2395.996749624133, sorted
1,0.8,2397.544644922221, unsorted
1,0.8,2397.5446449222227, sorted
2,0.8,2397.5446449222204, unsorted
2,0.8,2397.5446449222204, sorted
3,0.8,2397.544644922221, unsorted
3,0.8,2397.5446449222222, sorted
5,0.8,2397.544644922222, unsorted
5,0.8,2397.544644922222, sorted
10,0.8,2397.544644922222, unsorted
10,0.8,2397.5446449222213, sorted
1,0.9,2347.5446449222204, unsorted
1,0.9,2347.544644922222, sorted
2,0.9,2347.5446449222204, unsorted
2,0.9,2347.5446449222204, sorted
3,0.9,2347.544644922221, unsorted
3,0.9,2347.5446449222222, sorted
5,0.9,2347.544644922222, unsorted
5,0.9,2347.544644922222, sorted
10,0.9,2347.544644922222, unsorted
10,0.9,2347.5446449222213, sorted
1,0.5,2309.541670167948, unsorted
1,0.5,2309.5416701679483, sorted
2,0.5,2312.925361590712, unsorted
2,0.5,2352.6311457566953, sorted
3,0.5,2310.178240928128, unsorted
3,0.5,2362.430172709399, sorted
5,0.5,2314.0502113098682, unsorted
5,0.5,2366.7421447152606, sorted
10,0.5,2317.4597074943454, unsorted
10,0.5,2367.543333071008, sorted
1,0.6,2359.269269618722, unsorted
1,0.6,2359.269269618726, sorted
2,0.6,2359.2692696187223, unsorted
2,0.6,2367.5705690620102, sorted
3,0.6,2359.2692696187223, unsorted
3,0.6,2377.842662111387, sorted
5,0.6,2359.2692696187223, unsorted
5,0.6,2379.7887188265436, sorted
10,0.6,2359.2692696187223, unsorted
10,0.6,2382.602546123189, sorted
1,0.7,2392.602602952056, unsorted
1,0.7,2392.6026029520535, sorted
2,0.7,2392.602602952056, unsorted
2,0.7,2392.6026029520553, sorted
3,0.7,2392.6026029520553, unsorted
3,0.7,2392.6026029520563, sorted
5,0.7,2392.6026029520553, unsorted
5,0.7,2395.9330473061236, sorted
10,0.7,2392.6026029520553, unsorted
10,0.7,2396.8884084994793, sorted
1,0.8,2399.7454600949113, unsorted
1,0.8,2399.745460094912, sorted
2,0.8,2399.745460094912, unsorted
2,0.8,2399.745460094911, sorted
3,0.8,2399.7454600949122, unsorted
3,0.8,2399.745460094913, sorted
5,0.8,2399.7454600949127, unsorted
5,0.8,2399.7454600949127, sorted
10,0.8,2399.7454600949122, unsorted
10,0.8,2399.745460094912, sorted
1,0.9,2349.7454600949113, unsorted
1,0.9,2349.7454600949113, sorted
2,0.9,2349.745460094912, unsorted
2,0.9,2349.745460094911, sorted
3,0.9,2349.7454600949122, unsorted
3,0.9,2349.745460094913, sorted
5,0.9,2349.7454600949127, unsorted
5,0.9,2349.7454600949127, sorted
10,0.9,2349.7454600949122, unsorted
10,0.9,2349.745460094912, sorted
1,0.5,2309.4826608762596, unsorted
1,0.5,2309.48266087626, sorted
2,0.5,2309.4826608762587, unsorted
2,0.5,2363.070653796826, sorted
3,0.5,2309.482660876259, unsorted
3,0.5,2367.0015153457516, sorted
5,0.5,2309.4826608762596, unsorted
5,0.5,2372.787203600719, sorted
10,0.5,2312.2763015544774, unsorted
10,0.5,2374.6566430974617, sorted
1,0.6,2355.2002464822717, unsorted
1,0.6,2355.2002464822754, sorted
2,0.6,2355.2002464822726, unsorted
