NumTeachers, target, IG, sortedStudents
1,0.9,2350.6604082221847, unsorted
1,0.9,2350.660408222186, sorted
2,0.9,2350.6604082221843, unsorted
2,0.9,2350.6604082221847, sorted
3,0.9,2350.660408222185, unsorted
3,0.9,2350.6604082221866, sorted
5,0.9,2350.6604082221857, unsorted
5,0.9,2350.660408222185, sorted
10,0.9,2350.660408222185, unsorted
10,0.9,2350.6604082221847, sorted
1,0.5,2298.1549531033947, unsorted
1,0.5,2298.1549531033947, sorted
2,0.5,2298.1549531033925, unsorted
2,0.5,2355.9562820130477, sorted
3,0.5,2298.154953103392, unsorted
3,0.5,2362.4291109520723, sorted
5,0.5,2300.767795160301, unsorted
5,0.5,2364.8375469495495, sorted
10,0.5,2301.887026736172, unsorted
10,0.5,2364.8375469495495, sorted
1,0.6,2327.9202935715575, unsorted
1,0.6,2327.920293571558, sorted
2,0.6,2327.920293571556, unsorted
2,0.6,2352.860282628075, sorted
3,0.6,2327.9202935715566, unsorted
3,0.6,2353.960800024202, sorted
5,0.6,2327.9202935715566, unsorted
5,0.6,2356.7894964071365, sorted
10,0.6,2327.9846417630242, unsorted
10,0.6,2357.7825578504767, sorted
1,0.7,2361.253626904889, unsorted
1,0.7,2361.2536269048887, sorted
2,0.7,2361.2536269048896, unsorted
2,0.7,2361.253626904891, sorted
3,0.7,2361.2536269048896, unsorted
3,0.7,2363.0994672746265, sorted
5,0.7,2361.2536269048896, unsorted
5,0.7,2365.483192733991, sorted
10,0.7,2361.2536269048896, unsorted
10,0.7,2365.48319273399, sorted
1,0.8,2368.3964840477456, unsorted
1,0.8,2368.3964840477474, sorted
2,0.8,2368.3964840477456, unsorted
2,0.8,2368.3964840477465, sorted
3,0.8,2368.396484047746, unsorted
3,0.8,2368.396484047747, sorted
5,0.8,2368.396484047747, unsorted
5,0.8,2368.396484047747, sorted
10,0.8,2368.396484047747, unsorted
10,0.8,2368.3964840477465, sorted
1,0.9,2318.3964840477456, unsorted
1,0.9,2318.3964840477474, sorted
2,0.9,2318.396484047746, unsorted
2,0.9,2318.3964840477465, sorted
3,0.9,2318.3964840477465, unsorted
3,0.9,2318.396484047747, sorted
5,0.9,2318.3964840477465, unsorted
5,0.9,2318.396484047747, sorted
10,0.9,2318.396484047747, unsorted
10,0.9,2318.3964840477465, sorted
1,0.5,2307.378908998969, unsorted
1,0.5,2307.3789089989696, sorted
2,0.5,2311.2658583668444, unsorted
2,0.5,2355.2262170963218, sorted
3,0.5,2313.5306549157945, unsorted
3,0.5,2358.469937961187, sorted
5,0.5,2310.475547437831, unsorted
5,0.5,2364.9330250397456, sorted
10,0.5,2312.0719176528264, unsorted
10,0.5,2366.0012761807416, sorted
1,0.6,2356.3104834107235, unsorted
1,0.6,2356.310483410728, sorted
2,0.6,2356.310483410724, unsorted
2,0.6,2366.3773270505335, sorted
3,0.6,2356.310483410725, unsorted
3,0.6,2373.6311129348937, sorted
5,0.6,2356.310483410725, unsorted
5,0.6,2376.1248821744734, sorted
10,0.6,2356.3104834107253, unsorted
10,0.6,2378.3752485897285, sorted
1,0.7,2389.643816744059, unsorted
1,0.7,2389.6438167440556, sorted
2,0.7,2389.6438167440583, unsorted
2,0.7,2389.643816744058, sorted
3,0.7,2389.6438167440583, unsorted
3,0.7,2389.643816744059, sorted
5,0.7,2389.6438167440583, unsorted
5,0.7,2392.5995676486855, sorted
10,0.7,2389.643816744058, unsorted
10,0.7,2393.257373456374, sorted
1,0.8,2396.786673886914, unsorted
1,0.8,2396.7866738869157, sorted
2,0.8,2396.7866738869143, unsorted
2,0.8,2396.786673886914, sorted
3,0.8,2396.7866738869147, unsorted
3,0.8,2396.786673886915, sorted
5,0.8,2396.786673886915, unsorted
5,0.8,2396.786673886915, sorted
10,0.8,2396.786673886915, unsorted
10,0.8,2396.7866738869147, sorted
1,0.9,2346.786673886914, unsorted
1,0.9,2346.786673886915, sorted
2,0.9,2346.7866738869143, unsorted
2,0.9,2346.786673886914, sorted
3,0.9,2346.7866738869147, unsorted
3,0.9,2346.786673886915, sorted
5,0.9,2346.786673886915, unsorted
5,0.9,2346.786673886915, sorted
10,0.9,2346.786673886915, unsorted
10,0.9,2346.7866738869147, sorted
1,0.5,2296.109682583578, unsorted
1,0.5,2296.1096825835775, sorted
2,0.5,2296.657966118221, unsorted
2,0.5,2359.427950603406, sorted
3,0.5,2298.5682336783757, unsorted
3,0.5,2366.9739016136637, sorted
5,0.5,2299.2160407251276, unsorted
5,0.5,2366.9739016136646, sorted
10,0.5,2303.7650732284033, unsorted
10,0.5,2368.0421527546605, sorted
1,0.6,2310.6533316368823, unsorted
1,0.6,2310.6533316368836, sorted
2,0.6,2310.6533316368823, unsorted
2,0.6,2347.0198047653244, sorted
3,0.6,2313.245378082861, unsorted
3,0.6,2349.574736524444, sorted
5,0.6,2311.867265477937, unsorted
5,0.6,2351.8159098551973, sorted
10,0.6,2315.4325235717843, unsorted
10,0.6,2352.5212892260856, sorted
1,0.7,2343.986664970218, unsorted
1,0.7,2343.9866649702176, sorted
2,0.7,2343.986664970217, unsorted
2,0.7,2345.2288527009187, sorted
3,0.7,2343.986664970216, unsorted
3,0.7,2351.3214430661096, sorted
5,0.7,2343.986664970216, unsorted
5,0.7,2350.8390849454076, sorted
10,0.7,2343.9866649702167, unsorted
10,0.7,2352.071103178977, sorted
1,0.8,2351.1295221130727, unsorted
1,0.8,2351.1295221130745, sorted
2,0.8,2351.129522113073, unsorted
2,0.8,2351.129522113073, sorted
3,0.8,2351.1295221130736, unsorted
3,0.8,2351.129522113073, sorted
5,0.8,2351.129522113074, unsorted
5,0.8,2351.129522113074, sorted
10,0.8,2351.129522113073, unsorted
10,0.8,2351.129522113073, sorted
1,0.9,2301.129522113072, unsorted
1,0.9,2301.129522113074, sorted
2,0.9,2301.129522113073, unsorted
2,0.9,2301.129522113073, sorted
3,0.9,2301.1295221130736, unsorted
3,0.9,2301.129522113073, sorted
5,0.9,2301.129522113074, unsorted
5,0.9,2301.1295221130736, sorted
10,0.9,2301.129522113073, unsorted
10,0.9,2301.129522113073, sorted
1,0.5,2317.7088814378117, unsorted
1,0.5,2317.708881437811, sorted
2,0.5,2323.0441011529156, unsorted
2,0.5,2367.321755889465, sorted
3,0.5,2319.8757670252558, unsorted
3,0.5,2372.655795722744, sorted
5,0.5,2323.0380724986353, unsorted
5,0.5,2380.068215340378, sorted
10,0.5,2330.318044638751, unsorted
10,0.5,2380.3352781256267, sorted
1,0.6,2371.7127364966054, unsorted
1,0.6,2371.7127364966086, sorted
2,0.6,2371.7127364966054, unsorted
2,0.6,2380.7113289954195, sorted
3,0.6,2371.712736496607, unsorted
3,0.6,2389.0333660207752, sorted
5,0.6,2371.712736496607, unsorted
5,0.6,2391.527135260355, sorted
10,0.6,2371.9571360963337, unsorted
10,0.6,2393.7775016756095, sorted
1,0.7,2405.04606982994, unsorted
1,0.7,2405.046069829938, sorted
2,0.7,2405.0460698299403, unsorted
2,0.7,2405.0460698299403, sorted
3,0.7,2405.04606982994, unsorted
3,0.7,2405.0460698299403, sorted
5,0.7,2405.0460698299403, unsorted
5,0.7,2408.001820734567, sorted
10,0.7,2405.04606982994, unsorted
10,0.7,2408.659626542256, sorted
1,0.8,2412.1889269727963, unsorted
1,0.8,2412.188926972797, sorted
2,0.8,2412.1889269727963, unsorted
2,0.8,2412.1889269727944, sorted
3,0.8,2412.1889269727963, unsorted
3,0.8,2412.188926972797, sorted
5,0.8,2412.1889269727967, unsorted
5,0.8,2412.1889269727967, sorted
10,0.8,2412.188926972797, unsorted
10,0.8,2412.1889269727967, sorted
1,0.9,2362.188926972796, unsorted
1,0.9,2362.1889269727967, sorted
2,0.9,2362.1889269727963, unsorted
2,0.9,2362.188926972795, sorted
3,0.9,2362.1889269727963, unsorted
3,0.9,2362.188926972797, sorted
5,0.9,2362.1889269727967, unsorted
5,0.9,2362.1889269727967, sorted
10,0.9,2362.188926972797, unsorted
10,0.9,2362.1889269727967, sorted
1,0.5,2320.6503074395223, unsorted
1,0.5,2320.6503074395223, sorted
2,0.5,2322.0014140382955, unsorted
2,0.5,2372.491903182448, sorted
3,0.5,2322.1041737722535, unsorted
3,0.5,2378.193904913399, sorted
5,0.5,2323.0891267424495, unsorted
5,0.5,2381.427883917796, sorted
10,0.5,2331.8799521466717, unsorted
10,0.5,2383.8314489850372, sorted
1,0.6,2375.5419738778396, unsorted
1,0.6,2375.5419738778414, sorted
2,0.6,2375.5419738778396, unsorted
2,0.6,2384.896523318206, sorted
3,0.6,2375.541973877839, unsorted
3,0.6,2393.668252176996, sorted
5,0.6,2375.5419738778396, unsorted
5,0.6,2393.663527812863, sorted
10,0.6,2375.5419738778396, unsorted
10,0.6,2396.4773551095077, sorted
1,0.7,2408.8753072111717, unsorted
1,0.7,2408.87530721117, sorted
2,0.7,2408.875307211173, unsorted
2,0.7,2408.875307211173, sorted
3,0.7,2408.875307211173, unsorted
3,0.7,2408.875307211174, sorted
5,0.7,2408.875307211173, unsorted
5,0.7,2410.7632174857986, sorted
10,0.7,2408.8753072111726, unsorted
10,0.7,2411.739477024606, sorted
1,0.8,2416.018164354029, unsorted
1,0.8,2416.0181643540304, sorted
2,0.8,2416.0181643540286, unsorted
2,0.8,2416.018164354028, sorted
3,0.8,2416.01816435403, unsorted
3,0.8,2416.01816435403, sorted
5,0.8,2416.01816435403, unsorted
5,0.8,2416.01816435403, sorted
10,0.8,2416.0181643540304, unsorted
10,0.8,2416.0181643540295, sorted
1,0.9,2366.018164354029, unsorted
1,0.9,2366.01816435403, sorted
2,0.9,2366.0181643540286, unsorted
2,0.9,2366.0181643540286, sorted
3,0.9,2366.01816435403, unsorted
3,0.9,2366.01816435403, sorted
5,0.9,2366.01816435403, unsorted
5,0.9,2366.0181643540295, sorted
10,0.9,2366.0181643540304, unsorted
10,0.9,2366.0181643540295, sorted
1,0.5,2312.0377687887453, unsorted
1,0.5,2312.0377687887453, sorted
2,0.5,2312.037768788743, unsorted
2,0.5,2365.6929010121476, sorted
3,0.5,2312.0377687887426, unsorted
3,0.5,2371.7748776337694, sorted
5,0.5,2315.7191986887037, unsorted
5,0.5,2375.1277752400874, sorted
10,0.5,2321.593414904542, unsorted
10,0.5,2376.7301519515813, sorted
1,0.6,2357.4068762180223, unsorted
1,0.6,2357.406876218025, sorted
2,0.6,2357.406876218022, unsorted
2,0.6,2370.786052293854, sorted
3,0.6,2357.4068762180223, unsorted
3,0.6,2380.0371392731395, sorted
5,0.6,2357.406876218022, unsorted
5,0.6,2382.546656869687, sorted
10,0.6,2357.406876218022, unsorted
10,0.6,2383.7092884230065, sorted
1,0.7,2390.740209551355, unsorted
1,0.7,2390.7402095513526, sorted
2,0.7,2390.7402095513557, unsorted
2,0.7,2390.7402095513553, sorted
3,0.7,2390.7402095513553, unsorted
3,0.7,2390.823882228705, sorted
5,0.7,2390.7402095513553, unsorted
5,0.7,2395.026015098779, sorted
10,0.7,2390.7402095513553, unsorted
10,0.7,2395.3235704844456, sorted
1,0.8,2397.8830666942113, unsorted
1,0.8,2397.8830666942126, sorted
2,0.8,2397.8830666942113, unsorted
2,0.8,2397.8830666942117, sorted
3,0.8,2397.883066694212, unsorted
3,0.8,2397.883066694213, sorted
5,0.8,2397.8830666942126, unsorted
5,0.8,2397.883066694212, sorted
10,0.8,2397.883066694212, unsorted
10,0.8,2397.8830666942117, sorted
1,0.9,2347.883066694211, unsorted
1,0.9,2347.883066694212, sorted
2,0.9,2347.8830666942113, unsorted
2,0.9,2347.8830666942113, sorted
3,0.9,2347.883066694212, unsorted
3,0.9,2347.883066694213, sorted
5,0.9,2347.8830666942126, unsorted
5,0.9,2347.883066694212, sorted
10,0.9,2347.883066694212, unsorted
10,0.9,2347.8830666942117, sorted
1,0.5,2300.123994407516, unsorted
1,0.5,2300.123994407514, sorted
2,0.5,2300.123994407515, unsorted
2,0.5,2358.6132112142814, sorted
3,0.5,2300.1239944075146, unsorted
3,0.5,2365.5109889823534, sorted
5,0.5,2300.868943044939, unsorted
5,0.5,2367.785893587206, sorted
10,0.5,2302.644954157199, unsorted
10,0.5,2368.5870819429533, sorted
1,0.6,2335.2733155442875, unsorted
1,0.6,2335.27331554429, sorted
2,0.6,2335.273315544288, unsorted
2,0.6,2357.2666709668056, sorted
3,0.6,2335.2733155442884, unsorted
3,0.6,2365.5597164572823, sorted
5,0.6,2335.273315544288, unsorted
5,0.6,2368.676094912669, sorted
10,0.6,2335.2733155442884, unsorted
10,0.6,2368.8061101386543, sorted
1,0.7,2368.606648877623, unsorted
1,0.7,2368.606648877621, sorted
2,0.7,2368.6066488776214, unsorted
2,0.7,2368.6066488776214, sorted
3,0.7,2368.6066488776214, unsorted
3,0.7,2372.7568896623297, sorted
5,0.7,2368.6066488776214, unsorted
5,0.7,2375.4590688528124, sorted
10,0.7,2368.6066488776214, unsorted
10,0.7,2376.0750779695973, sorted
1,0.8,2375.7495060204765, unsorted
1,0.8,2375.7495060204797, sorted
2,0.8,2375.7495060204774, unsorted
2,0.8,2375.7495060204774, sorted
3,0.8,2375.7495060204783, unsorted
3,0.8,2375.749506020479, sorted
5,0.8,2375.7495060204787, unsorted
5,0.8,2375.7495060204783, sorted
10,0.8,2375.7495060204783, unsorted
10,0.8,2375.7495060204783, sorted
1,0.9,2325.7495060204765, unsorted
1,0.9,2325.749506020479, sorted
2,0.9,2325.7495060204774, unsorted
2,0.9,2325.7495060204774, sorted
3,0.9,2325.7495060204783, unsorted
3,0.9,2325.749506020479, sorted
5,0.9,2325.7495060204787, unsorted
5,0.9,2325.7495060204783, sorted
10,0.9,2325.7495060204783, unsorted
10,0.9,2325.7495060204783, sorted
1,0.5,2312.363509351241, unsorted
1,0.5,2312.363509351242, sorted
2,0.5,2313.164719864769, unsorted
2,0.5,2387.49250033313, sorted
3,0.5,2315.3825637293075, unsorted
3,0.5,2387.9392040156436, sorted
5,0.5,2316.3173056354613, unsorted
5,0.5,2392.122515559117, sorted
10,0.5,2324.0136424681996, unsorted
10,0.5,2394.7980143418413, sorted
1,0.6,2346.501207418553, unsorted
1,0.6,2346.5012074185556, sorted
2,0.6,2346.501207418553, unsorted
2,0.6,2378.8985685745834, sorted
3,0.6,2346.5012074185543, unsorted
3,0.6,2383.6664732680065, sorted
5,0.6,2347.1696475152735, unsorted
5,0.6,2386.451514029727, sorted
10,0.6,2348.335399106779, unsorted
10,0.6,2386.8968629486453, sorted
1,0.7,2379.8345407518887, unsorted
1,0.7,2379.834540751886, sorted
2,0.7,2379.834540751888, unsorted
2,0.7,2379.834540751888, sorted
3,0.7,2379.8345407518873, unsorted
3,0.7,2386.5324113855445, sorted
5,0.7,2379.8345407518873, unsorted
5,0.7,2386.6869607270783, sorted
10,0.7,2379.8345407518873, unsorted
10,0.7,2387.918978960648, sorted
1,0.8,2386.9773978947433, unsorted
1,0.8,2386.9773978947455, sorted
2,0.8,2386.9773978947437, unsorted
2,0.8,2386.9773978947437, sorted
3,0.8,2386.9773978947437, unsorted
3,0.8,2386.977397894745, sorted
5,0.8,2386.9773978947446, unsorted
5,0.8,2386.9773978947446, sorted
10,0.8,2386.9773978947446, unsorted
10,0.8,2386.9773978947437, sorted
1,0.9,2336.9773978947437, unsorted
1,0.9,2336.977397894745, sorted
2,0.9,2336.977397894744, unsorted
2,0.9,2336.9773978947437, sorted
3,0.9,2336.977397894744, unsorted
3,0.9,2336.977397894745, sorted
5,0.9,2336.9773978947446, unsorted
5,0.9,2336.9773978947446, sorted
10,0.9,2336.9773978947446, unsorted
10,0.9,2336.9773978947437, sorted
1,0.5,2323.318838421476, unsorted
1,0.5,2323.318838421475, sorted
2,0.5,2323.3188384214736, unsorted
2,0.5,2389.952978522807, sorted
3,0.5,2323.3188384214736, unsorted
3,0.5,2394.146031926747, sorted
5,0.5,2324.5405373448093, unsorted
5,0.5,2398.8585981104834, sorted
10,0.5,2327.4672767468755, unsorted
10,0.5,2400.2036538971975, sorted
1,0.6,2368.3733456081054, unsorted
1,0.6,2368.3733456081072, sorted
2,0.6,2368.3733456081045, unsorted
2,0.6,2389.1757959237366, sorted
3,0.6,2368.3733456081063, unsorted
3,0.6,2397.9665993405397, sorted
5,0.6,2368.373345608106, unsorted
5,0.6,2401.370659868379, sorted
10,0.6,2368.373345608106, unsorted
10,0.6,2401.500675094364, sorted
1,0.7,2401.706678941439, unsorted
1,0.7,2401.706678941437, sorted
2,0.7,2401.7066789414393, unsorted
2,0.7,2401.7066789414393, sorted
3,0.7,2401.7066789414384, unsorted
3,0.7,2405.4822262767057, sorted
5,0.7,2401.706678941439, unsorted
5,0.7,2408.1844054671883, sorted
10,0.7,2401.706678941439, unsorted
10,0.7,2408.800414583973, sorted
1,0.8,2408.8495360842953, unsorted
1,0.8,2408.849536084297, sorted
2,0.8,2408.8495360842944, unsorted
2,0.8,2408.8495360842953, sorted
3,0.8,2408.8495360842953, unsorted
3,0.8,2408.8495360842967, sorted
5,0.8,2408.8495360842962, unsorted
5,0.8,2408.849536084296, sorted
10,0.8,2408.8495360842962, unsorted
10,0.8,2408.8495360842953, sorted
1,0.9,2358.8495360842953, unsorted
1,0.9,2358.8495360842967, sorted
2,0.9,2358.8495360842944, unsorted
2,0.9,2358.8495360842953, sorted
3,0.9,2358.8495360842953, unsorted
3,0.9,2358.8495360842967, sorted
5,0.9,2358.8495360842962, unsorted
5,0.9,2358.849536084296, sorted
10,0.9,2358.8495360842962, unsorted
10,0.9,2358.8495360842953, sorted
1,0.5,2306.3406379880284, unsorted
1,0.5,2306.3406379880284, sorted
2,0.5,2306.340637988026, unsorted
2,0.5,2358.932390000669, sorted
3,0.5,2313.432333443295, unsorted
3,0.5,2365.5436212625546, sorted
5,0.5,2313.328804338506, unsorted
5,0.5,2369.9745118703377, sorted
10,0.5,2318.144489116036, unsorted
10,0.5,2370.7757002260846, sorted
1,0.6,2347.735374161445, unsorted
1,0.6,2347.735374161447, sorted
2,0.6,2347.735374161444, unsorted
2,0.6,2362.2071338716646, sorted
3,0.6,2347.7353741614443, unsorted
3,0.6,2371.325847182371, sorted
5,0.6,2347.7353741614443, unsorted
5,0.6,2375.2422784272403, sorted
10,0.6,2348.583118453372, unsorted
10,0.6,2375.8295458356574, sorted
1,0.7,2381.068707494776, unsorted
1,0.7,2381.068707494775, sorted
2,0.7,2381.0687074947773, unsorted
2,0.7,2381.0687074947773, sorted
3,0.7,2381.0687074947778, unsorted
3,0.7,2381.7010963755474, sorted
5,0.7,2381.068707494778, unsorted
5,0.7,2386.478593390526, sorted
10,0.7,2381.0687074947778, unsorted
10,0.7,2387.094602507311, sorted
1,0.8,2388.211564637635, unsorted
1,0.8,2388.211564637636, sorted
2,0.8,2388.211564637634, unsorted
2,0.8,2388.211564637634, sorted
3,0.8,2388.211564637634, unsorted
3,0.8,2388.211564637635, sorted
5,0.8,2388.211564637635, unsorted
5,0.8,2388.211564637635, sorted
10,0.8,2388.2115646376346, unsorted
10,0.8,2388.2115646376346, sorted
1,0.9,2338.211564637635, unsorted
1,0.9,2338.2115646376355, sorted
2,0.9,2338.211564637634, unsorted
2,0.9,2338.2115646376337, sorted
3,0.9,2338.211564637634, unsorted
3,0.9,2338.211564637635, sorted
5,0.9,2338.211564637635, unsorted
5,0.9,2338.211564637635, sorted
10,0.9,2338.2115646376346, unsorted
10,0.9,2338.2115646376346, sorted
1,0.5,2313.977313581464, unsorted
1,0.5,2313.9773135814653, sorted
2,0.5,2313.9773135814626, unsorted
2,0.5,2367.5866951600638, sorted
3,0.5,2313.9773135814617, unsorted
3,0.5,2374.460118276964, sorted
5,0.5,2317.8031966163435, unsorted
5,0.5,2377.5459530980324, sorted
10,0.5,2325.681057125661, unsorted
10,0.5,2378.881267024278, sorted
1,0.6,2357.678809933505, unsorted
1,0.6,2357.678809933508, sorted
2,0.6,2357.6788099335054, unsorted
2,0.6,2371.6018534403056, sorted
3,0.6,2357.6788099335054, unsorted
3,0.6,2380.309072988623, sorted
5,0.6,2357.6788099335054, unsorted
5,0.6,2382.81859058517, sorted
10,0.6,2358.128003945879, unsorted
10,0.6,2383.9812221384905, sorted
1,0.7,2391.012143266839, unsorted
1,0.7,2391.0121432668357, sorted
2,0.7,2391.0121432668398, unsorted
2,0.7,2391.0121432668393, sorted
3,0.7,2391.012143266839, unsorted
3,0.7,2391.095815944188, sorted
5,0.7,2391.0121432668393, unsorted
5,0.7,2395.297948814263, sorted
10,0.7,2391.012143266839, unsorted
10,0.7,2395.5955041999287, sorted
1,0.8,2398.1550004096953, unsorted
