,inanimate_008_right.png,inanimate_004_left.png,inanimate_005_left.png,inanimate_005_right.png,animate_005_left.png,animate_004_left.png,inanimate_011_right.png,animate_012_right.png,animate_006_right.png,inanimate_012_left.png,inanimate_003_right.png,animate_012_left.png,animate_001_right.png,inanimate_009_right.png,inanimate_010_right.png,inanimate_004_right.png,animate_007_right.png,inanimate_003_left.png,inanimate_002_left.png,animate_008_left.png,animate_009_left.png,inanimate_002_right.png,animate_002_left.png,animate_003_left.png,inanimate_009_left.png,inanimate_008_left.png,animate_002_right.png,animate_011_left.png,animate_010_left.png,inanimate_007_right.png,inanimate_010_left.png,inanimate_011_left.png,animate_010_right.png,animate_006_left.png,animate_007_left.png,animate_004_right.png,inanimate_001_right.png,animate_009_right.png,inanimate_007_left.png,inanimate_006_left.png,animate_003_right.png,animate_001_left.png,inanimate_012_right.png,inanimate_006_right.png,inanimate_001_left.png,animate_005_right.png,animate_011_right.png,animate_008_right.png
inanimate_008_right.png,1.1102230246251565e-16,0.09464948776809246,0.21429701606624374,0.179174058053037,0.3499322426281455,0.5306455183168229,0.2820818125105826,0.3645003308473952,0.4006667269554357,0.15616396531391585,0.3281952522874114,0.3582052286053895,0.3201153103445359,0.20335160802404162,0.07092233967794093,0.09152536331181105,0.3194665885397253,0.2821284043906539,0.2436499559047145,0.3705843450522974,0.37657661732922676,0.19953081412142948,0.24228396477436354,0.44145090942583765,0.3004852453647442,0.034649550109891125,0.28367255711788864,0.30272898758710065,0.42946079482102617,0.16302728334994576,0.1006486582533529,0.37088536717794296,0.39333587368554235,0.3893776060757389,0.3031234303530217,0.5888355349647578,0.1671252645044009,0.4021274455350695,0.24298606567446956,0.2936047108080311,0.46917386684699547,0.3422853250721315,0.17093161487756103,0.27907631172846536,0.17002531785664088,0.3361557435518585,0.29184662911600734,0.3777603238099294
inanimate_004_left.png,0.09464948776809246,2.220446049250313e-16,0.24453182078499403,0.22686547232124532,0.20020663840490827,0.4192534681884025,0.24503907522697244,0.24802637133464966,0.29417160734165315,0.06915269588102846,0.23798583738242796,0.25260912830028404,0.21567229678876731,0.18978737329805873,0.0903892520104096,0.015149944154542738,0.2659198609185768,0.21187981065749373,0.10020656920663895,0.27484413687337117,0.2859019004642468,0.07856478069996897,0.1136422660458265,0.34292318198227434,0.22885384958044463,0.09993272171404244,0.1452737527651865,0.2454639683565929,0.33239280582720665,0.1543942347090993,0.10870309678214651,0.2787690344419579,0.33252265398632985,0.25220195300695347,0.2613479466638374,0.47293461697410255,0.057498271262015344,0.27724516768581653,0.24096219349661918,0.25451740724611627,0.3785331164398078,0.2712571956094064,0.048846754340923004,0.23502843360334913,0.050974114406681315,0.1857754455083921,0.20117586408732113,0.30175480603927984
inanimate_005_left.png,0.21429701606624374,0.24453182078499403,0.0,0.02620890516447938,0.29587379286905025,0.49683064276776223,0.372058652166375,0.26319249838554803,0.34246333869349055,0.2649265654738172,0.2561834403811961,0.23306768998750294,0.31772755306383527,0.13838376584935386,0.28368573408619757,0.26633882688044674,0.317706925203434,0.26462305574029354,0.3975798502620088,0.39183881701800793,0.37993874003661976,0.37930409879221905,0.27778788055733217,0.4145190972831193,0.23820932287569285,0.2339862403982731,0.3357073645110641,0.3233995009162163,0.4202657548801516,0.21914750031839159,0.33211874079754256,0.3755311183414205,0.37338020746863243,0.31510494260526445,0.33836463807344574,0.47952929355259155,0.28062289011676267,0.3749818151866342,0.24650485562739777,0.28413022282224565,0.4474712124911534,0.19960084966879887,0.25142240030986795,0.26420405162901095,0.2890088092826598,0.386175778829393,0.289637042896422,0.4295754595218545
inanimate_005_right.png,0.179174058053037,0.22686547232124532,0.02620890516447938,0.0,0.3179984609518899,0.5802822952814146,0.2957062283854244,0.31010444624194966,0.3964312039612269,0.21579572081049647,0.24523517438922093,0.2802273326355309,0.36434914873479496,0.1782199391415059,0.22575307346528128,0.24871272588058746,0.38350714149190657,0.22158161508069474,0.36469396919437225,0.3952315806794944,0.4385669585601768,0.34390075484049343,0.2888053542858491,0.5247910305401138,0.2675218779474915,0.22234838468081275,0.33129032819910587,0.3773162624229621,0.494102515077085,0.22129134694336672,0.26097065407522635,0.31169238010970457,0.4497739064853504,0.33265221925764155,0.40536617173195266,0.5644348249871103,0.24469004063595423,0.41786519562841373,0.25679697750323016,0.34747639258758245,0.5292271615752395,0.2785406551538161,0.22910018971118262,0.31317594214115707,0.24850322016312498,0.38411591407815626,0.34028441650014674,0.42676907950762644
animate_005_left.png,0.3499322426281455,0.20020663840490827,0.29587379286905025,0.3179984609518899,3.3306690738754696e-16,0.17409028114086,0.30085881691947525,0.10063226496133204,0.1447506978612524,0.22357814069047777,0.14750965095407143,0.11287824451710093,0.048540135472908696,0.23549389743068394,0.31083317523782306,0.2453451758915688,0.13398050538871464,0.18939990735472,0.24016397647516063,0.1428105982754061,0.1304864080527388,0.2312499109622922,0.0519653868196811,0.22487466372479314,0.2508935640185993,0.3722366099753337,0.06765289084854031,0.17106698964004075,0.1098397538873892,0.18222584619759608,0.3518671488287398,0.30111288501483136,0.12286767361932893,0.03800962134872743,0.1720288657347001,0.17746270972300449,0.24529308975811404,0.10707031855264948,0.2675766911593619,0.31148814291849847,0.17703568488510657,0.11488140893540566,0.16300370071938186,0.2719298527415084,0.2805869238723643,0.03855025458697925,0.0999712171217324,0.13947987450530974
animate_004_left.png,0.5306455183168229,0.4192534681884025,0.49683064276776223,0.5802822952814146,0.17409028114086,1.1102230246251565e-16,0.5974404704436502,0.24810728723294462,0.14864219097556952,0.4617628395579124,0.3365844639918294,0.27598613876765443,0.154718378033341,0.4862393283373486,0.505719427196672,0.4868484216556058,0.1062671307981663,0.351240950019566,0.542262042256047,0.18594906488018503,0.10928337097923513,0.5117755144520012,0.26543231248286825,0.06738041807674278,0.4856836431004832,0.48989117829859685,0.27176674024569003,0.09949763014608226,0.08244719741553985,0.39299148617058555,0.5737329359076719,0.5835693577544083,0.11350422927264847,0.15863428307383032,0.1351454612673626,0.020909560698976648,0.5510971961134005,0.1412531827420913,0.39611984399360567,0.40452765706391636,0.031173758407199603,0.190410912265482,0.3984976720609408,0.40092846278627225,0.6061388464577093,0.21632370257603373,0.1270891199950832,0.12138237241042571
inanimate_011_right.png,0.2820818125105826,0.24503907522697244,0.372058652166375,0.2957062283854244,0.30085881691947525,0.5974404704436502,0.0,0.39074152432835974,0.3940754867173254,0.2621097099014983,0.2790386082005002,0.38680635892836135,0.34838475341921216,0.35598113690465416,0.17346361255590537,0.2728226377647506,0.5389282897374532,0.2609785944983869,0.32684300949475964,0.31590160378032794,0.5624270788125175,0.3042480393942988,0.273713876762128,0.6736508207763032,0.4388090325596006,0.32599452898569947,0.32178485442014715,0.4704315592099626,0.546534111424178,0.1602488707621751,0.1476003742396389,0.030715852382789177,0.5501849048093752,0.3436224956157031,0.5758225265192096,0.613820927932095,0.2846584630608576,0.518195648441401,0.19507403347982955,0.2636525645803024,0.6190493466427984,0.3937234833178661,0.26658370334970105,0.23759725449019897,0.2613250167606883,0.3133975797194499,0.3775812920800513,0.40943830140747295
animate_012_right.png,0.3645003308473952,0.24802637133464966,0.26319249838554803,0.31010444624194966,0.10063226496133204,0.24810728723294462,0.39074152432835974,0.0,0.20718742626167674,0.24640257398599807,0.2694740555753967,0.012961164643844114,0.06370669657555528,0.2893914207588256,0.4279941389764681,0.28186296088486096,0.2075247847769337,0.30332134596479343,0.2720088655937941,0.09989947867594107,0.19404596095918492,0.2394873866456303,0.13516815222990275,0.2761140386230331,0.3866261652090067,0.3336632397787972,0.15395648793894767,0.2631184547982611,0.20064356179555776,0.2634981963089561,0.48707310137917414,0.38252432049556906,0.17568027952894893,0.12974018326404602,0.26613976836851316,0.2737661456207071,0.306037407726085,0.1627365565815111,0.3429037141675879,0.3970700622492651,0.26959879024354994,0.08467355797900089,0.1819309601375051,0.39898675241295123,0.33389184087017465,0.1603356738904086,0.2195625660420336,0.18085794234869967
animate_006_right.png,0.4006667269554357,0.29417160734165315,0.34246333869349055,0.3964312039612269,0.1447506978612524,0.14864219097556952,0.3940754867173254,0.20718742626167674,0.0,0.2987071506480231,0.23205523070399547,0.21837270488983596,0.1661275945654188,0.3542774548126175,0.3517311153511883,0.3353709727136155,0.11913268384672338,0.2271472953339868,0.45927161111934667,0.19222405414543953,0.12614799107000196,0.4304466235934693,0.18058698553800312,0.16302445248726372,0.44874480037577746,0.37687929104931117,0.23424394520004366,0.16074473147975044,0.12707882901970047,0.20778392358465203,0.38060877087942135,0.3476231226244971,0.14193755420198584,0.07697718684569421,0.14875683753568092,0.16805957740824418,0.38867499928156035,0.15485317379687547,0.20092985316874934,0.2161315727839137,0.1484941892978573,0.14455854762889309,0.24335345380273576,0.19907892934898153,0.39659848970838685,0.19159481637874065,0.0989761459358488,0.18246309110966474
inanimate_012_left.png,0.15616396531391585,0.06915269588102846,0.2649265654738172,0.21579572081049647,0.22357814069047777,0.4617628395579124,0.2621097099014983,0.24640257398599807,0.2987071506480231,1.1102230246251565e-16,0.17389470031561527,0.271720360522931,0.23821773134446556,0.29458378899620985,0.1636905565461324,0.06322710366934925,0.31031449478462725,0.1128780309269557,0.10190092941484263,0.26560092997390294,0.27442318235579966,0.08544561103003967,0.1472589098026832,0.4513190826105784,0.3653453638346622,0.16412066250057888,0.13473682893758876,0.3387786145891799,0.362926679881972,0.17661730260860997,0.1695006933283142,0.27657398151384205,0.36408019456992635,0.24879905856921036,0.3299192570087133,0.5249729227783797,0.06467102518707413,0.23936394661055338,0.23610602960444171,0.3663257409460442,0.4362067432454514,0.27569763053844965,0.01857581631972105,0.36304345915997405,0.07342166867779365,0.2073040568165735,0.3055029500272337,0.2639191218995187
