V1,V2,stim_name,animacy_type
-1.645528805360821,1.5351290461493623,animate_086_right.png,animate
-0.1956101197183863,-0.10130327543891424,veggie_11_right.png,veggie
-0.8410903623772981,1.5159922232111331,animate_047_left.png,animate
-0.01865672833652416,1.7678879503556242,animate_014_right.png,animate
0.1616438937939307,-0.4871274877112502,veggie_31_left.png,veggie
0.20636505617976741,1.5390411892040277,animate_038_right.png,animate
-0.9780635637654798,-0.4864599538376275,veggie_22_right.png,veggie
-0.5629704052096851,-0.8184837413048038,veggie_0_left.png,veggie
-1.250793559904547,1.2798127698237787,animate_033_right.png,animate
-1.2756194569410437,0.6822297317489461,animate_051_left.png,animate
-1.5628235846978262,-0.47563494980855214,veggie_14_left.png,veggie
0.016697433566939576,-0.35914873190654995,veggie_31_right.png,veggie
-1.591053992466347,1.700201259389673,animate_043_right.png,animate
-1.455000039072216,1.5500444351895346,animate_086_left.png,animate
0.5084123495086925,1.6657887750576863,animate_014_left.png,animate
-0.7414002767469807,-0.7268840796781154,veggie_0_right.png,veggie
-1.1272899952847135,1.4353751409454336,animate_003_left.png,animate
-1.454482331224878,0.7508673623767025,animate_051_right.png,animate
-1.3092234255792365,2.241950145743497,animate_016_right.png,animate
-0.910611659909646,0.15404374097593768,veggie_5_right.png,veggie
-0.9844904611077447,0.8888935895414843,animate_023_right.png,animate
-0.5028151189947534,-0.29727096100690387,veggie_8_left.png,veggie
-0.6939192659353823,2.418300608464543,animate_025_left.png,animate
-0.3348754625322068,-0.46650710782522337,veggie_8_right.png,veggie
-1.5588118644246205,1.8060257511840268,animate_088_left.png,animate
-0.49078549012023204,-0.3998271647289015,veggie_2_left.png,veggie
-0.7839410747365204,0.13052362090342634,veggie_11_left.png,veggie
-0.02280212949161363,1.6054553637780058,animate_038_left.png,animate
-0.9317175185220393,2.661542006269997,animate_025_right.png,animate
-1.0254384577262163,0.123177264270411,veggie_34_right.png,veggie
-1.1602040956041209,1.5707542056195145,animate_033_left.png,animate
0.02312593521654741,-0.9744852749649828,veggie_38_left.png,veggie
0.01307862164013559,-0.8260459225236718,veggie_35_left.png,veggie
-1.2514822989293093,1.790002078074856,animate_003_right.png,animate
-0.19810149928459467,-0.543933177823465,veggie_42_left.png,veggie
-1.2786889236289611,2.308862020328321,animate_088_right.png,animate
-2.103650079092465,1.7279101875309537,animate_043_left.png,animate
-1.7661730545758902,-0.33356772490534664,veggie_14_right.png,veggie
-1.0220576728738353,-0.6622560115658852,veggie_22_left.png,veggie
-0.19296014675059392,-0.26983018520229657,veggie_2_right.png,veggie
-1.1202926081218048,1.726661192836745,animate_016_left.png,animate
-0.10299088317645741,-0.5892634765032123,veggie_35_right.png,veggie
-1.2545482498530651,0.6871742326269946,animate_023_left.png,animate
-0.6745850020964534,1.2080332645107321,animate_047_right.png,animate
-0.7001542416053427,-0.0661948855033313,veggie_5_left.png,veggie
-0.3995285561921153,-0.19611386279290977,veggie_42_right.png,veggie
0.3125620299341926,-0.9126533147934267,veggie_38_right.png,veggie
