2.967102168975470078e-01,-9.722717199337359562e-01,-1.015146999885731649e+00
-1.645528805360821023e+00,1.535129046149362297e+00,-3.071623290212106006e-01
1.244536690404126178e+00,-4.762709464034758367e-01,-1.193020446981004401e+00
-1.956101197183862939e-01,-1.013032754389142365e-01,-3.907546146440788772e-03
-8.410903623772980620e-01,1.515992223211133139e+00,-2.850388624064358334e-01
4.731554493343380630e-01,7.908825092642153276e-01,1.993091703303284112e-01
-1.331072843186164034e+00,-5.369689221351960917e-01,-5.490734859672570245e-01
1.203658940755131912e+00,-1.358020510995853636e+00,-4.269693589106463572e-01
-1.865672833652416013e-02,1.767887950355624183e+00,-9.010150919041444162e-01
2.428989938960522288e+00,1.143709983338188296e+00,-1.556081990628782885e-01
1.520354235853102809e+00,1.054589498970358141e+00,-3.312292212664745827e-01
1.616438937939307097e-01,-4.871274877112501955e-01,-8.640214481554413239e-02
2.063650561797674143e-01,1.539041189204027660e+00,-6.985315424018972985e-01
-1.500819504405799032e+00,-1.029720481540379540e+00,1.037089407790905138e-01
-1.988032617327408214e-01,-9.249895776253691526e-01,-3.606634684931738222e-01
-7.557114011286869548e-02,1.783065078361907085e+00,-5.246544427102494135e-01
6.138387391290048845e-01,-1.886154797381791592e-01,-4.486482230715010955e-01
-8.177297589955367929e-01,5.218630272469206854e-01,5.180230298740308159e-01
8.370772579590702867e-01,-2.959340062390208859e-01,1.266404078178809067e+00
-9.780635637654797598e-01,-4.864599538376275234e-01,4.671825957169592480e-01
-5.629704052096851097e-01,-8.184837413048038357e-01,-4.202267461248116454e-01
5.704155722023405151e-01,-1.650806689862152898e-01,-2.944268772516349109e-01
6.863419663096542722e-01,-9.543951910298242858e-01,-3.952881896818211671e-01
5.700679447118177645e-01,-1.474922034263340676e+00,-8.319172484810665180e-01
9.302134312791308091e-01,5.614349066317870784e-01,3.507704970927746913e-01
-1.250793559904546992e+00,1.279812769823778673e+00,-2.121020290568111435e-02
-7.257167173098743040e-01,-1.321675930245988617e+00,6.134583928693662092e-01
-1.275619456941043728e+00,6.822297317489460777e-01,3.363474894983256025e-01
2.859652111581422851e+00,4.083029273539583517e-03,-1.345852087121625074e+00
1.858928885420227273e+00,8.272350850133026734e-01,1.824683258275442865e+00
-1.627841200229348972e+00,-2.578529043186290198e-02,-1.010317772296860594e+00
3.808841751871001047e-01,1.691683151315846567e+00,-2.342967097872003870e-02
-1.329613711753417027e+00,7.393576451794118265e-01,-1.414359534487797387e-01
8.512162804369148850e-01,9.854345131627793020e-01,-3.185365707475865116e-01
1.064334173957968810e+00,7.834079221699330464e-01,6.378162044698308941e-01
-5.535194546321997588e-01,-6.230044726604537786e-01,-3.573940326875010842e-01
-8.987435003152276503e-01,-2.802417904478161081e-01,1.221043434436934083e+00
-5.175173016997984821e-01,-1.202677443997721696e+00,-8.235858342520878672e-01
8.034332454468630091e-01,6.849679690365962914e-01,8.764352835302382516e-01
-1.310592284103889726e+00,-8.101818571184515871e-02,-1.534027470822983519e+00
-6.603451339942456588e-01,1.368778754909633910e-01,-1.581485212385675965e-01
-1.562823584697826229e+00,-4.756349498085521432e-01,1.842611479275195530e+00
-5.653318293060235478e-01,-1.932746749220028759e+00,1.856041257052282845e+00
7.991311680736185030e-01,-9.547053340911451080e-01,-5.396187536146185987e-02
7.301411377857764951e-01,-1.893496656849673609e+00,5.027919345322967581e-01
2.990380554787800182e+00,6.064845650638159835e-01,3.715878920292977061e-01
1.669743356693957625e-02,-3.591487319065499451e-01,1.538821405380914054e-01
-6.708760183547099465e-02,-1.882491445124282015e+00,3.574732236722248935e-01
-1.591053992466346934e+00,1.700201259389672925e+00,5.823410215997789630e-01
-7.280618574187123215e-01,-1.741479460059951689e+00,2.037458578433318124e+00
1.387695755855347546e+00,6.175603068511740235e-01,1.024400087005343130e+00
1.092498704681177824e+00,-7.946258487393862424e-01,1.723813248332403125e-01
-1.354224483129183421e+00,2.929972110838832688e-01,-1.482732394759712857e+00
9.656011492520367723e-01,-1.406768588382621088e+00,-7.246403255394149312e-01
-1.455000039072215978e+00,1.550044435189534608e+00,-3.948089167035918057e-01
-1.162998044455243241e+00,-4.650040847915810627e-01,-7.432615449715417322e-01
5.084123495086925182e-01,1.665788775057686300e+00,-9.083279877640516586e-01
1.755950468931094743e+00,2.080726488442717348e-01,-4.541124136533443156e-01
-5.011682107876851422e-01,-6.318224375857186548e-01,1.008193707608351586e+00
-7.414002767469807242e-01,-7.268840796781154134e-01,-7.668631848319159561e-01
9.341021549617706254e-01,-4.420732888641600855e-01,-1.113191630535918936e-01
2.249306667142574323e+00,3.695087444538946442e-01,6.228529447188595469e-01
-1.694196920493360237e+00,-1.432587467583240848e+00,-2.102700972159663173e-01
8.395942355545475966e-01,-2.567348324341016119e-01,-4.712504110399755586e-01
