subject,block_number,block_type,trial_number,item_type,trial_type,trial_complexity,item_id,rt,half,block_deviant_number,trial_type_index,first_dev_position,second_dev_position
SS1614818912855,0,simple_dissimilar,6,background,background,simple,simple_20_A,2464.4599999301136,first half,1,background,5,NA
SS1614818912855,1,simple_dissimilar,1,background,background,simple,simple_10_B,3761.2150001805276,first half,0,background,NA,NA
SS1614818912855,1,simple_dissimilar,2,background,background,simple,simple_10_B,2789.1750000417233,first half,0,background,NA,NA
SS1614818912855,1,simple_dissimilar,3,background,background,simple,simple_10_B,2869.920000201091,first half,0,background,NA,NA
SS1614818912855,1,simple_dissimilar,4,background,background,simple,simple_10_B,2590.444999979809,first half,0,background,NA,NA
SS1614818912855,1,simple_dissimilar,5,background,background,simple,simple_10_B,2097.8300001006573,first half,0,background,NA,NA
SS1614818912855,2,complex_similar,1,background,background,complex,complex_20_B,3804.509999928996,first half,0,background,NA,NA
SS1614818912855,2,complex_similar,2,background,background,complex,complex_20_B,3134.0949998702854,first half,0,background,NA,NA
SS1614818912855,2,complex_similar,3,background,background,complex,complex_20_B,1419.789999956265,first half,0,background,NA,NA
SS1614818912855,2,complex_similar,4,background,background,complex,complex_20_B,1718.7799999956042,first half,0,background,NA,NA
SS1614818912855,3,complex_dissimilar,1,background,background,complex,complex_18_B,3681.120000081137,first half,0,background,NA,NA
SS1614818912855,3,complex_dissimilar,2,background,background,complex,complex_18_B,3342.380000045523,first half,0,background,NA,NA
SS1614818912855,3,complex_dissimilar,3,background,background,complex,complex_18_B,2849.4949999731034,first half,0,background,NA,NA
SS1614818912855,3,complex_dissimilar,4,background,background,complex,complex_18_B,2909.514999948442,first half,0,background,NA,NA
SS1614818912855,4,simple_dissimilar,1,background,background,simple,simple_11_A,3087.760000023991,first half,1,background,2,NA
SS1614818912855,4,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_10_A,3231.249999953434,first half,1,first_deviant,2,NA
SS1614818912855,4,simple_dissimilar,3,background,background,simple,simple_11_A,3067.629999946803,first half,1,background,2,NA
SS1614818912855,4,simple_dissimilar,4,background,background,simple,simple_11_A,3582.9400001093745,first half,1,background,2,NA
SS1614818912855,4,simple_dissimilar,5,background,background,simple,simple_11_A,3384.0499999932945,first half,1,background,2,NA
SS1614818912855,5,complex_similar,1,background,background,complex,complex_03_A,3999.9299999326468,first half,0,background,NA,NA
SS1614818912855,5,complex_similar,2,background,background,complex,complex_03_A,3417.840000009164,first half,0,background,NA,NA
SS1614818912855,5,complex_similar,3,background,background,complex,complex_03_A,1465.1949999388307,first half,0,background,NA,NA
SS1614818912855,5,complex_similar,4,background,background,complex,complex_03_A,1772.8299999143928,first half,0,background,NA,NA
SS1614818912855,6,complex_similar,1,background,background,complex,complex_07_A,3975.754999788478,second half,0,background,NA,NA
SS1614818912855,6,complex_similar,2,background,background,complex,complex_07_A,2047.3299999721348,second half,0,background,NA,NA
SS1614818912855,6,complex_similar,3,background,background,complex,complex_07_A,1663.5549999773502,second half,0,background,NA,NA
SS1614818912855,6,complex_similar,4,background,background,complex,complex_07_A,1757.0950000081211,second half,0,background,NA,NA
SS1614818912855,6,complex_similar,5,background,background,complex,complex_07_A,3116.5849999524653,second half,0,background,NA,NA
SS1614818912855,7,simple_similar,1,background,background,simple,simple_19_A,2628.389999968931,second half,2,background,3,5
SS1614818912855,7,simple_similar,2,background,background,simple,simple_19_A,2722.0799999777228,second half,2,background,3,5
SS1614818912855,7,simple_similar,3,similar deviant,deviant,simple,simple_19_B,3091.6250001173466,second half,2,first_deviant,3,5
SS1614818912855,7,simple_similar,4,background,background,simple,simple_19_A,3346.424999879673,second half,2,background,3,5
SS1614818912855,7,simple_similar,5,similar deviant,deviant,simple,simple_19_B,4433.715000050142,second half,2,second_deviant,3,5
SS1614818912855,8,complex_dissimilar,1,background,background,complex,complex_15_A,3344.0099998842925,second half,1,background,2,NA
SS1614818912855,8,complex_dissimilar,2,dissimilar deviant,deviant,complex,complex_04_A,3899.944999953732,second half,1,first_deviant,2,NA
SS1614818912855,8,complex_dissimilar,3,background,background,complex,complex_15_A,3747.070000041276,second half,1,background,2,NA
SS1614818912855,8,complex_dissimilar,4,background,background,complex,complex_15_A,1511.2850000150502,second half,1,background,2,NA
SS1614818912855,8,complex_dissimilar,5,background,background,complex,complex_15_A,1908.934999955818,second half,1,background,2,NA
SS1614818912855,8,complex_dissimilar,6,background,background,complex,complex_15_A,1992.9200001060963,second half,1,background,2,NA
SS1614818912855,9,simple_similar,1,background,background,simple,simple_08_B,1655.0249999854714,second half,2,background,5,6
SS1614818912855,9,simple_similar,2,background,background,simple,simple_08_B,1254.325000103563,second half,2,background,5,6
SS1614818912855,9,simple_similar,3,background,background,simple,simple_08_B,1394.3999998737127,second half,2,background,5,6
SS1614818912855,9,simple_similar,4,background,background,simple,simple_08_B,1379.990000044927,second half,2,background,5,6
SS1614818912855,9,simple_similar,5,similar deviant,deviant,simple,simple_08_A,1675.9500000625849,second half,2,first_deviant,5,6
SS1614818912855,9,simple_similar,6,similar deviant,deviant,simple,simple_08_A,1022.374999942258,second half,2,second_deviant,5,6
SS1614818912855,10,simple_similar,1,background,background,simple,simple_17_B,1420.189999975264,second half,0,background,NA,NA
SS1614818912855,10,simple_similar,2,background,background,simple,simple_17_B,1002.6399998459965,second half,0,background,NA,NA
SS1614818912855,10,simple_similar,3,background,background,simple,simple_17_B,2236.2750000320375,second half,0,background,NA,NA
SS1614818912855,10,simple_similar,4,background,background,simple,simple_17_B,2283.8550000451505,second half,0,background,NA,NA
SS1614818912855,11,complex_dissimilar,1,background,background,complex,complex_10_A,3196.7949999962,second half,1,background,5,NA
SS1614818912855,11,complex_dissimilar,2,background,background,complex,complex_10_A,2778.8450000807643,second half,1,background,5,NA
SS1614818912855,11,complex_dissimilar,3,background,background,complex,complex_10_A,2297.715000109747,second half,1,background,5,NA
SS1614818912855,11,complex_dissimilar,4,background,background,complex,complex_10_A,795.5599999986589,second half,1,background,5,NA
SS1614818912855,11,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_05_B,2870.2650000341237,second half,1,first_deviant,5,NA
SS1614824035752,0,simple_similar,1,background,background,simple,simple_05_B,983.9999999385327,first half,0,background,NA,NA
SS1614824035752,0,simple_similar,2,background,background,simple,simple_05_B,476.0000000242144,first half,0,background,NA,NA
SS1614824035752,0,simple_similar,3,background,background,simple,simple_05_B,548.0000000679865,first half,0,background,NA,NA
SS1614824035752,0,simple_similar,4,background,background,simple,simple_05_B,232.99999989103526,first half,0,background,NA,NA
SS1614824035752,0,simple_similar,5,background,background,simple,simple_05_B,165.99999996833503,first half,0,background,NA,NA
SS1614824035752,1,complex_dissimilar,1,background,background,complex,complex_07_A,236.0000000335276,first half,1,background,6,NA
SS1614824035752,1,complex_dissimilar,2,background,background,complex,complex_07_A,104.00000005029142,first half,1,background,6,NA
SS1614824035752,1,complex_dissimilar,3,background,background,complex,complex_07_A,163.99999998975545,first half,1,background,6,NA
SS1614824035752,1,complex_dissimilar,4,background,background,complex,complex_07_A,138.00000003539026,first half,1,background,6,NA
SS1614824035752,1,complex_dissimilar,5,background,background,complex,complex_07_A,150.00000002328306,first half,1,background,6,NA
SS1614824035752,1,complex_dissimilar,6,dissimilar deviant,deviant,complex,complex_17_A,384.0000000782311,first half,1,first_deviant,6,NA
SS1614824035752,2,simple_dissimilar,1,background,background,simple,simple_15_B,78.00000009592623,first half,1,background,4,NA
SS1614824035752,2,simple_dissimilar,2,background,background,simple,simple_15_B,165.99999996833503,first half,1,background,4,NA
SS1614824035752,2,simple_dissimilar,3,background,background,simple,simple_15_B,175.99999997764826,first half,1,background,4,NA
SS1614824035752,2,simple_dissimilar,4,dissimilar deviant,deviant,simple,simple_08_B,584.000000031665,first half,1,first_deviant,4,NA
SS1614824035752,2,simple_dissimilar,5,background,background,simple,simple_15_B,106.99999995995313,first half,1,background,4,NA
SS1614824035752,2,simple_dissimilar,6,background,background,simple,simple_15_B,356.99999995995313,first half,1,background,4,NA
SS1614824035752,3,complex_dissimilar,1,background,background,complex,complex_14_A,239.00000005960464,first half,2,background,4,5
SS1614824035752,3,complex_dissimilar,2,background,background,complex,complex_14_A,244.9999999953434,first half,2,background,4,5
SS1614824035752,3,complex_dissimilar,3,background,background,complex,complex_14_A,206.99999993667006,first half,2,background,4,5
SS1614824035752,3,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_19_A,207.99999998416752,first half,2,first_deviant,4,5
SS1614824035752,3,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_19_A,234.99999998603016,first half,2,second_deviant,4,5
SS1614824035752,4,simple_similar,1,background,background,simple,simple_16_B,363.0000000121072,first half,2,background,4,5
SS1614824035752,4,simple_similar,2,background,background,simple,simple_16_B,175.99999997764826,first half,2,background,4,5
SS1614824035752,4,simple_similar,3,background,background,simple,simple_16_B,114.00000005960464,first half,2,background,4,5
SS1614824035752,4,simple_similar,4,similar deviant,deviant,simple,simple_16_A,76.99999993201345,first half,2,first_deviant,4,5
SS1614824035752,4,simple_similar,5,similar deviant,deviant,simple,simple_16_A,209.9999999627471,first half,2,second_deviant,4,5
SS1614824035752,4,simple_similar,6,background,background,simple,simple_16_B,323.0000000912696,first half,2,background,4,5
SS1614824035752,5,simple_dissimilar,1,background,background,simple,simple_11_A,648.0000000447035,first half,1,background,3,NA
SS1614824035752,5,simple_dissimilar,2,background,background,simple,simple_11_A,193.9999999012798,first half,1,background,3,NA
SS1614824035752,5,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_18_A,355.00000009778887,first half,1,first_deviant,3,NA
SS1614824035752,5,simple_dissimilar,4,background,background,simple,simple_11_A,227.00000007171184,first half,1,background,3,NA
SS1614824035752,5,simple_dissimilar,5,background,background,simple,simple_11_A,395.00000001862645,first half,1,background,3,NA
SS1614824035752,6,complex_similar,1,background,background,complex,complex_10_B,30.999999959021807,second half,0,background,NA,NA
SS1614824035752,6,complex_similar,2,background,background,complex,complex_10_B,48.99999999906868,second half,0,background,NA,NA
SS1614824035752,6,complex_similar,3,background,background,complex,complex_10_B,23.999999975785613,second half,0,background,NA,NA
SS1614824035752,6,complex_similar,4,background,background,complex,complex_10_B,59.0000000083819,second half,0,background,NA,NA
SS1614824035752,7,simple_similar,1,background,background,simple,simple_13_A,155.00000002793968,second half,2,background,5,7
SS1614824035752,7,simple_similar,2,background,background,simple,simple_13_A,151.00000007078052,second half,2,background,5,7
SS1614824035752,7,simple_similar,3,background,background,simple,simple_13_A,234.99999998603016,second half,2,background,5,7
SS1614824035752,7,simple_similar,4,background,background,simple,simple_13_A,113.0000000121072,second half,2,background,5,7
SS1614824035752,7,simple_similar,5,similar deviant,deviant,simple,simple_13_B,197.00000004377216,second half,2,first_deviant,5,7
SS1614824035752,7,simple_similar,6,background,background,simple,simple_13_A,391.9999999925494,second half,2,background,5,7
SS1614824035752,7,simple_similar,7,similar deviant,deviant,simple,simple_13_B,528.0000000493601,second half,2,second_deviant,5,7
SS1614824035752,8,complex_similar,1,background,background,complex,complex_13_A,179.99999993480742,second half,2,background,2,5
SS1614824035752,8,complex_similar,2,similar deviant,deviant,complex,complex_13_B,275.00000002328306,second half,2,first_deviant,2,5
SS1614824035752,8,complex_similar,3,background,background,complex,complex_13_A,204.00000002700835,second half,2,background,2,5
SS1614824035752,8,complex_similar,4,background,background,complex,complex_13_A,177.99999995622784,second half,2,background,2,5
SS1614824035752,8,complex_similar,5,similar deviant,deviant,complex,complex_13_B,400.9999999543652,second half,2,second_deviant,2,5
SS1614824035752,9,complex_similar,1,background,background,complex,complex_12_A,263.9999999664724,second half,2,background,4,5
SS1614824035752,9,complex_similar,2,background,background,complex,complex_12_A,194.99999994877726,second half,2,background,4,5
SS1614824035752,9,complex_similar,3,background,background,complex,complex_12_A,15.000000013969839,second half,2,background,4,5
SS1614824035752,9,complex_similar,4,similar deviant,deviant,complex,complex_12_B,103.00000000279397,second half,2,first_deviant,4,5
SS1614824035752,9,complex_similar,5,similar deviant,deviant,complex,complex_12_B,54.00000000372529,second half,2,second_deviant,4,5
SS1614824035752,9,complex_similar,6,background,background,complex,complex_12_A,565.9999999916181,second half,2,background,4,5
SS1614824035752,10,complex_dissimilar,1,background,background,complex,complex_02_A,175.00000004656613,second half,1,background,5,NA
SS1614824035752,10,complex_dissimilar,2,background,background,complex,complex_02_A,277.00000000186265,second half,1,background,5,NA
SS1614824035752,10,complex_dissimilar,3,background,background,complex,complex_02_A,177.0000000251457,second half,1,background,5,NA
SS1614824035752,10,complex_dissimilar,4,background,background,complex,complex_02_A,338.99999991990626,second half,1,background,5,NA
SS1614824035752,10,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_03_A,268.999999971129,second half,1,first_deviant,5,NA
SS1614824035752,10,complex_dissimilar,6,background,background,complex,complex_02_A,177.0000000251457,second half,1,background,5,NA
SS1614824035752,11,simple_dissimilar,1,background,background,simple,simple_11_B,702.0000000484288,second half,2,background,3,6
SS1614824035752,11,simple_dissimilar,2,background,background,simple,simple_11_B,35.99999996367842,second half,2,background,3,6
SS1614824035752,11,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_14_A,315.9999999916181,second half,2,first_deviant,3,6
SS1614824035752,11,simple_dissimilar,4,background,background,simple,simple_11_B,155.00000002793968,second half,2,background,3,6
SS1614824035752,11,simple_dissimilar,5,background,background,simple,simple_11_B,153.0000000493601,second half,2,background,3,6
SS1614824035752,11,simple_dissimilar,6,dissimilar deviant,deviant,simple,simple_14_A,405.0000000279397,second half,2,second_deviant,3,6
SS1614827858003,0,complex_dissimilar,1,background,background,complex,complex_08_A,3942.4900000012713,first half,1,background,5,NA
SS1614827858003,0,complex_dissimilar,2,background,background,complex,complex_08_A,2059.8549999995157,first half,1,background,5,NA
SS1614827858003,0,complex_dissimilar,3,background,background,complex,complex_08_A,1155.8550000008836,first half,1,background,5,NA
SS1614827858003,0,complex_dissimilar,4,background,background,complex,complex_08_A,931.3250000013795,first half,1,background,5,NA
SS1614827858003,0,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_07_B,3381.040000000212,first half,1,first_deviant,5,NA
SS1614827858003,0,complex_dissimilar,6,background,background,complex,complex_08_A,1012.7449999999953,first half,1,background,5,NA
SS1614827858003,1,simple_similar,1,background,background,simple,simple_12_A,3840.3550000002724,first half,2,background,5,7
SS1614827858003,1,simple_similar,2,background,background,simple,simple_12_A,2357.3099999994156,first half,2,background,5,7
SS1614827858003,1,simple_similar,3,background,background,simple,simple_12_A,1400.9850000002189,first half,2,background,5,7
SS1614827858003,1,simple_similar,4,background,background,simple,simple_12_A,2015.7600000020466,first half,2,background,5,7
SS1614827858003,1,simple_similar,5,similar deviant,deviant,simple,simple_12_B,963.6950000021898,first half,2,first_deviant,5,7
SS1614827858003,1,simple_similar,6,background,background,simple,simple_12_A,1096.1700000007113,first half,2,background,5,7
SS1614827858003,1,simple_similar,7,similar deviant,deviant,simple,simple_12_B,889.4499999987602,first half,2,second_deviant,5,7
SS1614827858003,2,complex_similar,1,background,background,complex,complex_16_A,3138.249999999971,first half,1,background,4,NA
SS1614827858003,2,complex_similar,2,background,background,complex,complex_16_A,1052.400000000489,first half,1,background,4,NA
SS1614827858003,2,complex_similar,3,background,background,complex,complex_16_A,652.6099999973667,first half,1,background,4,NA
SS1614827858003,2,complex_similar,4,similar deviant,deviant,complex,complex_16_B,2911.7949999999837,first half,1,first_deviant,4,NA
SS1614827858003,2,complex_similar,5,background,background,complex,complex_16_A,1953.0149999991409,first half,1,background,4,NA
SS1614827858003,2,complex_similar,6,background,background,complex,complex_16_A,675.9749999982887,first half,1,background,4,NA
SS1614827858003,3,complex_similar,1,background,background,complex,complex_14_A,2081.115000000864,first half,1,background,6,NA
SS1614827858003,3,complex_similar,2,background,background,complex,complex_14_A,589.8650000017369,first half,1,background,6,NA
SS1614827858003,3,complex_similar,3,background,background,complex,complex_14_A,345.44499999901745,first half,1,background,6,NA
SS1614827858003,3,complex_similar,4,background,background,complex,complex_14_A,277.22999999969034,first half,1,background,6,NA
SS1614827858003,3,complex_similar,5,background,background,complex,complex_14_A,775.2299999992829,first half,1,background,6,NA
SS1614827858003,3,complex_similar,6,similar deviant,deviant,complex,complex_14_B,1845.0850000008359,first half,1,first_deviant,6,NA
SS1614827858003,4,complex_dissimilar,1,background,background,complex,complex_18_B,878.2649999993737,first half,1,background,6,NA
SS1614827858003,4,complex_dissimilar,2,background,background,complex,complex_18_B,142.1699999991688,first half,1,background,6,NA
SS1614827858003,4,complex_dissimilar,3,background,background,complex,complex_18_B,281.5049999990151,first half,1,background,6,NA
SS1614827858003,4,complex_dissimilar,4,background,background,complex,complex_18_B,1125.980000000738,first half,1,background,6,NA
SS1614827858003,4,complex_dissimilar,5,background,background,complex,complex_18_B,843.8900000000722,first half,1,background,6,NA
SS1614827858003,4,complex_dissimilar,6,dissimilar deviant,deviant,complex,complex_10_A,1433.404999999737,first half,1,first_deviant,6,NA
SS1614827858003,5,complex_dissimilar,1,background,background,complex,complex_15_B,7080.780000000203,first half,0,background,NA,NA
SS1614827858003,5,complex_dissimilar,2,background,background,complex,complex_15_B,643.1799999991199,first half,0,background,NA,NA
SS1614827858003,5,complex_dissimilar,3,background,background,complex,complex_15_B,831.2800000021234,first half,0,background,NA,NA
SS1614827858003,5,complex_dissimilar,4,background,background,complex,complex_15_B,939.5299999996205,first half,0,background,NA,NA
SS1614827858003,5,complex_dissimilar,5,background,background,complex,complex_15_B,1071.1800000026124,first half,0,background,NA,NA
SS1614827858003,6,simple_similar,1,background,background,simple,simple_07_A,2154.9549999981537,second half,2,background,2,6
SS1614827858003,6,simple_similar,2,similar deviant,deviant,simple,simple_07_B,474.08999999967637,second half,2,first_deviant,2,6
SS1614827858003,6,simple_similar,3,background,background,simple,simple_07_A,1061.004999999539,second half,2,background,2,6
SS1614827858003,6,simple_similar,4,background,background,simple,simple_07_A,3138.3500000010827,second half,2,background,2,6
SS1614827858003,6,simple_similar,5,background,background,simple,simple_07_A,1542.8649999994086,second half,2,background,2,6
SS1614827858003,6,simple_similar,6,similar deviant,deviant,simple,simple_07_B,761.2749999971129,second half,2,second_deviant,2,6
SS1614827858003,7,simple_dissimilar,1,background,background,simple,simple_11_A,1647.4950000011013,second half,1,background,5,NA
SS1614827858003,7,simple_dissimilar,2,background,background,simple,simple_11_A,16678.929999998247,second half,1,background,5,NA
SS1614827858003,7,simple_dissimilar,3,background,background,simple,simple_11_A,634.1950000023935,second half,1,background,5,NA
SS1614827858003,7,simple_dissimilar,4,background,background,simple,simple_11_A,1562.9300000000512,second half,1,background,5,NA
SS1614827858003,7,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_19_B,1630.7049999996088,second half,1,first_deviant,5,NA
SS1614827858003,7,simple_dissimilar,6,background,background,simple,simple_11_A,184.31500000227243,second half,1,background,5,NA
SS1614827858003,8,complex_similar,1,background,background,complex,complex_06_A,6753.450000000186,second half,1,background,2,NA
SS1614827858003,8,complex_similar,2,similar deviant,deviant,complex,complex_06_B,2056.990000000922,second half,1,first_deviant,2,NA
SS1614827858003,8,complex_similar,3,background,background,complex,complex_06_A,3576.195000001462,second half,1,background,2,NA
SS1614827858003,8,complex_similar,4,background,background,complex,complex_06_A,2272.6350000011735,second half,1,background,2,NA
SS1614827858003,8,complex_similar,5,background,background,complex,complex_06_A,693.7099999995553,second half,1,background,2,NA
SS1614827858003,9,simple_dissimilar,1,background,background,simple,simple_04_B,856.5500000003958,second half,0,background,NA,NA
SS1614827858003,9,simple_dissimilar,2,background,background,simple,simple_04_B,705.9049999988638,second half,0,background,NA,NA
SS1614827858003,9,simple_dissimilar,3,background,background,simple,simple_04_B,802.5650000017486,second half,0,background,NA,NA
SS1614827858003,9,simple_dissimilar,4,background,background,simple,simple_04_B,818.894999996759,second half,0,background,NA,NA
SS1614827858003,9,simple_dissimilar,5,background,background,simple,simple_04_B,642.6649999993388,second half,0,background,NA,NA
SS1614827858003,9,simple_dissimilar,6,background,background,simple,simple_04_B,48.43000000261236,second half,0,background,NA,NA
SS1614827858003,10,simple_similar,1,background,background,simple,simple_17_B,515.2500000004075,second half,2,background,4,6
SS1614827858003,10,simple_similar,2,background,background,simple,simple_17_B,2513.0649999991874,second half,2,background,4,6
SS1614827858003,10,simple_similar,3,background,background,simple,simple_17_B,2745.114999997895,second half,2,background,4,6
SS1614827858003,10,simple_similar,4,similar deviant,deviant,simple,simple_17_A,563.6500000000233,second half,2,first_deviant,4,6
SS1614827858003,10,simple_similar,5,background,background,simple,simple_17_B,2238.6550000010175,second half,2,background,4,6
SS1614827858003,10,simple_similar,6,similar deviant,deviant,simple,simple_17_A,853.06000000122,second half,2,second_deviant,4,6
SS1614827858003,11,simple_dissimilar,1,background,background,simple,simple_13_B,338.5149999994901,second half,0,background,NA,NA
SS1614827858003,11,simple_dissimilar,2,background,background,simple,simple_13_B,707.9100000009639,second half,0,background,NA,NA
SS1614827858003,11,simple_dissimilar,3,background,background,simple,simple_13_B,505.6450000011246,second half,0,background,NA,NA
SS1614827858003,11,simple_dissimilar,4,background,background,simple,simple_13_B,489.9949999998789,second half,0,background,NA,NA
SS1614827874929,0,simple_similar,1,background,background,simple,simple_18_A,37084.434999967925,first half,2,background,4,5
SS1614827874929,0,simple_similar,2,background,background,simple,simple_18_A,506.84500008355826,first half,2,background,4,5
SS1614827874929,0,simple_similar,3,background,background,simple,simple_18_A,349.0599999204278,first half,2,background,4,5
SS1614827874929,0,simple_similar,4,similar deviant,deviant,simple,simple_18_B,496.0399999981746,first half,2,first_deviant,4,5
SS1614827874929,0,simple_similar,5,similar deviant,deviant,simple,simple_18_B,502.5199999799952,first half,2,second_deviant,4,5
SS1614827874929,1,simple_dissimilar,1,background,background,simple,simple_05_B,32144.55500000622,first half,2,background,3,4
SS1614827874929,1,simple_dissimilar,2,background,background,simple,simple_05_B,895.9850000683218,first half,2,background,3,4
SS1614827874929,1,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_14_B,1046.9199999934062,first half,2,first_deviant,3,4
SS1614827874929,1,simple_dissimilar,4,dissimilar deviant,deviant,simple,simple_14_B,757.454999955371,first half,2,second_deviant,3,4
SS1614827874929,2,complex_similar,1,background,background,complex,complex_17_B,7283.610000042245,first half,1,background,5,NA
SS1614827874929,2,complex_similar,2,background,background,complex,complex_17_B,435.39500003680587,first half,1,background,5,NA
SS1614827874929,2,complex_similar,3,background,background,complex,complex_17_B,2693.2499998947605,first half,1,background,5,NA
SS1614827874929,2,complex_similar,4,background,background,complex,complex_17_B,3239.475000067614,first half,1,background,5,NA
SS1614827874929,2,complex_similar,5,similar deviant,deviant,complex,complex_17_A,725.2600000938401,first half,1,first_deviant,5,NA
SS1614827874929,3,complex_dissimilar,1,background,background,complex,complex_07_A,36512.270000064746,first half,1,background,4,NA
SS1614827874929,3,complex_dissimilar,2,background,background,complex,complex_07_A,831.0399999609217,first half,1,background,4,NA
SS1614827874929,3,complex_dissimilar,3,background,background,complex,complex_07_A,794.4399999687448,first half,1,background,4,NA
SS1614827874929,3,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_13_B,1125.5149999633431,first half,1,first_deviant,4,NA
SS1614827874929,3,complex_dissimilar,5,background,background,complex,complex_07_A,1077.2449999349192,first half,1,background,4,NA
SS1614827874929,3,complex_dissimilar,6,background,background,complex,complex_07_A,666.8249999638647,first half,1,background,4,NA
SS1614827874929,4,simple_similar,1,background,background,simple,simple_11_A,18616.990000009537,first half,1,background,4,NA
SS1614827874929,4,simple_similar,2,background,background,simple,simple_11_A,1951.2249999679625,first half,1,background,4,NA
SS1614827874929,4,simple_similar,3,background,background,simple,simple_11_A,1326.9950000103563,first half,1,background,4,NA
SS1614827874929,4,simple_similar,4,similar deviant,deviant,simple,simple_11_B,606.2600000295788,first half,1,first_deviant,4,NA
SS1614827874929,5,complex_similar,1,background,background,complex,complex_15_B,16146.910000010394,first half,2,background,2,4
SS1614827874929,5,complex_similar,2,similar deviant,deviant,complex,complex_15_A,42190.01500005834,first half,2,first_deviant,2,4
SS1614827874929,5,complex_similar,3,background,background,complex,complex_15_B,98978.71499997564,first half,2,background,2,4
SS1614827874929,5,complex_similar,4,similar deviant,deviant,complex,complex_15_A,31.695000012405217,first half,2,second_deviant,2,4
SS1614827874929,5,complex_similar,5,background,background,complex,complex_15_B,231.8550000200048,first half,2,background,2,4
SS1614827874929,5,complex_similar,6,background,background,complex,complex_15_B,467.66500000376254,first half,2,background,2,4
SS1614827874929,6,simple_similar,1,background,background,simple,simple_07_A,8361.83000006713,second half,0,background,NA,NA
SS1614827874929,6,simple_similar,2,background,background,simple,simple_07_A,361.4700000034645,second half,0,background,NA,NA
SS1614827874929,6,simple_similar,3,background,background,simple,simple_07_A,13.840000028721988,second half,0,background,NA,NA
SS1614827874929,6,simple_similar,4,background,background,simple,simple_07_A,55.78000005334616,second half,0,background,NA,NA
SS1614827874929,6,simple_similar,5,background,background,simple,simple_07_A,126.60999991931021,second half,0,background,NA,NA
SS1614827874929,7,complex_dissimilar,1,background,background,complex,complex_19_A,6130.419999943115,second half,0,background,NA,NA
SS1614827874929,7,complex_dissimilar,2,background,background,complex,complex_19_A,10.32499992288649,second half,0,background,NA,NA
SS1614827874929,7,complex_dissimilar,3,background,background,complex,complex_19_A,1667.5500000128523,second half,0,background,NA,NA
SS1614827874929,7,complex_dissimilar,4,background,background,complex,complex_19_A,795.6499999854714,second half,0,background,NA,NA
SS1614827874929,7,complex_dissimilar,5,background,background,complex,complex_19_A,836.490000016056,second half,0,background,NA,NA
SS1614827874929,8,complex_dissimilar,1,background,background,complex,complex_11_A,1190.364999929443,second half,1,background,3,NA
SS1614827874929,8,complex_dissimilar,2,background,background,complex,complex_11_A,377.1249999990687,second half,1,background,3,NA
SS1614827874929,8,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_08_B,624.0000000689179,second half,1,first_deviant,3,NA
SS1614827874929,8,complex_dissimilar,4,background,background,complex,complex_11_A,1266.9800000730902,second half,1,background,3,NA
SS1614827874929,8,complex_dissimilar,5,background,background,complex,complex_11_A,442.99500004854053,second half,1,background,3,NA
SS1614827874929,9,complex_similar,1,background,background,complex,complex_18_B,4583.574999938719,second half,0,background,NA,NA
SS1614827874929,9,complex_similar,2,background,background,complex,complex_18_B,2407.370000029914,second half,0,background,NA,NA
SS1614827874929,9,complex_similar,3,background,background,complex,complex_18_B,13069.759999983944,second half,0,background,NA,NA
SS1614827874929,9,complex_similar,4,background,background,complex,complex_18_B,253.78000002820045,second half,0,background,NA,NA
SS1614827874929,10,simple_dissimilar,1,background,background,simple,simple_11_B,3233.5650000022724,second half,0,background,NA,NA
SS1614827874929,10,simple_dissimilar,2,background,background,simple,simple_11_B,187.28499999269843,second half,0,background,NA,NA
SS1614827874929,10,simple_dissimilar,3,background,background,simple,simple_11_B,5710.055000032298,second half,0,background,NA,NA
SS1614827874929,10,simple_dissimilar,4,background,background,simple,simple_11_B,4739.839999936521,second half,0,background,NA,NA
SS1614827874929,10,simple_dissimilar,5,background,background,simple,simple_11_B,15443.940000026487,second half,0,background,NA,NA
SS1614827874929,11,simple_dissimilar,1,background,background,simple,simple_06_B,6712.829999974929,second half,0,background,NA,NA
SS1614827874929,11,simple_dissimilar,2,background,background,simple,simple_06_B,50958.43500003684,second half,0,background,NA,NA
SS1614827874929,11,simple_dissimilar,3,background,background,simple,simple_06_B,2350.235000019893,second half,0,background,NA,NA
SS1614827874929,11,simple_dissimilar,4,background,background,simple,simple_06_B,1724.1200000280514,second half,0,background,NA,NA
SS1614827876328,0,simple_similar,1,background,background,simple,simple_07_B,1503.6649999965448,first half,0,background,NA,NA
SS1614827876328,0,simple_similar,2,background,background,simple,simple_07_B,1178.1000000046333,first half,0,background,NA,NA
