stimulus_id,stimuli,b_val,d_val,epsilon,weig,mean_sample_n
0,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,61.6275
0,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1,2.2675
0,BBBBBB,0.10101012140512466,0.401010125875473,0.001,5,1.185
0,BBBBBB,0.10101012140512466,0.401010125875473,0.001,10,1.0575
0,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1e-4,61.7575
0,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1,2.2725
0,BBBBBD,0.10101012140512466,0.401010125875473,0.001,5,1.1775
0,BBBBBD,0.10101012140512466,0.401010125875473,0.001,10,1.055
0,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1e-4,61.72
0,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1,2.2775
0,BBBDBB,0.10101012140512466,0.401010125875473,0.001,5,1.1775
0,BBBDBB,0.10101012140512466,0.401010125875473,0.001,10,1.0575
0,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,61.7575
0,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1,2.275
0,BDBBBB,0.10101012140512466,0.401010125875473,0.001,5,1.175
0,BDBBBB,0.10101012140512466,0.401010125875473,0.001,10,1.0575
1,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,6.2075
1,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.0525
1,BBBBBB,0.10101012140512466,0.401010125875473,0.001,5,1.01
1,BBBBBB,0.10101012140512466,0.401010125875473,0.001,10,1
1,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1e-4,6.2075
1,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1,1.055
1,BBBBBD,0.10101012140512466,0.401010125875473,0.001,5,1.01
1,BBBBBD,0.10101012140512466,0.401010125875473,0.001,10,1.0025
1,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1e-4,6.21
1,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1,1.0575
1,BBBDBB,0.10101012140512466,0.401010125875473,0.001,5,1.0125
1,BBBDBB,0.10101012140512466,0.401010125875473,0.001,10,1
1,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,47.555
1,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.8
1,BDBBBB,0.10101012140512466,0.401010125875473,0.001,5,1.0525
1,BDBBBB,0.10101012140512466,0.401010125875473,0.001,10,1.0175
2,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,5.0775
2,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.01
2,BBBBBB,0.10101012140512466,0.401010125875473,0.001,5,1
2,BBBBBB,0.10101012140512466,0.401010125875473,0.001,10,1
2,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1e-4,5.0925
2,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1,1.01
2,BBBBBD,0.10101012140512466,0.401010125875473,0.001,5,1
2,BBBBBD,0.10101012140512466,0.401010125875473,0.001,10,1
2,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1e-4,5.08
2,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1,1.0125
2,BBBDBB,0.10101012140512466,0.401010125875473,0.001,5,1
2,BBBDBB,0.10101012140512466,0.401010125875473,0.001,10,1
2,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,28.6525
2,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.235
2,BDBBBB,0.10101012140512466,0.401010125875473,0.001,5,1.015
2,BDBBBB,0.10101012140512466,0.401010125875473,0.001,10,1.0075
3,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,4.2675
3,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.01
3,BBBBBB,0.10101012140512466,0.401010125875473,0.001,5,1
3,BBBBBB,0.10101012140512466,0.401010125875473,0.001,10,1
3,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1e-4,4.2675
3,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1,1.0125
3,BBBBBD,0.10101012140512466,0.401010125875473,0.001,5,1
3,BBBBBD,0.10101012140512466,0.401010125875473,0.001,10,1
3,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1e-4,42.245
3,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1,1.4175
3,BBBDBB,0.10101012140512466,0.401010125875473,0.001,5,1.0225
3,BBBDBB,0.10101012140512466,0.401010125875473,0.001,10,1.0075
3,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,4.3573264781491
3,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.02
3,BDBBBB,0.10101012140512466,0.401010125875473,0.001,5,1
3,BDBBBB,0.10101012140512466,0.401010125875473,0.001,10,1
4,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,3.895
4,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.0175
4,BBBBBB,0.10101012140512466,0.401010125875473,0.001,5,1.0025
4,BBBBBB,0.10101012140512466,0.401010125875473,0.001,10,1
4,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1e-4,3.915
4,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1,1.015
4,BBBBBD,0.10101012140512466,0.401010125875473,0.001,5,1
4,BBBBBD,0.10101012140512466,0.401010125875473,0.001,10,1
4,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1e-4,23.12531328320802
4,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1,1.145
4,BBBDBB,0.10101012140512466,0.401010125875473,0.001,5,1.0025
4,BBBDBB,0.10101012140512466,0.401010125875473,0.001,10,1.005
