,stim_squence,violation_type,stimulus_id,b_val,d_val,batch_id,j_i,EIG,Look_away,mu_prior,v_prior,alpha_prior,beta_prior,epsilon,weig,n_sample
15,BB,animacy,1,0.631,-1.45,1545.8935574229693,9.504201680672269,9.767507002801121,9.767507002801121,9.767507002801121,9.767507002801121,9.767507002801121,9.767507002801121,9.767507002801121,9.767507002801121,9.767507002801121
16,BB,animacy,1,0.639,-1.09,1436.8969359331477,9.493036211699165,8.844011142061282,8.844011142061282,8.844011142061282,8.844011142061282,8.844011142061282,8.844011142061282,8.844011142061282,8.844011142061282,8.844011142061282
17,BB,animacy,1,0.804,-1.55,1448.6875,9.5,9.8125,9.8125,9.8125,9.8125,9.8125,9.8125,9.8125,9.8125,9.8125
18,BB,animacy,1,1.5,-0.891,1001.936507936508,9.486772486772487,10.314814814814815,10.314814814814815,10.314814814814815,10.314814814814815,10.314814814814815,10.314814814814815,10.314814814814815,10.314814814814815,10.314814814814815
19,BB,animacy,1,1.91,-1.58,1144.0117994100294,9.486725663716815,12.926253687315635,12.926253687315635,12.926253687315635,12.926253687315635,12.926253687315635,12.926253687315635,12.926253687315635,12.926253687315635,12.926253687315635
20,BBBB,animacy,0,-1.84,0.631,1575.1764705882354,9.5,117.87058823529412,117.87058823529412,117.87058823529412,117.87058823529412,117.87058823529412,117.87058823529412,117.87058823529412,117.87058823529412,117.87058823529412
21,BBBB,animacy,0,-1.33,0.804,1315.3333333333333,9.5,113.42222222222222,113.42222222222222,113.42222222222222,113.42222222222222,113.42222222222222,113.42222222222222,113.42222222222222,113.42222222222222,113.42222222222222
22,BBBB,animacy,0,-1.09,0.639,1248.9444444444443,9.5,110.3638888888889,110.3638888888889,110.3638888888889,110.3638888888889,110.3638888888889,110.3638888888889,110.3638888888889,110.3638888888889,110.3638888888889
23,BBBB,animacy,0,-0.961,0.625,1449.7368421052631,9.5,117.4578947368421,117.4578947368421,117.4578947368421,117.4578947368421,117.4578947368421,117.4578947368421,117.4578947368421,117.4578947368421,117.4578947368421
24,BBBB,animacy,0,-0.83,1.91,1203.388888888889,9.5,123.10277777777777,123.10277777777777,123.10277777777777,123.10277777777777,123.10277777777777,123.10277777777777,123.10277777777777,123.10277777777777,123.10277777777777
25,BBBB,animacy,0,-0.58,1.07,1573.2631578947369,9.5,121.48421052631579,121.48421052631579,121.48421052631579,121.48421052631579,121.48421052631579,121.48421052631579,121.48421052631579,121.48421052631579,121.48421052631579
26,BBBB,animacy,0,0.205,-1.63,1113.2413793103449,9.5,117.92931034482758,117.92931034482758,117.92931034482758,117.92931034482758,117.92931034482758,117.92931034482758,117.92931034482758,117.92931034482758,117.92931034482758
27,BBBB,animacy,0,0.469,-0.438,1138.5294117647059,9.5,105.31176470588235,105.31176470588235,105.31176470588235,105.31176470588235,105.31176470588235,105.31176470588235,105.31176470588235,105.31176470588235,105.31176470588235
28,BBBB,animacy,0,1.5,-0.58,1123.1875,9.5,94.8625,94.8625,94.8625,94.8625,94.8625,94.8625,94.8625,94.8625,94.8625
29,BBBB,animacy,0,3.06,-0.83,1609.8947368421052,9.5,88.59210526315789,88.59210526315789,88.59210526315789,88.59210526315789,88.59210526315789,88.59210526315789,88.59210526315789,88.59210526315789,88.59210526315789
30,BBBB,animacy,1,-1.84,0.631,1577.5163204747776,9.483679525222552,8.403560830860535,8.403560830860535,8.403560830860535,8.403560830860535,8.403560830860535,8.403560830860535,8.403560830860535,8.403560830860535,8.403560830860535
31,BBBB,animacy,1,-1.33,0.804,1315.3333333333333,9.5,7.522222222222222,7.522222222222222,7.522222222222222,7.522222222222222,7.522222222222222,7.522222222222222,7.522222222222222,7.522222222222222,7.522222222222222
32,BBBB,animacy,1,-1.09,0.639,1249.5140449438202,9.558988764044944,8.584269662921349,8.584269662921349,8.584269662921349,8.584269662921349,8.584269662921349,8.584269662921349,8.584269662921349,8.584269662921349,8.584269662921349
33,BBBB,animacy,1,-0.961,0.625,1453.957671957672,9.542328042328043,8.735449735449736,8.735449735449736,8.735449735449736,8.735449735449736,8.735449735449736,8.735449735449736,8.735449735449736,8.735449735449736,8.735449735449736
34,BBBB,animacy,1,-0.83,1.91,1202.3854748603353,9.525139664804469,8.863128491620111,8.863128491620111,8.863128491620111,8.863128491620111,8.863128491620111,8.863128491620111,8.863128491620111,8.863128491620111,8.863128491620111
35,BBBB,animacy,1,-0.58,1.07,1574.0,9.427807486631016,8.823529411764707,8.823529411764707,8.823529411764707,8.823529411764707,8.823529411764707,8.823529411764707,8.823529411764707,8.823529411764707,8.823529411764707
36,BBBB,animacy,1,0.205,-1.63,1112.1478260869565,9.504347826086956,9.353043478260869,9.353043478260869,9.353043478260869,9.353043478260869,9.353043478260869,9.353043478260869,9.353043478260869,9.353043478260869,9.353043478260869
37,BBBB,animacy,1,0.469,-0.438,1141.5207100591715,9.479289940828401,8.911242603550296,8.911242603550296,8.911242603550296,8.911242603550296,8.911242603550296,8.911242603550296,8.911242603550296,8.911242603550296,8.911242603550296
38,BBBB,animacy,1,1.5,-0.58,1123.1875,9.5,10.665625,10.665625,10.665625,10.665625,10.665625,10.665625,10.665625,10.665625,10.665625
39,BBBB,animacy,1,3.06,-0.83,1609.8947368421052,9.5,12.442105263157895,12.442105263157895,12.442105263157895,12.442105263157895,12.442105263157895,12.442105263157895,12.442105263157895,12.442105263157895,12.442105263157895
40,BBBB,animacy,2,-1.84,0.631,1577.5163204747776,9.483679525222552,6.738872403560831,6.738872403560831,6.738872403560831,6.738872403560831,6.738872403560831,6.738872403560831,6.738872403560831,6.738872403560831,6.738872403560831
41,BBBB,animacy,2,-1.33,0.804,1315.3333333333333,9.5,6.2027777777777775,6.2027777777777775,6.2027777777777775,6.2027777777777775,6.2027777777777775,6.2027777777777775,6.2027777777777775,6.2027777777777775,6.2027777777777775
42,BBBB,animacy,2,-1.09,0.639,1246.518309859155,9.552112676056337,6.895774647887324,6.895774647887324,6.895774647887324,6.895774647887324,6.895774647887324,6.895774647887324,6.895774647887324,6.895774647887324,6.895774647887324
43,BBBB,animacy,2,-0.961,0.625,1453.957671957672,9.542328042328043,7.116402116402116,7.116402116402116,7.116402116402116,7.116402116402116,7.116402116402116,7.116402116402116,7.116402116402116,7.116402116402116,7.116402116402116
44,BBBB,animacy,2,-0.83,1.91,1200.6095505617977,9.508426966292134,6.912921348314606,6.912921348314606,6.912921348314606,6.912921348314606,6.912921348314606,6.912921348314606,6.912921348314606,6.912921348314606,6.912921348314606
